"ltla21_code","total_population","legal_partnership","n","prop"
"E07000073",73106,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",8,"0.000109430143"
"E07000073",73106,"Divorced or civil partnership dissolved; measures: Value",7598,"0.103931277870"
"E07000073",73106,"Divorced or civil partnership dissolved: Divorced; measures: Value",7590,"0.103821847728"
"E07000073",73106,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",8,"0.000109430143"
"E07000073",73106,"Widowed or surviving civil partnership partner; measures: Value",4149,"0.056753207671"
"E07000073",73106,"Widowed or surviving civil partnership partner: Widowed; measures: Value",4148,"0.056739528903"
"E07000073",73106,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",1,"0.000013678768"
"E07000074",55426,"Never married and never registered a civil partnership; measures: Value",16108,"0.290621729874"
"E07000074",55426,"Married or in a registered civil partnership; measures: Value",28710,"0.517987947894"
"E07000074",55426,"Married or in a registered civil partnership: Married; measures: Value",28630,"0.516544581965"
"E07000074",55426,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",28526,"0.514668206257"
"E07000074",55426,"Married or in a registered civil partnership: Married: Same sex; measures: Value",104,"0.001876375708"
"E07000074",55426,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",80,"0.001443365929"
"E07000074",55426,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",22,"0.000396925631"
"E07000074",55426,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",58,"0.001046440299"
"E07000074",55426,"Separated, but still legally married or still legally in a civil partnership; measures: Value",1087,"0.019611734565"
"E07000074",55426,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",1080,"0.019485440046"
"E07000074",55426,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",7,"0.000126294519"
"E07000074",55426,"Divorced or civil partnership dissolved; measures: Value",5522,"0.099628333273"
"E07000074",55426,"Divorced or civil partnership dissolved: Divorced; measures: Value",5514,"0.099483996680"
"E07000074",55426,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",8,"0.000144336593"
"E07000074",55426,"Widowed or surviving civil partnership partner; measures: Value",3999,"0.072150254393"
"E07000074",55426,"Widowed or surviving civil partnership partner: Widowed; measures: Value",3995,"0.072078086097"
"E07000074",55426,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",4,"0.000072168296"
"E07000075",70710,"Never married and never registered a civil partnership; measures: Value",21333,"0.301697072550"
"E07000075",70710,"Married or in a registered civil partnership; measures: Value",36432,"0.515231226135"
"E07000075",70710,"Married or in a registered civil partnership: Married; measures: Value",36325,"0.513718003111"
"E07000075",70710,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",36214,"0.512148211003"
"E07000075",70710,"Married or in a registered civil partnership: Married: Same sex; measures: Value",111,"0.001569792109"
"E07000075",70710,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",107,"0.001513223024"
"E07000075",70710,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",34,"0.000480837222"
"E07000075",70710,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",73,"0.001032385801"
"E07000075",70710,"Separated, but still legally married or still legally in a civil partnership; measures: Value",1301,"0.018399094895"
"E07000075",70710,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",1293,"0.018285956725"
"E07000075",70710,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",8,"0.000113138170"
"E07000075",70710,"Divorced or civil partnership dissolved; measures: Value",6450,"0.091217649555"
"E07000075",70710,"Divorced or civil partnership dissolved: Divorced; measures: Value",6449,"0.091203507283"
"E07000075",70710,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",1,"0.000014142271"
"E07000075",70710,"Widowed or surviving civil partnership partner; measures: Value",5194,"0.073454956866"
"E07000075",70710,"Widowed or surviving civil partnership partner: Widowed; measures: Value",5193,"0.073440814595"
"E07000075",70710,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",1,"0.000014142271"
"E07000076",124891,"Never married and never registered a civil partnership; measures: Value",38443,"0.307812412424"
"E07000076",124891,"Married or in a registered civil partnership; measures: Value",57643,"0.461546468521"
"E07000076",124891,"Married or in a registered civil partnership: Married; measures: Value",57426,"0.459808953407"
"E07000076",124891,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",57137,"0.457494935584"
"E07000076",124891,"Married or in a registered civil partnership: Married: Same sex; measures: Value",289,"0.002314017824"
"E07000076",124891,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",217,"0.001737515113"
"E07000076",124891,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",66,"0.000528460818"
"E07000076",124891,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",151,"0.001209054295"
"E07000076",124891,"Separated, but still legally married or still legally in a civil partnership; measures: Value",3036,"0.024309197620"
"E07000076",124891,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",3019,"0.024173078925"
"E07000076",124891,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",17,"0.000136118696"
"E07000076",124891,"Divorced or civil partnership dissolved; measures: Value",14262,"0.114195578544"
"E07000076",124891,"Divorced or civil partnership dissolved: Divorced; measures: Value",14242,"0.114035438903"
"E07000076",124891,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",20,"0.000160139642"
"E07000076",124891,"Widowed or surviving civil partnership partner; measures: Value",11507,"0.092136342891"
"E07000076",124891,"Widowed or surviving civil partnership partner: Widowed; measures: Value",11491,"0.092008231178"
"E07000076",124891,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",16,"0.000128111713"
"E07000077",73522,"Never married and never registered a civil partnership; measures: Value",21634,"0.294252060608"
"E07000077",73522,"Married or in a registered civil partnership; measures: Value",39144,"0.532412067136"
"E07000077",73522,"Married or in a registered civil partnership: Married; measures: Value",38995,"0.530385462855"
"E07000077",73522,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",38858,"0.528522075025"
"E07000077",73522,"Married or in a registered civil partnership: Married: Same sex; measures: Value",137,"0.001863387829"
"E07000077",73522,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",149,"0.002026604282"
