"stp20_nhs_code","date","year","month","completed","incomplete","new"
"QOC",2023-05-01,2023,"May",12182,83463,12979
"QOP",2023-05-01,2023,"May",81039,612923,95706
"QOQ",2023-05-01,2023,"May",51649,232356,52252
"QOX",2023-05-01,2023,"May",22322,135066,26462
"QPM",2023-05-01,2023,"May",14046,87981,18949
"QR1",2023-05-01,2023,"May",11677,91645,19658
"QRL",2023-05-01,2023,"May",47727,238237,51778
"QRV",2023-05-01,2023,"May",55626,306227,64456
"QSL",2023-05-01,2023,"May",10493,71938,13716
"QT1",2023-05-01,2023,"May",30389,159849,33117
"QT6",2023-05-01,2023,"May",13358,64066,15652
"QU9",2023-05-01,2023,"May",29833,180078,43054
"QUA",2023-05-01,2023,"May",29256,189256,35264
"QUE",2023-05-01,2023,"May",28080,179093,32577
"QUY",2023-05-01,2023,"May",27717,155025,31135
"QVV",2023-05-01,2023,"May",17115,114612,23326
"QWE",2023-05-01,2023,"May",44174,209174,51749
"QWO",2023-05-01,2023,"May",59388,301473,69423
"QWU",2023-05-01,2023,"May",20310,143687,25081
"QXU",2023-05-01,2023,"May",27871,183634,36944
"QYG",2023-05-01,2023,"May",78812,449916,87364
"QE1",2023-06-01,2023,"Jun",41237,248719,54600
"QF7",2023-06-01,2023,"Jun",46967,252591,59034
"QGH",2023-06-01,2023,"Jun",15945,115518,18784
"QH8",2023-06-01,2023,"Jun",33065,219156,51940
"QHG",2023-06-01,2023,"Jun",16375,154198,25504
"QHL",2023-06-01,2023,"Jun",55816,311015,60901
"QHM",2023-06-01,2023,"Jun",111026,471422,132600
"QJ2",2023-06-01,2023,"Jun",25812,166263,30940
"QJG",2023-06-01,2023,"Jun",23499,148521,29705
"QJK",2023-06-01,2023,"Jun",39665,213147,46214
"QJM",2023-06-01,2023,"Jun",11672,83283,13280
"QK1",2023-06-01,2023,"Jun",24054,134963,24172
"QKK",2023-06-01,2023,"Jun",66947,309784,80283
"QKS",2023-06-01,2023,"Jun",42434,242258,49711
"QM7",2023-06-01,2023,"Jun",26659,182552,34375
"QMF",2023-06-01,2023,"Jun",41987,261870,55266
"QMJ",2023-06-01,2023,"Jun",50521,299823,63927
"QMM",2023-06-01,2023,"Jun",24854,170726,32536
"QNC",2023-06-01,2023,"Jun",20433,108046,24355
"QNQ",2023-06-01,2023,"Jun",14277,96429,15555
"QNX",2023-06-01,2023,"Jun",46637,302312,52472
"QOC",2023-06-01,2023,"Jun",12622,86117,13885
"QOP",2023-06-01,2023,"Jun",82975,616486,99858
"QOQ",2023-06-01,2023,"Jun",54979,235486,53555
"QOX",2023-06-01,2023,"Jun",22986,137388,28024
"QPM",2023-06-01,2023,"Jun",14316,90226,20079
"QR1",2023-06-01,2023,"Jun",11953,92715,20484
"QRL",2023-06-01,2023,"Jun",50190,241500,53937
"QRV",2023-06-01,2023,"Jun",57038,308873,66902
"QSL",2023-06-01,2023,"Jun",11433,72247,14810
"QT1",2023-06-01,2023,"Jun",31581,166170,35459
"QT6",2023-06-01,2023,"Jun",14048,63726,16028
"QU9",2023-06-01,2023,"Jun",32018,182415,45606
"QUA",2023-06-01,2023,"Jun",30762,193576,37479
"QUE",2023-06-01,2023,"Jun",29933,180823,33065
"QUY",2023-06-01,2023,"Jun",29622,156909,32309
"QVV",2023-06-01,2023,"Jun",17970,115238,25193
"QWE",2023-06-01,2023,"Jun",45669,211833,54622
"QWO",2023-06-01,2023,"Jun",61902,305487,76264
"QWU",2023-06-01,2023,"Jun",21834,144115,26631
"QXU",2023-06-01,2023,"Jun",28667,186888,37868
"QYG",2023-06-01,2023,"Jun",82967,449894,91576
"QE1",2023-07-01,2023,"Jul",39962,256215,53236
"QF7",2023-07-01,2023,"Jul",44925,258203,56095
"QGH",2023-07-01,2023,"Jul",14918,113870,17809
"QH8",2023-07-01,2023,"Jul",32208,222776,53212
"QHG",2023-07-01,2023,"Jul",16066,154423,23931
"QHL",2023-07-01,2023,"Jul",54473,309022,56639
"QHM",2023-07-01,2023,"Jul",102458,479483,127561
"QJ2",2023-07-01,2023,"Jul",22382,164270,29392
"QJG",2023-07-01,2023,"Jul",22703,150839,28778
"QJK",2023-07-01,2023,"Jul",36613,214445,41332
"QJM",2023-07-01,2023,"Jul",10922,85424,13996
"QK1",2023-07-01,2023,"Jul",21015,135538,21940
"QKK",2023-07-01,2023,"Jul",60202,313436,72505
"QKS",2023-07-01,2023,"Jul",39905,247834,48928
"QM7",2023-07-01,2023,"Jul",25382,185886,33615
"QMF",2023-07-01,2023,"Jul",39039,265760,52659
"QMJ",2023-07-01,2023,"Jul",48707,299959,61512
"QMM",2023-07-01,2023,"Jul",23416,173994,30535
"QNC",2023-07-01,2023,"Jul",19396,109612,23204
"QNQ",2023-07-01,2023,"Jul",13090,96694,14351
"QNX",2023-07-01,2023,"Jul",43634,313221,51401
"QOC",2023-07-01,2023,"Jul",12226,88126,13770
"QOP",2023-07-01,2023,"Jul",78287,617961,95553
"QOQ",2023-07-01,2023,"Jul",51505,239272,52235
"QOX",2023-07-01,2023,"Jul",22487,138990,27331
"QPM",2023-07-01,2023,"Jul",13360,91045,18600
"QR1",2023-07-01,2023,"Jul",11744,91433,18854
"QRL",2023-07-01,2023,"Jul",47382,242802,50742
"QRV",2023-07-01,2023,"Jul",54331,315319,65347
"QSL",2023-07-01,2023,"Jul",10533,72434,14143
"QT1",2023-07-01,2023,"Jul",29804,172741,34050
"QT6",2023-07-01,2023,"Jul",13510,63337,15764
"QU9",2023-07-01,2023,"Jul",31231,183500,43938
"QUA",2023-07-01,2023,"Jul",28239,196458,35634
"QUE",2023-07-01,2023,"Jul",27159,184148,31567
"QUY",2023-07-01,2023,"Jul",28467,157348,30760
"QVV",2023-07-01,2023,"Jul",16763,117516,23507
"QWE",2023-07-01,2023,"Jul",43164,214363,51155
"QWO",2023-07-01,2023,"Jul",57995,308362,73460
"QWU",2023-07-01,2023,"Jul",20519,145618,24960
"QXU",2023-07-01,2023,"Jul",26950,191792,36043
"QYG",2023-07-01,2023,"Jul",74747,455737,87798
"QE1",2023-08-01,2023,"Aug",40234,259211,52706
"QF7",2023-08-01,2023,"Aug",44119,261971,56062
"QGH",2023-08-01,2023,"Aug",14369,113562,17871
"QH8",2023-08-01,2023,"Aug",30158,226488,42909
"QHG",2023-08-01,2023,"Aug",16389,155068,24716
"QHL",2023-08-01,2023,"Aug",51596,310366,56068
"QHM",2023-08-01,2023,"Aug",103244,482602,124780
"QJ2",2023-08-01,2023,"Aug",22759,168785,29334
"QJG",2023-08-01,2023,"Aug",21570,152315,27613
"QJK",2023-08-01,2023,"Aug",37424,214391,42030
"QJM",2023-08-01,2023,"Aug",11649,85438,13093
"QK1",2023-08-01,2023,"Aug",22781,134608,22943
"QKK",2023-08-01,2023,"Aug",60897,317593,73286
"QKS",2023-08-01,2023,"Aug",39702,251199,47747
"QM7",2023-08-01,2023,"Aug",26109,186936,33389
"QMF",2023-08-01,2023,"Aug",38825,265132,50639
"QMJ",2023-08-01,2023,"Aug",46937,302083,60847
"QMM",2023-08-01,2023,"Aug",24039,178218,30410
"QNC",2023-08-01,2023,"Aug",18312,110404,23134
"QNQ",2023-08-01,2023,"Aug",12504,97989,15003
"QNX",2023-08-01,2023,"Aug",45942,316762,50871
"QOC",2023-08-01,2023,"Aug",12536,90249,14632
"QOP",2023-08-01,2023,"Aug",78912,614939,94835
"QOQ",2023-08-01,2023,"Aug",51482,241636,51223
"QOX",2023-08-01,2023,"Aug",23263,139832,26503
"QPM",2023-08-01,2023,"Aug",13768,93786,18839
"QR1",2023-08-01,2023,"Aug",12021,89298,18984
"QRL",2023-08-01,2023,"Aug",46484,245728,50058
"QRV",2023-08-01,2023,"Aug",50070,321994,62990
"QSL",2023-08-01,2023,"Aug",11115,71838,14375
"QT1",2023-08-01,2023,"Aug",29419,172770,34010
"QT6",2023-08-01,2023,"Aug",13203,62412,15032
"QU9",2023-08-01,2023,"Aug",31784,189028,44558
"QUA",2023-08-01,2023,"Aug",27833,200734,35860
"QUE",2023-08-01,2023,"Aug",28001,187585,32906
"QUY",2023-08-01,2023,"Aug",27483,156269,30548
"QVV",2023-08-01,2023,"Aug",16450,115869,22464
"QWE",2023-08-01,2023,"Aug",41768,219289,49916
"QWO",2023-08-01,2023,"Aug",58958,310866,72660
"QWU",2023-08-01,2023,"Aug",20205,147423,25148
"QXU",2023-08-01,2023,"Aug",27936,192129,35154
"QYG",2023-08-01,2023,"Aug",75352,465268,88969
"QE1",2023-09-01,2023,"Sep",42397,263617,52587
"QF7",2023-09-01,2023,"Sep",45159,262611,54362
"QGH",2023-09-01,2023,"Sep",14679,112816,17364
"QH8",2023-09-01,2023,"Sep",31483,228856,52452
"QHG",2023-09-01,2023,"Sep",15670,157014,24329
"QHL",2023-09-01,2023,"Sep",54614,304119,55425
"QHM",2023-09-01,2023,"Sep",104911,482108,126722
"QJ2",2023-09-01,2023,"Sep",23229,167444,27920
"QJG",2023-09-01,2023,"Sep",23167,152347,27421
"QJK",2023-09-01,2023,"Sep",38175,213210,40344
"QJM",2023-09-01,2023,"Sep",12092,85281,13460
"QK1",2023-09-01,2023,"Sep",22292,133972,22549
"QKK",2023-09-01,2023,"Sep",58015,324202,69779
"QKS",2023-09-01,2023,"Sep",40382,253113,47900
"QM7",2023-09-01,2023,"Sep",25623,186380,32079
"QMF",2023-09-01,2023,"Sep",38652,264754,51744
"QMJ",2023-09-01,2023,"Sep",48332,304190,61092
"QMM",2023-09-01,2023,"Sep",22867,180292,30134
"QNC",2023-09-01,2023,"Sep",19536,112487,23089
"QNQ",2023-09-01,2023,"Sep",13383,97555,14463
"QNX",2023-09-01,2023,"Sep",48218,315863,49504
"QOC",2023-09-01,2023,"Sep",12808,89968,13613
"QOP",2023-09-01,2023,"Sep",87056,617963,92606
"QOQ",2023-09-01,2023,"Sep",49682,238389,50498
"QOX",2023-09-01,2023,"Sep",23329,140271,26356
"QPM",2023-09-01,2023,"Sep",13987,94366,17959
"QR1",2023-09-01,2023,"Sep",11238,90333,18407
"QRL",2023-09-01,2023,"Sep",47507,245746,49006
"QRV",2023-09-01,2023,"Sep",49170,327975,62354
"QSL",2023-09-01,2023,"Sep",10949,72623,13879
"QT1",2023-09-01,2023,"Sep",29800,176424,34048
"QT6",2023-09-01,2023,"Sep",13031,62391,15377
"QU9",2023-09-01,2023,"Sep",32612,193617,43483
"QUA",2023-09-01,2023,"Sep",31643,201579,36410
"QUE",2023-09-01,2023,"Sep",29066,187332,32160
"QUY",2023-09-01,2023,"Sep",28439,154022,29918
"QVV",2023-09-01,2023,"Sep",16492,116532,22793
"QWE",2023-09-01,2023,"Sep",42595,221076,48523
"QWO",2023-09-01,2023,"Sep",58693,310537,71199
"QWU",2023-09-01,2023,"Sep",19683,148251,24322
"QXU",2023-09-01,2023,"Sep",29790,194807,35451
"QYG",2023-09-01,2023,"Sep",71721,439814,82313
"QE1",2023-10-01,2023,"Oct",45297,264658,55092
"QF7",2023-10-01,2023,"Oct",49388,263995,58079
"QGH",2023-10-01,2023,"Oct",15940,110348,18013
"QH8",2023-10-01,2023,"Oct",31310,203934,45545
"QHG",2023-10-01,2023,"Oct",16199,156262,24448
"QHL",2023-10-01,2023,"Oct",57679,296705,58663
"QHM",2023-10-01,2023,"Oct",113125,479400,132711
"QJ2",2023-10-01,2023,"Oct",25024,166297,29344
"QJG",2023-10-01,2023,"Oct",24458,152487,29451
"QJK",2023-10-01,2023,"Oct",41225,209797,42519
"QJM",2023-10-01,2023,"Oct",12811,84599,13814
"QK1",2023-10-01,2023,"Oct",24984,125877,23954
"QKK",2023-10-01,2023,"Oct",36085,354261,58198
"QKS",2023-10-01,2023,"Oct",43110,252401,48999
"QM7",2023-10-01,2023,"Oct",27540,184361,32991
"QMF",2023-10-01,2023,"Oct",42330,264465,54720
"QMJ",2023-10-01,2023,"Oct",52445,301148,64060
"QMM",2023-10-01,2023,"Oct",25286,179802,31654
"QNC",2023-10-01,2023,"Oct",21637,110458,23410
"QNQ",2023-10-01,2023,"Oct",14077,98256,15517
"QNX",2023-10-01,2023,"Oct",53640,310840,52566
"QOC",2023-10-01,2023,"Oct",13773,91504,14610
"QOP",2023-10-01,2023,"Oct",97207,611669,99545
"QOQ",2023-10-01,2023,"Oct",57046,236629,51165
"QOX",2023-10-01,2023,"Oct",25273,140534,27954
"QPM",2023-10-01,2023,"Oct",15958,94126,20198
"QR1",2023-10-01,2023,"Oct",12535,91104,19456
"QRL",2023-10-01,2023,"Oct",51642,246028,53048
"QRV",2023-10-01,2023,"Oct",55824,325625,66301
"QSL",2023-10-01,2023,"Oct",12070,71957,14505
"QT1",2023-10-01,2023,"Oct",30703,176963,34035
"QT6",2023-10-01,2023,"Oct",14061,61356,15464
"QU9",2023-10-01,2023,"Oct",36334,194662,47377
"QUA",2023-10-01,2023,"Oct",34899,198979,37695
"QUE",2023-10-01,2023,"Oct",30696,186317,33238
"QUY",2023-10-01,2023,"Oct",31467,153491,33480
"QVV",2023-10-01,2023,"Oct",18338,113644,23853
"QWE",2023-10-01,2023,"Oct",46669,222535,53086
"QWO",2023-10-01,2023,"Oct",64307,307537,73924
"QWU",2023-10-01,2023,"Oct",21653,146176,25209
"QXU",2023-10-01,2023,"Oct",31830,190141,36924
"QYG",2023-10-01,2023,"Oct",84499,467620,89780
"QE1",2023-11-01,2023,"Nov",47340,260787,54746
"QF7",2023-11-01,2023,"Nov",53421,260248,59848
"QGH",2023-11-01,2023,"Nov",16199,110269,19136
"QH8",2023-11-01,2023,"Nov",31663,199917,49518
"QHG",2023-11-01,2023,"Nov",17601,154803,25581
"QHL",2023-11-01,2023,"Nov",57275,293111,57301
"QHM",2023-11-01,2023,"Nov",113699,477662,130687
"QJ2",2023-11-01,2023,"Nov",26495,163979,29530
"QJG",2023-11-01,2023,"Nov",25359,152322,29113
"QJK",2023-11-01,2023,"Nov",43276,205442,42563
"QJM",2023-11-01,2023,"Nov",13430,83661,14099
"QK1",2023-11-01,2023,"Nov",25345,125114,24633
"QKK",2023-11-01,2023,"Nov",47271,367437,61301
"QKS",2023-11-01,2023,"Nov",46061,250791,50142
"QM7",2023-11-01,2023,"Nov",30249,178857,32286
"QMF",2023-11-01,2023,"Nov",43502,262114,54057
"QMJ",2023-11-01,2023,"Nov",56308,296781,64572
"QMM",2023-11-01,2023,"Nov",27582,178432,32179
"QNC",2023-11-01,2023,"Nov",21037,109685,23274
"QNQ",2023-11-01,2023,"Nov",15229,96788,15700
"QNX",2023-11-01,2023,"Nov",60548,301788,53238
"QOC",2023-11-01,2023,"Nov",14081,90786,13802
"QOP",2023-11-01,2023,"Nov",96660,604270,100235
"QOQ",2023-11-01,2023,"Nov",57698,234547,52880
"QOX",2023-11-01,2023,"Nov",27155,137080,28020
"QPM",2023-11-01,2023,"Nov",17117,92334,20535
"QR1",2023-11-01,2023,"Nov",13027,91489,19914
"QRL",2023-11-01,2023,"Nov",53683,244694,53656
"QRV",2023-11-01,2023,"Nov",56650,323629,64353
"QSL",2023-11-01,2023,"Nov",12671,70213,14970
"QT1",2023-11-01,2023,"Nov",33099,173122,33761
"QT6",2023-11-01,2023,"Nov",14369,60699,15548
"QU9",2023-11-01,2023,"Nov",35919,196230,46771
"QUA",2023-11-01,2023,"Nov",35390,197289,38592
"QUE",2023-11-01,2023,"Nov",32489,185903,34162
"QUY",2023-11-01,2023,"Nov",33547,148128,33373
"QVV",2023-11-01,2023,"Nov",18794,111874,24172
"QWE",2023-11-01,2023,"Nov",50912,219012,53009
"QWO",2023-11-01,2023,"Nov",67562,302418,73489
"QWU",2023-11-01,2023,"Nov",22537,145892,24807
"QXU",2023-11-01,2023,"Nov",33877,184726,36778
"QYG",2023-11-01,2023,"Nov",85284,466913,91681
"QE1",2023-12-01,2023,"Dec",37443,258653,42646
"QF7",2023-12-01,2023,"Dec",40183,260611,47419
"QGH",2023-12-01,2023,"Dec",12340,111433,15549
"QH8",2023-12-01,2023,"Dec",25294,197971,42960
"QHG",2023-12-01,2023,"Dec",14412,154059,20367
"QHL",2023-12-01,2023,"Dec",45672,290574,46944
"QHM",2023-12-01,2023,"Dec",88571,474262,108595
"QJ2",2023-12-01,2023,"Dec",22055,162048,24378
"QJG",2023-12-01,2023,"Dec",19166,153044,23048
"QJK",2023-12-01,2023,"Dec",31726,206046,34730
"QJM",2023-12-01,2023,"Dec",10262,82816,11373
"QK1",2023-12-01,2023,"Dec",19321,126358,19635
"QKK",2023-12-01,2023,"Dec",38307,377920,49960
"QKS",2023-12-01,2023,"Dec",36127,251032,41108
"QM7",2023-12-01,2023,"Dec",22767,176817,25975
"QMF",2023-12-01,2023,"Dec",33225,263751,43078
"QMJ",2023-12-01,2023,"Dec",41596,299239,52700
"QMM",2023-12-01,2023,"Dec",21188,178272,25806
"QNC",2023-12-01,2023,"Dec",16963,110049,18590
"QNQ",2023-12-01,2023,"Dec",11416,94627,12546
"QNX",2023-12-01,2023,"Dec",41627,299391,39651
"QOC",2023-12-01,2023,"Dec",11360,89600,10293
"QOP",2023-12-01,2023,"Dec",74122,610629,83800
"QOQ",2023-12-01,2023,"Dec",45616,232638,42733
"QOX",2023-12-01,2023,"Dec",20569,138521,23536
"QPM",2023-12-01,2023,"Dec",12866,90669,16097
"QR1",2023-12-01,2023,"Dec",9702,90696,15859
"QRL",2023-12-01,2023,"Dec",40995,247014,41610
"QRV",2023-12-01,2023,"Dec",44709,332245,52880
"QSL",2023-12-01,2023,"Dec",9332,70783,12482
"QT1",2023-12-01,2023,"Dec",26665,172810,28518
"QT6",2023-12-01,2023,"Dec",11598,59876,12410
"QU9",2023-12-01,2023,"Dec",27867,197719,37296
"QUA",2023-12-01,2023,"Dec",27623,196502,30562
"QUE",2023-12-01,2023,"Dec",24968,184138,27562
"QUY",2023-12-01,2023,"Dec",24315,146858,25698
"QVV",2023-12-01,2023,"Dec",14448,112272,19336
"QWE",2023-12-01,2023,"Dec",37668,218845,42704
"QWO",2023-12-01,2023,"Dec",53133,301969,59586
"QWU",2023-12-01,2023,"Dec",18482,144899,20299
"QXU",2023-12-01,2023,"Dec",24637,183651,29050
"QYG",2023-12-01,2023,"Dec",67505,466327,73690
"QE1",2024-01-01,2024,"Jan",45975,258349,54721
"QF7",2024-01-01,2024,"Jan",50307,259206,59146
"QGH",2024-01-01,2024,"Jan",15914,111445,20100
"QH8",2024-01-01,2024,"Jan",29599,197378,48231
"QHG",2024-01-01,2024,"Jan",17519,154644,26056
"QHL",2024-01-01,2024,"Jan",56630,289848,57886
"QHM",2024-01-01,2024,"Jan",109672,472939,133107
"QJ2",2024-01-01,2024,"Jan",25377,164618,30127
"QJG",2024-01-01,2024,"Jan",24281,154670,28721
"QJK",2024-01-01,2024,"Jan",41113,203193,42281
"QJM",2024-01-01,2024,"Jan",12352,83038,14442
"QK1",2024-01-01,2024,"Jan",23515,125343,23710
"QKK",2024-01-01,2024,"Jan",54319,373204,64829
"QKS",2024-01-01,2024,"Jan",47064,250195,51679
"QM7",2024-01-01,2024,"Jan",28357,174548,33153
"QMF",2024-01-01,2024,"Jan",39284,264614,54449
"QMJ",2024-01-01,2024,"Jan",52691,297534,64102
"QMM",2024-01-01,2024,"Jan",26486,177101,31968
"QNC",2024-01-01,2024,"Jan",20416,111015,23801
"QNQ",2024-01-01,2024,"Jan",13545,95666,16051
"QNX",2024-01-01,2024,"Jan",54061,295905,51618
"QOC",2024-01-01,2024,"Jan",14129,89509,13431
"QOP",2024-01-01,2024,"Jan",92745,608349,103415
"QOQ",2024-01-01,2024,"Jan",56810,231563,52817
"QOX",2024-01-01,2024,"Jan",25986,139370,29288
"QPM",2024-01-01,2024,"Jan",15985,91167,18882
"QR1",2024-01-01,2024,"Jan",12934,89364,20122
"QRL",2024-01-01,2024,"Jan",53485,244466,54187
"QRV",2024-01-01,2024,"Jan",58431,336383,67586
"QSL",2024-01-01,2024,"Jan",12026,71058,15145
"QT1",2024-01-01,2024,"Jan",32692,170348,33901
"QT6",2024-01-01,2024,"Jan",14249,58459,15220
"QU9",2024-01-01,2024,"Jan",34718,198246,46637
"QUA",2024-01-01,2024,"Jan",33812,197158,38324
"QUE",2024-01-01,2024,"Jan",30708,184290,33575
"QUY",2024-01-01,2024,"Jan",31151,145475,32590
"QVV",2024-01-01,2024,"Jan",17604,111520,23973
"QWE",2024-01-01,2024,"Jan",47473,220362,53902
"QWO",2024-01-01,2024,"Jan",65259,301522,73994
"QWU",2024-01-01,2024,"Jan",22548,144246,25372
"QXU",2024-01-01,2024,"Jan",30884,184333,37457
"QYG",2024-01-01,2024,"Jan",83878,462810,94023
"QE1",2024-02-01,2024,"Feb",44536,258182,52815
"QF7",2024-02-01,2024,"Feb",47762,255303,56452
"QGH",2024-02-01,2024,"Feb",14827,113518,20065
"QH8",2024-02-01,2024,"Feb",27768,199133,46647
"QHG",2024-02-01,2024,"Feb",16643,155181,24976
"QHL",2024-02-01,2024,"Feb",51943,291960,57899
"QHM",2024-02-01,2024,"Feb",107081,473552,123433
"QJ2",2024-02-01,2024,"Feb",24876,162381,29368
"QJG",2024-02-01,2024,"Feb",23134,152914,28161
"QJK",2024-02-01,2024,"Feb",38086,202340,41975
"QJM",2024-02-01,2024,"Feb",11534,80974,13450
"QK1",2024-02-01,2024,"Feb",23583,126626,24004
"QKK",2024-02-01,2024,"Feb",51243,369244,63020
"QKS",2024-02-01,2024,"Feb",43875,248643,48422
"QM7",2024-02-01,2024,"Feb",26006,165359,32774
"QMF",2024-02-01,2024,"Feb",37580,264161,51208
"QMJ",2024-02-01,2024,"Feb",50622,303001,65972
"QMM",2024-02-01,2024,"Feb",25260,176298,31321
"QNC",2024-02-01,2024,"Feb",20274,110411,23916
"QNQ",2024-02-01,2024,"Feb",12751,94973,12356
"QNX",2024-02-01,2024,"Feb",50166,291646,49572
"QOC",2024-02-01,2024,"Feb",12605,89030,12251
"QOP",2024-02-01,2024,"Feb",85423,598841,97913
"QOQ",2024-02-01,2024,"Feb",45869,227887,50564
"QOX",2024-02-01,2024,"Feb",24066,136089,27673
"QPM",2024-02-01,2024,"Feb",15573,90111,19399
"QR1",2024-02-01,2024,"Feb",12327,92099,19977
"QRL",2024-02-01,2024,"Feb",50339,243493,52386
"QRV",2024-02-01,2024,"Feb",54371,338871,66589
"QSL",2024-02-01,2024,"Feb",12012,71059,14975
"QT1",2024-02-01,2024,"Feb",29622,165099,29787
"QT6",2024-02-01,2024,"Feb",13089,57974,14888
"QU9",2024-02-01,2024,"Feb",32634,202139,45475
"QUA",2024-02-01,2024,"Feb",32654,195582,36902
"QUE",2024-02-01,2024,"Feb",29375,182452,32777
"QUY",2024-02-01,2024,"Feb",28841,144130,31799
"QVV",2024-02-01,2024,"Feb",16890,110203,23326
"QWE",2024-02-01,2024,"Feb",45042,220786,52266
"QWO",2024-02-01,2024,"Feb",60709,296290,71236
"QWU",2024-02-01,2024,"Feb",21220,142838,23801
"QXU",2024-02-01,2024,"Feb",29755,183415,35505
"QYG",2024-02-01,2024,"Feb",79266,464278,93901
"QE1",2024-03-01,2024,"Mar",42480,257759,50711
"QF7",2024-03-01,2024,"Mar",47484,257470,54579
"QGH",2024-03-01,2024,"Mar",14321,113937,18888
"QH8",2024-03-01,2024,"Mar",27018,197507,48262
"QHG",2024-03-01,2024,"Mar",17420,159060,24867
"QHL",2024-03-01,2024,"Mar",49933,291900,54362
"QHM",2024-03-01,2024,"Mar",104177,472001,114092
"QJ2",2024-03-01,2024,"Mar",24305,158351,29094
"QJG",2024-03-01,2024,"Mar",22751,148633,26887
"QJK",2024-03-01,2024,"Mar",36685,202245,41186
"QJM",2024-03-01,2024,"Mar",10535,81264,12884
"QK1",2024-03-01,2024,"Mar",23050,126224,22920
"QKK",2024-03-01,2024,"Mar",51913,369673,62097
"QKS",2024-03-01,2024,"Mar",44936,248174,48430
"QM7",2024-03-01,2024,"Mar",25314,166443,31114
"QMF",2024-03-01,2024,"Mar",36007,268859,50302
"QMJ",2024-03-01,2024,"Mar",50571,309932,64197
"QMM",2024-03-01,2024,"Mar",23644,173085,28774
"QNC",2024-03-01,2024,"Mar",19640,109562,22185
"QNQ",2024-03-01,2024,"Mar",12576,96557,12169
"QNX",2024-03-01,2024,"Mar",47115,291395,46352
"QOC",2024-03-01,2024,"Mar",12369,90295,12241
"QOP",2024-03-01,2024,"Mar",84155,592140,94524
"QOQ",2024-03-01,2024,"Mar",41934,231388,48864
"QOX",2024-03-01,2024,"Mar",23153,134999,25938
"QPM",2024-03-01,2024,"Mar",14404,89931,18264
"QR1",2024-03-01,2024,"Mar",12109,88823,18649
"QRL",2024-03-01,2024,"Mar",48349,244569,51315
"QRV",2024-03-01,2024,"Mar",53187,341199,63739
"QSL",2024-03-01,2024,"Mar",11579,70561,13892
"QT1",2024-03-01,2024,"Mar",28942,164587,30106
"QT6",2024-03-01,2024,"Mar",12928,57980,14995
"QU9",2024-03-01,2024,"Mar",32913,204648,44148
"QUA",2024-03-01,2024,"Mar",31051,196530,35430
"QUE",2024-03-01,2024,"Mar",28597,182563,31158
"QUY",2024-03-01,2024,"Mar",26543,144136,29864
"QVV",2024-03-01,2024,"Mar",16010,111858,22422
"QWE",2024-03-01,2024,"Mar",40242,212038,46260
"QWO",2024-03-01,2024,"Mar",59280,297853,68612
"QWU",2024-03-01,2024,"Mar",19479,141904,22996
"QXU",2024-03-01,2024,"Mar",28977,181812,34840
"QYG",2024-03-01,2024,"Mar",76115,458297,87445
"QE1",2024-04-01,2024,"Apr",44623,259448,54162
"QF7",2024-04-01,2024,"Apr",48461,263262,59099
"QGH",2024-04-01,2024,"Apr",15069,114207,19431
"QH8",2024-04-01,2024,"Apr",28356,198653,43324
"QHG",2024-04-01,2024,"Apr",17859,160905,25061
"QHL",2024-04-01,2024,"Apr",54141,291585,58344
"QHM",2024-04-01,2024,"Apr",106357,467208,118706
"QJ2",2024-04-01,2024,"Apr",24662,162328,29522
"QJG",2024-04-01,2024,"Apr",22827,149352,27885
"QJK",2024-04-01,2024,"Apr",38119,202982,42709
"QJM",2024-04-01,2024,"Apr",11290,81730,13581
"QK1",2024-04-01,2024,"Apr",22997,128946,23942
"QKK",2024-04-01,2024,"Apr",53073,368165,65560
"QKS",2024-04-01,2024,"Apr",43858,251691,51518
"QM7",2024-04-01,2024,"Apr",26522,168194,31677
"QMF",2024-04-01,2024,"Apr",39317,270389,52128
"QMJ",2024-04-01,2024,"Apr",53630,310935,67404
"QMM",2024-04-01,2024,"Apr",23492,173683,30165
"QNC",2024-04-01,2024,"Apr",20467,106730,24089
"QNQ",2024-04-01,2024,"Apr",12709,98475,12885
"QNX",2024-04-01,2024,"Apr",48705,294222,50040
"QOC",2024-04-01,2024,"Apr",15777,98470,18205
"QOP",2024-04-01,2024,"Apr",86029,597295,98527
"QOQ",2024-04-01,2024,"Apr",45616,235144,53164
"QOX",2024-04-01,2024,"Apr",24443,133285,27094
"QPM",2024-04-01,2024,"Apr",15307,91968,20693
"QR1",2024-04-01,2024,"Apr",12479,89703,19747
"QRL",2024-04-01,2024,"Apr",48481,246950,53112
"QRV",2024-04-01,2024,"Apr",57482,336271,63574
"QSL",2024-04-01,2024,"Apr",12428,71886,15776
"QT1",2024-04-01,2024,"Apr",26777,154440,28813
"QT6",2024-04-01,2024,"Apr",12535,58342,14920
"QU9",2024-04-01,2024,"Apr",32200,206629,44667
"QUA",2024-04-01,2024,"Apr",32915,197299,38542
"QUE",2024-04-01,2024,"Apr",30061,183676,33343
"QUY",2024-04-01,2024,"Apr",29152,144138,33218
"QVV",2024-04-01,2024,"Apr",17470,113569,23897
"QWE",2024-04-01,2024,"Apr",41452,214529,48612
"QWO",2024-04-01,2024,"Apr",61579,297074,72915
"QWU",2024-04-01,2024,"Apr",21202,142073,25283
