"nhs_trust22_code","date","discharged_by_1700","discharged_between_1701_2359","discharged_total"
"RKE",2022-04-16,1,0,1
"RKE",2022-04-17,3,9,12
"RKE",2022-04-18,0,0,0
"RKE",2022-04-19,3,11,14
"RKE",2022-04-20,10,17,27
"RKE",2022-04-21,21,1,22
"RKE",2022-04-22,23,2,25
"RKE",2022-04-23,25,13,38
"RKE",2022-04-24,13,3,16
"RKE",2022-04-25,13,12,25
"RKE",2022-04-26,7,12,19
"RKE",2022-04-27,11,12,23
"RKE",2022-04-28,10,15,25
"RKE",2022-04-29,14,16,30
"RKE",2022-04-30,6,12,18
"RQM",2022-04-01,70,32,102
"RQM",2022-04-02,27,17,44
"RQM",2022-04-03,37,9,46
"RQM",2022-04-04,54,32,86
"RQM",2022-04-05,64,31,95
"RQM",2022-04-06,55,24,79
"RQM",2022-04-07,69,38,107
"RQM",2022-04-08,74,35,109
"RQM",2022-04-09,42,19,61
"RQM",2022-04-10,15,14,29
"RQM",2022-04-11,41,29,70
"RQM",2022-04-12,56,29,85
"RQM",2022-04-13,63,34,97
"RQM",2022-04-14,82,43,125
"RQM",2022-04-15,39,16,55
"RQM",2022-04-16,26,14,40
"RQM",2022-04-17,0,0,0
"RQM",2022-04-18,27,14,41
"RQM",2022-04-19,38,28,66
"RQM",2022-04-20,68,32,100
"RQM",2022-04-21,70,30,100
"RQM",2022-04-22,69,12,81
"RQM",2022-04-23,46,11,57
"RQM",2022-04-24,27,6,33
"RQM",2022-04-25,55,16,71
"RQM",2022-04-26,63,28,91
"RQM",2022-04-27,67,29,96
"RQM",2022-04-28,83,24,107
"RQM",2022-04-29,83,39,122
"RQM",2022-04-30,38,16,54
"RQX",2022-04-01,20,23,43
"RQX",2022-04-02,13,11,24
"RQX",2022-04-03,13,8,21
"RQX",2022-04-04,18,21,39
"RQX",2022-04-05,19,28,47
"RQX",2022-04-06,21,16,37
"RQX",2022-04-07,27,20,47
"RQX",2022-04-08,16,24,40
"RQX",2022-04-09,10,10,20
"RQX",2022-04-10,12,13,25
"RQX",2022-04-11,15,17,32
"RQX",2022-04-12,15,21,36
"RQX",2022-04-13,16,23,39
"RQX",2022-04-14,33,30,63
"RQX",2022-04-15,20,17,37
"RQX",2022-04-16,11,6,17
"RQX",2022-04-17,15,11,26
"RQX",2022-04-18,15,8,23
"RQX",2022-04-19,11,11,22
"RQX",2022-04-20,17,17,34
"RQX",2022-04-21,13,14,27
"RQX",2022-04-22,26,20,46
"RQX",2022-04-23,13,10,23
"RQX",2022-04-24,17,9,26
"RQX",2022-04-25,18,11,29
"RQX",2022-04-26,18,18,36
"RQX",2022-04-27,12,16,28
"RQX",2022-04-28,12,15,27
"RQX",2022-04-29,25,19,44
"RQX",2022-04-30,8,9,17
"RRV",2022-04-01,62,54,116
"RRV",2022-04-02,53,36,89
"RRV",2022-04-03,23,16,39
"RRV",2022-04-04,44,46,90
"RRV",2022-04-05,59,45,104
"RRV",2022-04-06,58,38,96
"RRV",2022-04-07,60,61,121
"RRV",2022-04-08,53,53,106
"RRV",2022-04-09,46,40,86
"RRV",2022-04-10,26,25,51
"RRV",2022-04-11,50,36,86
"RRV",2022-04-12,57,45,102
"RRV",2022-04-13,57,53,110
"RRV",2022-04-14,90,53,143
"RRV",2022-04-15,60,34,94
"RRV",2022-04-16,34,30,64
"RRV",2022-04-17,22,22,44
"RRV",2022-04-18,23,18,41
"RRV",2022-04-19,39,35,74
"RRV",2022-04-20,73,35,108
"RRV",2022-04-21,66,44,110
"RRV",2022-04-22,71,50,121
"RRV",2022-04-23,40,43,83
"RRV",2022-04-24,30,14,44
"RRV",2022-04-25,61,51,112
"RRV",2022-04-26,71,42,113
"RRV",2022-04-27,61,48,109
"RRV",2022-04-28,74,48,122
"RRV",2022-04-29,89,52,141
"RRV",2022-04-30,49,33,82
"RVR",2022-04-01,36,31,67
"RVR",2022-04-02,32,20,52
"RVR",2022-04-03,24,7,31
"RVR",2022-04-04,28,23,51
"RVR",2022-04-05,41,33,74
"RVR",2022-04-06,34,26,60
"RVR",2022-04-07,56,20,76
"RVR",2022-04-08,34,37,71
"RVR",2022-04-09,22,10,32
"RVR",2022-04-10,23,13,36
"RVR",2022-04-11,42,21,63
"RVR",2022-04-12,48,32,80
"RVR",2022-04-13,40,31,71
"RVR",2022-04-14,43,33,76
"RVR",2022-04-15,29,11,40
"RVR",2022-04-16,24,15,39
"RVR",2022-04-17,10,6,16
"RVR",2022-04-18,23,17,40
"RVR",2022-04-19,18,24,42
"RVR",2022-04-20,34,26,60
"RVR",2022-04-21,53,32,85
"RVR",2022-04-22,42,29,71
"RVR",2022-04-23,38,16,54
"RVR",2022-04-24,23,6,29
"RVR",2022-04-25,40,20,60
"RVR",2022-04-26,27,33,60
"RVR",2022-04-27,36,24,60
"RVR",2022-04-28,36,24,60
"RVR",2022-04-29,59,30,89
"RVR",2022-04-30,29,14,43
"RYJ",2022-04-01,79,36,115
"RYJ",2022-04-02,66,20,86
"RYJ",2022-04-03,43,10,53
"RYJ",2022-04-04,61,27,88
"RYJ",2022-04-05,74,40,114
"RYJ",2022-04-06,76,23,99
"RYJ",2022-04-07,77,24,101
"RYJ",2022-04-08,76,20,96
"RYJ",2022-04-09,0,0,0
"RYJ",2022-04-10,45,8,53
"RYJ",2022-04-11,44,31,75
"RYJ",2022-04-12,79,38,117
"RYJ",2022-04-13,75,37,112
"RYJ",2022-04-14,112,30,142
"RYJ",2022-04-15,71,13,84
"RYJ",2022-04-16,44,11,55
"RYJ",2022-04-17,49,8,57
"RYJ",2022-04-18,39,8,47
"RYJ",2022-04-19,47,38,85
"RYJ",2022-04-20,0,0,0
"RYJ",2022-04-21,71,35,106
"RYJ",2022-04-22,85,33,118
"RYJ",2022-04-23,55,13,68
"RYJ",2022-04-24,42,18,60
"RYJ",2022-04-25,0,0,0
"RYJ",2022-04-26,86,22,108
"RYJ",2022-04-27,75,34,109
"RYJ",2022-04-28,86,35,121
"RYJ",2022-04-29,78,48,126
"RYJ",2022-04-30,74,14,88
"RBK",2022-04-01,38,8,46
"RBK",2022-04-02,38,8,46
"RBK",2022-04-03,31,5,36
"RBK",2022-04-04,26,5,31
"RBK",2022-04-05,28,8,36
"RBK",2022-04-06,38,7,45
"RBK",2022-04-07,36,7,43
"RBK",2022-04-08,38,4,42
"RBK",2022-04-09,33,5,38
"RBK",2022-04-10,16,3,19
"RBK",2022-04-11,27,9,36
"RBK",2022-04-12,32,3,35
"RBK",2022-04-13,28,4,32
"RBK",2022-04-14,35,8,43
"RBK",2022-04-15,29,4,33
"RBK",2022-04-16,21,2,23
"RBK",2022-04-17,29,3,32
"RBK",2022-04-18,14,1,15
"RBK",2022-04-19,14,1,15
"RBK",2022-04-20,27,4,31
"RBK",2022-04-21,26,2,28
"RBK",2022-04-22,34,6,40
"RBK",2022-04-23,21,3,24
"RBK",2022-04-24,21,2,23
"RBK",2022-04-25,35,4,39
"RBK",2022-04-26,40,12,52
"RBK",2022-04-27,36,6,42
"RBK",2022-04-28,36,6,42
"RBK",2022-04-29,39,7,46
"RBK",2022-04-30,26,7,33
"RFS",2022-04-01,67,27,94
"RFS",2022-04-02,40,16,56
"RFS",2022-04-03,36,9,45
"RFS",2022-04-04,50,14,64
"RFS",2022-04-05,55,18,73
"RFS",2022-04-06,60,31,91
"RFS",2022-04-07,55,27,82
"RFS",2022-04-08,59,28,87
"RFS",2022-04-09,41,21,62
"RFS",2022-04-10,34,4,38
"RFS",2022-04-11,43,27,70
"RFS",2022-04-12,55,23,78
"RFS",2022-04-13,66,26,92
"RFS",2022-04-14,62,26,88
"RFS",2022-04-15,48,9,57
"RFS",2022-04-16,28,15,43
"RFS",2022-04-17,27,12,39
"RFS",2022-04-18,30,6,36
"RFS",2022-04-19,42,31,73
"RFS",2022-04-20,33,35,68
"RFS",2022-04-21,51,15,66
"RFS",2022-04-22,74,23,97
"RFS",2022-04-23,42,13,55
"RFS",2022-04-24,32,6,38
"RFS",2022-04-25,46,20,66
"RFS",2022-04-26,48,31,79
"RFS",2022-04-27,39,26,65
"RFS",2022-04-28,59,13,72
"RFS",2022-04-29,51,33,84
"RFS",2022-04-30,42,15,57
"RJC",2022-04-01,29,27,56
"RJC",2022-04-02,13,19,32
"RJC",2022-04-03,16,14,30
"RJC",2022-04-04,16,14,30
"RJC",2022-04-05,38,17,55
"RJC",2022-04-06,0,0,0
"RJC",2022-04-07,40,19,59
"RJC",2022-04-08,35,13,48
"RJC",2022-04-09,13,19,32
"RJC",2022-04-10,24,13,37
"RJC",2022-04-11,34,15,49
"RJC",2022-04-12,32,19,51
"RJC",2022-04-13,0,0,0
"RJC",2022-04-14,30,13,43
"RJC",2022-04-15,17,12,29
"RJC",2022-04-16,14,12,26
"RJC",2022-04-17,16,13,29
"RJC",2022-04-18,13,12,25
"RJC",2022-04-19,26,26,52
"RJC",2022-04-20,29,22,51
"RJC",2022-04-21,31,36,67
"RJC",2022-04-22,0,0,0
"RJC",2022-04-23,20,17,37
"RJC",2022-04-24,16,10,26
"RJC",2022-04-25,30,19,49
"RJC",2022-04-26,33,16,49
"RJC",2022-04-27,41,17,58
"RJC",2022-04-28,34,21,55
"RJC",2022-04-29,34,23,57
"RJC",2022-04-30,17,20,37
"RJE",2022-04-01,105,46,151
"RJE",2022-04-02,62,28,90
"RJE",2022-04-03,47,32,79
"RJE",2022-04-04,68,38,106
"RJE",2022-04-05,111,80,191
"RJE",2022-04-06,102,48,150
"RJE",2022-04-07,93,63,156
"RJE",2022-04-08,81,65,146
"RJE",2022-04-09,73,33,106
"RJE",2022-04-10,0,0,0
"RJE",2022-04-11,74,65,139
"RJE",2022-04-12,105,61,166
"RJE",2022-04-13,96,62,158
"RJE",2022-04-14,104,63,167
"RJE",2022-04-15,79,42,121
"RJE",2022-04-16,40,33,73
"RJE",2022-04-17,48,27,75
"RJE",2022-04-18,70,34,104
"RJE",2022-04-19,70,34,104
"RJE",2022-04-20,94,75,169
"RJE",2022-04-21,105,56,161
"RJE",2022-04-22,76,46,122
"RJE",2022-04-23,55,35,90
"RJE",2022-04-24,63,29,92
"RJE",2022-04-25,68,63,131
"RJE",2022-04-26,120,48,168
"RJE",2022-04-27,88,67,155
"RJE",2022-04-28,97,53,150
"RJE",2022-04-29,105,54,159
"RJE",2022-04-30,66,38,104
"RK5",2022-04-01,69,58,127
"RK5",2022-04-02,34,20,54
"RK5",2022-04-03,19,13,32
"RK5",2022-04-04,58,50,108
"RK5",2022-04-05,68,55,123
"RK5",2022-04-06,69,45,114
"RK5",2022-04-07,50,55,105
"RK5",2022-04-08,53,69,122
"RK5",2022-04-09,32,13,45
"RK5",2022-04-10,24,23,47
"RK5",2022-04-11,54,51,105
"RK5",2022-04-12,57,49,106
"RK5",2022-04-13,72,50,122
"RK5",2022-04-14,86,74,160
"RK5",2022-04-15,42,21,63
"RK5",2022-04-16,23,21,44
"RK5",2022-04-17,31,25,56
"RK5",2022-04-18,27,18,45
"RK5",2022-04-19,53,70,123
"RK5",2022-04-20,62,64,126
"RK5",2022-04-21,81,62,143
"RK5",2022-04-22,85,64,149
"RK5",2022-04-23,42,33,75
"RK5",2022-04-24,34,21,55
"RK5",2022-04-25,60,68,128
"RK5",2022-04-26,75,57,132
"RK5",2022-04-27,79,57,136
"RK5",2022-04-28,79,57,136
"RK5",2022-04-29,70,57,127
"RK5",2022-04-30,37,22,59
"RKB",2022-04-01,49,53,102
"RKB",2022-04-02,54,21,75
"RKB",2022-04-03,33,20,53
"RKB",2022-04-04,50,41,91
"RKB",2022-04-05,71,52,123
"RKB",2022-04-06,85,51,136
"RKB",2022-04-07,77,47,124
"RKB",2022-04-08,70,51,121
"RKB",2022-04-09,52,36,88
"RKB",2022-04-10,28,21,49
"RKB",2022-04-11,54,50,104
"RKB",2022-04-12,62,66,128
"RKB",2022-04-13,74,55,129
"RKB",2022-04-14,78,48,126
"RKB",2022-04-15,66,41,107
"RKB",2022-04-16,37,19,56
"RKB",2022-04-17,32,20,52
"RKB",2022-04-18,27,20,47
"RKB",2022-04-19,44,54,98
"RKB",2022-04-20,55,42,97
"RKB",2022-04-21,60,42,102
"RKB",2022-04-22,94,47,141
"RKB",2022-04-23,50,26,76
"RKB",2022-04-24,32,26,58
"RKB",2022-04-25,42,52,94
"RKB",2022-04-26,67,62,129
"RKB",2022-04-27,70,66,136
"RKB",2022-04-28,89,64,153
"RKB",2022-04-29,70,50,120
"RKB",2022-04-30,49,28,77
"RL4",2022-04-01,29,11,40
"RL4",2022-04-02,27,5,32
"RL4",2022-04-03,37,11,48
"RL4",2022-04-04,48,26,74
"RL4",2022-04-05,57,19,76
"RL4",2022-04-06,48,19,67
"RL4",2022-04-07,50,23,73
"RL4",2022-04-08,34,22,56
"RL4",2022-04-09,20,5,25
"RL4",2022-04-10,29,15,44
"RL4",2022-04-11,51,23,74
"RL4",2022-04-12,55,17,72
"RL4",2022-04-13,64,20,84
"RL4",2022-04-14,32,17,49
"RL4",2022-04-15,48,9,57
"RL4",2022-04-16,24,8,32
"RL4",2022-04-17,31,10,41
"RL4",2022-04-18,39,26,65
"RL4",2022-04-19,47,18,65
"RL4",2022-04-20,60,22,82
"RL4",2022-04-21,52,20,72
"RL4",2022-04-22,55,24,79
"RL4",2022-04-23,32,12,44
"RL4",2022-04-24,0,0,0
"RL4",2022-04-25,41,9,50
"RL4",2022-04-26,64,21,85
"RL4",2022-04-27,41,9,50
"RL4",2022-04-28,56,25,81
"RL4",2022-04-29,34,25,59
"RL4",2022-04-30,36,14,50
"RLQ",2022-04-01,1,1,2
"RLQ",2022-04-02,0,0,0
"RLQ",2022-04-03,0,1,1
"RLQ",2022-04-04,2,0,2
"RLQ",2022-04-05,2,0,2
"RLQ",2022-04-06,4,1,5
"RLQ",2022-04-07,3,2,5
"RLQ",2022-04-08,2,0,2
"RLQ",2022-04-09,0,0,0
"RLQ",2022-04-10,0,0,0
"RLQ",2022-04-11,2,0,2
"RLQ",2022-04-12,4,0,4
"RLQ",2022-04-13,2,3,5
"RLQ",2022-04-14,3,0,3
"RLQ",2022-04-15,1,1,2
"RLQ",2022-04-16,0,0,0
"RLQ",2022-04-17,0,0,0
"RLQ",2022-04-18,0,0,0
"RLQ",2022-04-19,3,0,3
"RLQ",2022-04-20,0,0,0
"RLQ",2022-04-21,2,1,3
"RLQ",2022-04-22,3,0,3
"RLQ",2022-04-23,0,0,0
"RLQ",2022-04-24,0,0,0
"RLQ",2022-04-25,1,2,3
"RLQ",2022-04-26,0,1,1
"RLQ",2022-04-27,2,1,3
"RLQ",2022-04-28,1,1,2
"RLQ",2022-04-29,1,0,1
"RLQ",2022-04-30,0,0,0
"RLT",2022-04-01,14,17,31
"RLT",2022-04-02,5,9,14
"RLT",2022-04-03,11,4,15
"RLT",2022-04-04,14,17,31
"RLT",2022-04-05,17,15,32
"RLT",2022-04-06,31,12,43
"RLT",2022-04-07,21,20,41
"RLT",2022-04-08,23,10,33
"RLT",2022-04-09,13,14,27
"RLT",2022-04-10,6,4,10
"RLT",2022-04-11,20,18,38
"RLT",2022-04-12,21,16,37
"RLT",2022-04-13,17,16,33
"RLT",2022-04-14,22,21,43
"RLT",2022-04-15,25,4,29
"RLT",2022-04-16,7,9,16
"RLT",2022-04-17,0,0,0
"RLT",2022-04-18,6,3,9
"RLT",2022-04-19,16,19,35
"RLT",2022-04-20,16,25,41
"RLT",2022-04-21,18,22,40
"RLT",2022-04-22,9,22,31
"RLT",2022-04-23,15,5,20
"RLT",2022-04-24,10,4,14
"RLT",2022-04-25,14,14,28
"RLT",2022-04-26,31,17,48
"RLT",2022-04-27,17,23,40
"RLT",2022-04-28,28,13,41
"RLT",2022-04-29,27,23,50
"RLT",2022-04-30,15,8,23
"RNA",2022-04-01,43,35,78
"RNA",2022-04-02,21,8,29
"RNA",2022-04-03,31,11,42
"RNA",2022-04-04,38,29,67
"RNA",2022-04-05,55,38,93
"RNA",2022-04-06,41,36,77
"RNA",2022-04-07,49,27,76
"RNA",2022-04-08,42,36,78
"RNA",2022-04-09,36,17,53
"RNA",2022-04-10,36,13,49
"RNA",2022-04-11,42,18,60
"RNA",2022-04-12,51,16,67
"RNA",2022-04-13,46,24,70
"RNA",2022-04-14,35,29,64
"RNA",2022-04-15,46,24,70
"RNA",2022-04-16,46,24,70
"RNA",2022-04-17,34,14,48
"RNA",2022-04-18,21,10,31
"RNA",2022-04-19,20,30,50
"RNA",2022-04-20,45,25,70
"RNA",2022-04-21,38,38,76
"RNA",2022-04-22,38,26,64
"RNA",2022-04-23,25,10,35
"RNA",2022-04-24,28,21,49
"RNA",2022-04-25,47,23,70
"RNA",2022-04-26,56,22,78
"RNA",2022-04-27,42,23,65
"RNA",2022-04-28,60,24,84
"RNA",2022-04-29,56,32,88
"RNA",2022-04-30,42,13,55
"RNQ",2022-04-01,30,39,69
"RNQ",2022-04-02,24,20,44
"RNQ",2022-04-03,0,0,0
"RNQ",2022-04-04,25,35,60
"RNQ",2022-04-05,32,26,58
"RNQ",2022-04-06,41,33,74
"RNQ",2022-04-07,38,33,71
"RNQ",2022-04-08,28,58,86
"RNQ",2022-04-09,41,15,56
"RNQ",2022-04-10,15,22,37
"RNQ",2022-04-11,42,28,70
"RNQ",2022-04-12,39,38,77
"RNQ",2022-04-13,40,23,63
"RNQ",2022-04-14,46,47,93
"RNQ",2022-04-15,36,13,49
"RNQ",2022-04-16,18,23,41
"RNQ",2022-04-17,20,16,36
"RNQ",2022-04-18,20,6,26
"RNQ",2022-04-19,37,29,66
"RNQ",2022-04-20,51,27,78
"RNQ",2022-04-21,55,33,88
"RNQ",2022-04-22,45,39,84
"RNQ",2022-04-23,21,20,41
"RNQ",2022-04-24,22,7,29
"RNQ",2022-04-25,39,42,81
"RNQ",2022-04-26,47,27,74
"RNQ",2022-04-27,40,28,68
"RNQ",2022-04-28,36,40,76
"RNQ",2022-04-29,49,45,94
"RNQ",2022-04-30,22,38,60
"RNS",2022-04-01,31,23,54
"RNS",2022-04-02,31,23,54
"RNS",2022-04-03,13,5,18
"RNS",2022-04-04,24,18,42
"RNS",2022-04-05,31,18,49
"RNS",2022-04-06,33,28,61
"RNS",2022-04-07,31,23,54
"RNS",2022-04-08,31,23,54
"RNS",2022-04-09,31,23,54
"RNS",2022-04-10,17,18,35
"RNS",2022-04-11,22,22,44
"RNS",2022-04-12,37,28,65
"RNS",2022-04-13,29,27,56
"RNS",2022-04-14,32,27,59
"RNS",2022-04-15,29,27,56
"RNS",2022-04-16,29,27,56
"RNS",2022-04-17,29,27,56
"RNS",2022-04-18,12,9,21
"RNS",2022-04-19,24,24,48
"RNS",2022-04-20,38,22,60
"RNS",2022-04-21,36,24,60
"RNS",2022-04-22,36,24,60
"RNS",2022-04-23,36,24,60
"RNS",2022-04-24,19,12,31
"RNS",2022-04-25,16,20,36
"RNS",2022-04-26,32,24,56
"RNS",2022-04-27,40,27,67
"RNS",2022-04-28,39,30,69
"RNS",2022-04-29,39,30,69
"RNS",2022-04-30,39,30,69
"RRK",2022-04-01,21,30,51
"RRK",2022-04-02,20,17,37
"RRK",2022-04-03,18,22,40
"RRK",2022-04-04,17,26,43
"RRK",2022-04-05,18,19,37
"RRK",2022-04-06,23,28,51
"RRK",2022-04-07,0,0,0
"RRK",2022-04-08,27,29,56
"RRK",2022-04-09,20,17,37
"RRK",2022-04-10,12,15,27
"RRK",2022-04-11,20,21,41
"RRK",2022-04-12,28,19,47
"RRK",2022-04-13,38,26,64
"RRK",2022-04-14,38,34,72
"RRK",2022-04-15,26,24,50
"RRK",2022-04-16,17,11,28
"RRK",2022-04-17,19,26,45
"RRK",2022-04-18,0,0,0
"RRK",2022-04-19,26,15,41
"RRK",2022-04-20,0,0,0
"RRK",2022-04-21,25,19,44
"RRK",2022-04-22,0,0,0
"RRK",2022-04-23,0,0,0
"RRK",2022-04-24,0,0,0
"RRK",2022-04-25,0,0,0
"RRK",2022-04-26,27,23,50
"RRK",2022-04-27,24,20,44
"RRK",2022-04-28,0,0,0
"RRK",2022-04-29,33,26,59
"RRK",2022-04-30,0,0,0
"RTG",2022-04-01,128,88,216
"RTG",2022-04-02,75,61,136
"RTG",2022-04-03,60,45,105
"RTG",2022-04-04,92,68,160
"RTG",2022-04-05,99,65,164
"RTG",2022-04-06,111,88,199
"RTG",2022-04-07,111,56,167
"RTG",2022-04-08,130,102,232
"RTG",2022-04-09,89,55,144
"RTG",2022-04-10,82,30,112
"RTG",2022-04-11,88,80,168
"RTG",2022-04-12,112,95,207
"RTG",2022-04-13,97,89,186
"RTG",2022-04-14,132,89,221
"RTG",2022-04-15,106,64,170
"RTG",2022-04-16,42,49,91
"RTG",2022-04-17,59,36,95
"RTG",2022-04-18,62,36,98
"RTG",2022-04-19,56,69,125
"RTG",2022-04-20,115,74,189
"RTG",2022-04-21,86,79,165
"RTG",2022-04-22,115,94,209
"RTG",2022-04-23,91,45,136
"RTG",2022-04-24,68,39,107
"RTG",2022-04-25,82,76,158
"RTG",2022-04-26,92,72,164
"RTG",2022-04-27,101,86,187
"RTG",2022-04-28,121,75,196
"RTG",2022-04-29,137,107,244
"RTG",2022-04-30,78,70,148
"RWD",2022-04-01,79,65,144
"RWD",2022-04-02,29,41,70
"RWD",2022-04-03,63,32,95
"RWD",2022-04-04,62,83,145
"RWD",2022-04-05,86,87,173
"RWD",2022-04-06,81,100,181
"RWD",2022-04-07,73,74,147
"RWD",2022-04-08,89,104,193
"RWD",2022-04-09,64,30,94
"RWD",2022-04-10,55,47,102
"RWD",2022-04-11,81,86,167
"RWD",2022-04-12,66,89,155
"RWD",2022-04-13,84,81,165
"RWD",2022-04-14,88,83,171
"RWD",2022-04-15,86,53,139
"RWD",2022-04-16,33,32,65
"RWD",2022-04-17,61,39,100
"RWD",2022-04-18,53,27,80
"RWD",2022-04-19,69,74,143
"RWD",2022-04-20,107,83,190
"RWD",2022-04-21,69,103,172
"RWD",2022-04-22,78,84,162
"RWD",2022-04-23,55,44,99
"RWD",2022-04-24,43,16,59
"RWD",2022-04-25,82,85,167
"RWD",2022-04-26,91,79,170
"RWD",2022-04-27,78,96,174
"RWD",2022-04-28,94,89,183
"RWD",2022-04-29,85,84,169
"RWD",2022-04-30,0,0,0
"RWE",2022-04-01,143,198,341
"RWE",2022-04-02,112,68,180
"RWE",2022-04-03,65,48,113
"RWE",2022-04-04,78,106,184
"RWE",2022-04-05,138,79,217
"RWE",2022-04-06,132,119,251
"RWE",2022-04-07,128,96,224
"RWE",2022-04-08,130,93,223
"RWE",2022-04-09,100,46,146
"RWE",2022-04-10,89,53,142
"RWE",2022-04-11,91,94,185
"RWE",2022-04-12,109,111,220
"RWE",2022-04-13,124,107,231
"RWE",2022-04-14,133,104,237
"RWE",2022-04-15,129,85,214
"RWE",2022-04-16,98,74,172
"RWE",2022-04-17,84,40,124
"RWE",2022-04-18,78,49,127
"RWE",2022-04-19,77,113,190
"RWE",2022-04-20,120,92,212
"RWE",2022-04-21,117,95,212
"RWE",2022-04-22,137,137,274
"RWE",2022-04-23,133,68,201
"RWE",2022-04-24,65,54,119
"RWE",2022-04-25,84,96,180
"RWE",2022-04-26,142,108,250
"RWE",2022-04-27,124,93,217
"RWE",2022-04-28,130,104,234
"RWE",2022-04-29,141,92,233
"RWE",2022-04-30,119,70,189
"RWP",2022-04-01,8,5,13
"RWP",2022-04-02,4,0,4
"RWP",2022-04-03,2,1,3
"RWP",2022-04-04,5,2,7
"RWP",2022-04-05,2,2,4
"RWP",2022-04-06,5,5,10
"RWP",2022-04-07,5,3,8
"RWP",2022-04-08,1,2,3
"RWP",2022-04-09,3,1,4
"RWP",2022-04-10,3,0,3
"RWP",2022-04-11,7,0,7
"RWP",2022-04-12,5,5,10
"RWP",2022-04-13,2,0,2
"RWP",2022-04-14,3,6,9
"RWP",2022-04-15,4,2,6
"RWP",2022-04-16,3,2,5
"RWP",2022-04-17,3,1,4
"RWP",2022-04-18,2,0,2
"RWP",2022-04-19,7,1,8
"RWP",2022-04-20,7,3,10
"RWP",2022-04-21,4,2,6
"RWP",2022-04-22,7,9,16
"RWP",2022-04-23,5,0,5
"RWP",2022-04-24,1,1,2
"RWP",2022-04-25,8,3,11
"RWP",2022-04-26,8,2,10
"RWP",2022-04-27,9,6,15
"RWP",2022-04-28,8,4,12
"RWP",2022-04-29,9,1,10
"RWP",2022-04-30,4,1,5
"RX1",2022-04-01,129,89,218
"RX1",2022-04-02,94,31,125
"RX1",2022-04-03,84,32,116
"RX1",2022-04-04,121,70,191
"RX1",2022-04-05,109,68,177
"RX1",2022-04-06,132,62,194
"RX1",2022-04-07,139,68,207
"RX1",2022-04-08,127,75,202
"RX1",2022-04-09,77,42,119
"RX1",2022-04-10,101,18,119
"RX1",2022-04-11,87,71,158
"RX1",2022-04-12,119,82,201
"RX1",2022-04-13,132,78,210
"RX1",2022-04-14,142,75,217
"RX1",2022-04-15,128,56,184
"RX1",2022-04-16,90,41,131
"RX1",2022-04-17,57,35,92
"RX1",2022-04-18,69,36,105
"RX1",2022-04-19,91,56,147
"RX1",2022-04-20,118,54,172
"RX1",2022-04-21,137,84,221
"RX1",2022-04-22,162,90,252
"RX1",2022-04-23,95,52,147
"RX1",2022-04-24,55,26,81
"RX1",2022-04-25,120,61,181
"RX1",2022-04-26,153,51,204
"RX1",2022-04-27,102,66,168
"RX1",2022-04-28,139,74,213
"RX1",2022-04-29,82,0,82
"RX1",2022-04-30,89,50,139
"RXK",2022-04-01,74,76,150
"RXK",2022-04-02,53,51,104
"RXK",2022-04-03,52,52,104
"RXK",2022-04-04,77,71,148
"RXK",2022-04-05,83,87,170
"RXK",2022-04-06,77,95,172
"RXK",2022-04-07,73,86,159
"RXK",2022-04-08,69,87,156
"RXK",2022-04-09,60,58,118
"RXK",2022-04-10,45,38,83
"RXK",2022-04-11,72,92,164
"RXK",2022-04-12,91,53,144
"RXK",2022-04-13,43,56,99
"RXK",2022-04-14,72,95,167
"RXK",2022-04-15,83,65,148
"RXK",2022-04-16,44,36,80
"RXK",2022-04-17,19,17,36
"RXK",2022-04-18,15,14,29
"RXK",2022-04-19,76,81,157
"RXK",2022-04-20,61,81,142
"RXK",2022-04-21,72,76,148
"RXK",2022-04-22,83,87,170
"RXK",2022-04-23,73,59,132
"RXK",2022-04-24,55,47,102
"RXK",2022-04-25,57,76,133
"RXK",2022-04-26,83,81,164
"RXK",2022-04-27,85,63,148
"RXK",2022-04-28,53,63,116
"RXK",2022-04-29,66,90,156
"RXK",2022-04-30,55,51,106
"RXW",2022-04-01,48,58,106
"RXW",2022-04-02,30,38,68
"RXW",2022-04-03,31,5,36
"RXW",2022-04-04,33,66,99
"RXW",2022-04-05,44,49,93
"RXW",2022-04-06,60,47,107
"RXW",2022-04-07,50,61,111
"RXW",2022-04-08,49,41,90
"RXW",2022-04-09,27,20,47
"RXW",2022-04-10,34,21,55
"RXW",2022-04-11,45,50,95
"RXW",2022-04-12,45,53,98
"RXW",2022-04-13,55,67,122
"RXW",2022-04-14,60,79,139
"RXW",2022-04-15,60,39,99
"RXW",2022-04-16,38,35,73
"RXW",2022-04-17,20,26,46
"RXW",2022-04-18,33,20,53
"RXW",2022-04-19,46,48,94
"RXW",2022-04-20,54,69,123
"RXW",2022-04-21,58,77,135
"RXW",2022-04-22,52,77,129
"RXW",2022-04-23,49,27,76
"RXW",2022-04-24,43,15,58
"RXW",2022-04-25,34,44,78
"RXW",2022-04-26,55,65,120
"RXW",2022-04-27,53,56,109
"RXW",2022-04-28,66,60,126
"RXW",2022-04-29,66,69,135
"RXW",2022-04-30,37,41,78
"R0B",2022-04-01,97,63,160
"R0B",2022-04-02,52,24,76
"R0B",2022-04-03,40,20,60
"R0B",2022-04-04,67,44,111
"R0B",2022-04-05,84,39,123
