"icb22_code","date","do_not_meet_criteria_to_reside"
"E54000008",2022-08-09,1403
"E54000008",2022-08-10,1407
"E54000008",2022-08-11,1418
"E54000008",2022-08-12,1376
"E54000008",2022-08-13,1193
"E54000008",2022-08-14,1153
"E54000008",2022-08-15,1326
"E54000008",2022-08-16,1401
"E54000008",2022-08-17,1382
"E54000008",2022-08-18,1413
"E54000008",2022-08-19,1425
"E54000008",2022-08-20,1271
"E54000008",2022-08-21,1203
"E54000008",2022-08-22,1428
"E54000008",2022-08-23,1499
"E54000008",2022-08-24,1597
"E54000008",2022-08-25,1531
"E54000008",2022-08-26,1547
"E54000008",2022-08-27,1377
"E54000008",2022-08-28,1332
"E54000008",2022-08-29,1303
"E54000008",2022-08-30,1458
"E54000008",2022-08-31,1523
"E54000048",2022-08-01,548
"E54000048",2022-08-02,614
"E54000048",2022-08-03,616
"E54000048",2022-08-04,627
"E54000048",2022-08-05,600
"E54000048",2022-08-06,556
"E54000048",2022-08-07,482
"E54000048",2022-08-08,586
"E54000048",2022-08-09,588
"E54000048",2022-08-10,574
"E54000048",2022-08-11,648
"E54000048",2022-08-12,612
"E54000048",2022-08-13,523
"E54000048",2022-08-14,476
"E54000048",2022-08-15,554
"E54000048",2022-08-16,619
"E54000048",2022-08-17,627
"E54000048",2022-08-18,618
"E54000048",2022-08-19,615
"E54000048",2022-08-20,516
"E54000048",2022-08-21,460
"E54000048",2022-08-22,511
"E54000048",2022-08-23,560
"E54000048",2022-08-24,604
"E54000048",2022-08-25,615
"E54000048",2022-08-26,654
"E54000048",2022-08-27,568
"E54000048",2022-08-28,491
"E54000048",2022-08-29,477
"E54000048",2022-08-30,583
"E54000048",2022-08-31,582
"E54000032",2022-08-01,764
"E54000032",2022-08-02,722
"E54000032",2022-08-03,716
"E54000032",2022-08-04,694
"E54000032",2022-08-05,846
"E54000032",2022-08-06,711
"E54000032",2022-08-07,608
"E54000032",2022-08-08,688
"E54000032",2022-08-09,762
"E54000032",2022-08-10,770
"E54000032",2022-08-11,721
"E54000032",2022-08-12,758
"E54000032",2022-08-13,634
"E54000032",2022-08-14,562
"E54000032",2022-08-15,671
"E54000032",2022-08-16,764
"E54000032",2022-08-17,767
"E54000032",2022-08-18,722
"E54000032",2022-08-19,797
"E54000032",2022-08-20,673
"E54000032",2022-08-21,627
"E54000032",2022-08-22,665
"E54000032",2022-08-23,707
"E54000032",2022-08-24,746
"E54000032",2022-08-25,727
"E54000032",2022-08-26,802
"E54000032",2022-08-27,636
"E54000032",2022-08-28,590
"E54000032",2022-08-29,609
"E54000032",2022-08-30,654
"E54000032",2022-08-31,724
"E54000034",2022-08-01,0
"E54000034",2022-08-02,0
"E54000034",2022-08-03,0
"E54000034",2022-08-04,0
"E54000034",2022-08-05,0
"E54000034",2022-08-06,0
"E54000034",2022-08-07,0
"E54000034",2022-08-08,0
"E54000034",2022-08-09,0
"E54000034",2022-08-10,0
"E54000034",2022-08-11,0
"E54000034",2022-08-12,0
"E54000034",2022-08-13,0
"E54000034",2022-08-14,0
"E54000034",2022-08-15,0
"E54000034",2022-08-16,0
"E54000034",2022-08-17,0
"E54000034",2022-08-18,0
"E54000034",2022-08-19,0
"E54000034",2022-08-20,0
"E54000034",2022-08-21,0
"E54000034",2022-08-22,0
"E54000034",2022-08-23,0
"E54000034",2022-08-24,0
"E54000034",2022-08-25,0
"E54000034",2022-08-26,0
"E54000034",2022-08-27,0
"E54000034",2022-08-28,0
"E54000034",2022-08-29,0
"E54000034",2022-08-30,0
"E54000034",2022-08-31,0
"E54000042",2022-08-01,811
"E54000042",2022-08-02,964
"E54000042",2022-08-03,1014
"E54000042",2022-08-04,962
"E54000042",2022-08-05,999
"E54000042",2022-08-06,885
"E54000042",2022-08-07,747
"E54000042",2022-08-08,860
"E54000042",2022-08-09,905
"E54000042",2022-08-10,981
"E54000042",2022-08-11,963
"E54000042",2022-08-12,996
"E54000042",2022-08-13,814
"E54000042",2022-08-14,720
"E54000042",2022-08-15,889
"E54000042",2022-08-16,963
"E54000042",2022-08-17,973
"E54000042",2022-08-18,982
"E54000042",2022-08-19,1022
"E54000042",2022-08-20,833
"E54000042",2022-08-21,749
"E54000042",2022-08-22,883
"E54000042",2022-08-23,947
"E54000042",2022-08-24,1037
"E54000042",2022-08-25,1006
"E54000042",2022-08-26,1061
"E54000042",2022-08-27,892
"E54000042",2022-08-28,775
"E54000042",2022-08-29,760
"E54000042",2022-08-30,907
"E54000042",2022-08-31,972
"E54000044",2022-08-01,532
"E54000044",2022-08-02,558
"E54000044",2022-08-03,590
"E54000044",2022-08-04,585
"E54000044",2022-08-05,609
"E54000044",2022-08-06,534
"E54000044",2022-08-07,381
"E54000044",2022-08-08,551
"E54000044",2022-08-09,558
"E54000044",2022-08-10,659
"E54000044",2022-08-11,563
"E54000044",2022-08-12,596
"E54000044",2022-08-13,485
"E54000044",2022-08-14,444
"E54000044",2022-08-15,540
"E54000044",2022-08-16,576
"E54000044",2022-08-17,629
"E54000044",2022-08-18,643
"E54000044",2022-08-19,668
"E54000044",2022-08-20,560
"E54000044",2022-08-21,458
"E54000044",2022-08-22,574
"E54000044",2022-08-23,602
"E54000044",2022-08-24,570
"E54000044",2022-08-25,596
"E54000044",2022-08-26,599
"E54000044",2022-08-27,530
"E54000044",2022-08-28,475
"E54000044",2022-08-29,477
"E54000044",2022-08-30,516
"E54000044",2022-08-31,576
"E54000052",2022-08-01,364
"E54000052",2022-08-02,359
"E54000052",2022-08-03,424
"E54000052",2022-08-04,410
"E54000052",2022-08-05,441
"E54000052",2022-08-06,429
"E54000052",2022-08-07,338
"E54000052",2022-08-08,426
"E54000052",2022-08-09,468
"E54000052",2022-08-10,494
"E54000052",2022-08-11,445
"E54000052",2022-08-12,452
"E54000052",2022-08-13,303
"E54000052",2022-08-14,309
"E54000052",2022-08-15,312
"E54000052",2022-08-16,410
"E54000052",2022-08-17,419
"E54000052",2022-08-18,398
"E54000052",2022-08-19,435
"E54000052",2022-08-20,396
"E54000052",2022-08-21,304
"E54000052",2022-08-22,305
"E54000052",2022-08-23,397
"E54000052",2022-08-24,435
"E54000052",2022-08-25,374
"E54000052",2022-08-26,414
"E54000052",2022-08-27,434
"E54000052",2022-08-28,292
"E54000052",2022-08-29,296
"E54000052",2022-08-30,314
"E54000052",2022-08-31,400
"E54000053",2022-08-01,623
"E54000053",2022-08-02,729
"E54000053",2022-08-03,756
"E54000053",2022-08-04,707
"E54000053",2022-08-05,757
"E54000053",2022-08-06,771
"E54000053",2022-08-07,638
"E54000053",2022-08-08,701
"E54000053",2022-08-09,805
"E54000053",2022-08-10,773
"E54000053",2022-08-11,783
"E54000053",2022-08-12,868
"E54000053",2022-08-13,637
"E54000053",2022-08-14,581
"E54000053",2022-08-15,729
"E54000053",2022-08-16,784
"E54000053",2022-08-17,750
"E54000053",2022-08-18,747
"E54000053",2022-08-19,820
"E54000053",2022-08-20,820
"E54000053",2022-08-21,629
"E54000053",2022-08-22,692
"E54000053",2022-08-23,704
"E54000053",2022-08-24,731
"E54000053",2022-08-25,742
"E54000053",2022-08-26,846
"E54000053",2022-08-27,721
"E54000053",2022-08-28,657
"E54000053",2022-08-29,659
"E54000053",2022-08-30,737
"E54000053",2022-08-31,797
"E54000036",2022-08-01,199
"E54000036",2022-08-02,246
"E54000036",2022-08-03,237
"E54000036",2022-08-04,243
"E54000036",2022-08-05,261
"E54000036",2022-08-06,196
"E54000036",2022-08-07,169
"E54000036",2022-08-08,215
"E54000036",2022-08-09,251
"E54000036",2022-08-10,244
"E54000036",2022-08-11,217
"E54000036",2022-08-12,231
"E54000036",2022-08-13,188
"E54000036",2022-08-14,156
"E54000036",2022-08-15,212
"E54000036",2022-08-16,229
"E54000036",2022-08-17,237
"E54000036",2022-08-18,245
"E54000036",2022-08-19,250
"E54000036",2022-08-20,204
"E54000036",2022-08-21,190
"E54000036",2022-08-22,224
"E54000036",2022-08-23,239
"E54000036",2022-08-24,231
"E54000036",2022-08-25,263
"E54000036",2022-08-26,266
"E54000036",2022-08-27,226
"E54000036",2022-08-28,203
"E54000036",2022-08-29,202
"E54000036",2022-08-30,243
"E54000036",2022-08-31,263
"E54000037",2022-08-01,565
"E54000037",2022-08-02,620
"E54000037",2022-08-03,618
"E54000037",2022-08-04,598
"E54000037",2022-08-05,654
"E54000037",2022-08-06,507
"E54000037",2022-08-07,489
"E54000037",2022-08-08,576
"E54000037",2022-08-09,639
"E54000037",2022-08-10,633
"E54000037",2022-08-11,586
"E54000037",2022-08-12,562
"E54000037",2022-08-13,437
"E54000037",2022-08-14,459
"E54000037",2022-08-15,594
"E54000037",2022-08-16,620
"E54000037",2022-08-17,598
"E54000037",2022-08-18,628
"E54000037",2022-08-19,626
"E54000037",2022-08-20,534
"E54000037",2022-08-21,528
"E54000037",2022-08-22,573
"E54000037",2022-08-23,630
"E54000037",2022-08-24,608
"E54000037",2022-08-25,613
"E54000037",2022-08-26,559
"E54000037",2022-08-27,533
"E54000037",2022-08-28,414
"E54000037",2022-08-29,464
"E54000037",2022-08-30,493
"E54000037",2022-08-31,589
"E54000038",2022-08-01,321
"E54000038",2022-08-02,360
"E54000038",2022-08-03,348
"E54000038",2022-08-04,353
"E54000038",2022-08-05,361
"E54000038",2022-08-06,307
"E54000038",2022-08-07,274
"E54000038",2022-08-08,324
"E54000038",2022-08-09,351
"E54000038",2022-08-10,349
"E54000038",2022-08-11,374
"E54000038",2022-08-12,381
"E54000038",2022-08-13,331
"E54000038",2022-08-14,283
"E54000038",2022-08-15,289
"E54000038",2022-08-16,332
"E54000038",2022-08-17,337
"E54000038",2022-08-18,349
"E54000038",2022-08-19,333
"E54000038",2022-08-20,277
"E54000038",2022-08-21,236
"E54000038",2022-08-22,280
"E54000038",2022-08-23,306
"E54000038",2022-08-24,374
"E54000038",2022-08-25,365
"E54000038",2022-08-26,384
"E54000038",2022-08-27,304
"E54000038",2022-08-28,255
"E54000038",2022-08-29,251
"E54000038",2022-08-30,308
"E54000038",2022-08-31,337
"E54000039",2022-08-01,709
"E54000039",2022-08-02,808
"E54000039",2022-08-03,765
"E54000039",2022-08-04,767
"E54000039",2022-08-05,759
"E54000039",2022-08-06,674
"E54000039",2022-08-07,623
"E54000039",2022-08-08,742
"E54000039",2022-08-09,752
"E54000039",2022-08-10,720
"E54000039",2022-08-11,712
"E54000039",2022-08-12,743
"E54000039",2022-08-13,619
"E54000039",2022-08-14,617
"E54000039",2022-08-15,694
"E54000039",2022-08-16,639
"E54000039",2022-08-17,758
"E54000039",2022-08-18,729
"E54000039",2022-08-19,752
"E54000039",2022-08-20,616
"E54000039",2022-08-21,616
"E54000039",2022-08-22,709
"E54000039",2022-08-23,739
"E54000039",2022-08-24,723
"E54000039",2022-08-25,742
"E54000039",2022-08-26,746
"E54000039",2022-08-27,628
"E54000039",2022-08-28,572
"E54000039",2022-08-29,585
"E54000039",2022-08-30,665
"E54000039",2022-08-31,707
"E54000040",2022-08-01,488
"E54000040",2022-08-02,596
"E54000040",2022-08-03,586
"E54000040",2022-08-04,573
"E54000040",2022-08-05,589
"E54000040",2022-08-06,531
"E54000040",2022-08-07,505
"E54000040",2022-08-08,478
"E54000040",2022-08-09,573
"E54000040",2022-08-10,621
"E54000040",2022-08-11,567
"E54000040",2022-08-12,599
"E54000040",2022-08-13,569
"E54000040",2022-08-14,454
"E54000040",2022-08-15,520
"E54000040",2022-08-16,578
"E54000040",2022-08-17,617
"E54000040",2022-08-18,614
"E54000040",2022-08-19,583
"E54000040",2022-08-20,565
"E54000040",2022-08-21,459
"E54000040",2022-08-22,470
"E54000040",2022-08-23,579
"E54000040",2022-08-24,599
"E54000040",2022-08-25,558
"E54000040",2022-08-26,617
"E54000040",2022-08-27,575
"E54000040",2022-08-28,467
"E54000040",2022-08-29,461
"E54000040",2022-08-30,513
"E54000040",2022-08-31,565
"E54000041",2022-08-01,457
"E54000041",2022-08-02,481
"E54000041",2022-08-03,459
"E54000041",2022-08-04,475
"E54000041",2022-08-05,486
"E54000041",2022-08-06,424
"E54000041",2022-08-07,378
"E54000041",2022-08-08,431
"E54000041",2022-08-09,479
"E54000041",2022-08-10,455
"E54000041",2022-08-11,462
"E54000041",2022-08-12,492
"E54000041",2022-08-13,435
"E54000041",2022-08-14,408
"E54000041",2022-08-15,462
"E54000041",2022-08-16,488
"E54000041",2022-08-17,486
"E54000041",2022-08-18,517
"E54000041",2022-08-19,516
"E54000041",2022-08-20,452
"E54000041",2022-08-21,436
"E54000041",2022-08-22,482
"E54000041",2022-08-23,526
"E54000041",2022-08-24,494
"E54000041",2022-08-25,501
"E54000041",2022-08-26,499
"E54000041",2022-08-27,444
"E54000041",2022-08-28,417
"E54000041",2022-08-29,402
"E54000041",2022-08-30,445
"E54000041",2022-08-31,484
"E54000043",2022-08-01,263
"E54000043",2022-08-02,276
"E54000043",2022-08-03,272
"E54000043",2022-08-04,283
"E54000043",2022-08-05,280
"E54000043",2022-08-06,279
"E54000043",2022-08-07,258
"E54000043",2022-08-08,268
"E54000043",2022-08-09,273
"E54000043",2022-08-10,278
"E54000043",2022-08-11,290
"E54000043",2022-08-12,314
"E54000043",2022-08-13,259
"E54000043",2022-08-14,246
"E54000043",2022-08-15,256
"E54000043",2022-08-16,254
"E54000043",2022-08-17,253
"E54000043",2022-08-18,274
"E54000043",2022-08-19,281
"E54000043",2022-08-20,258
"E54000043",2022-08-21,227
"E54000043",2022-08-22,275
"E54000043",2022-08-23,280
"E54000043",2022-08-24,274
"E54000043",2022-08-25,273
"E54000043",2022-08-26,314
"E54000043",2022-08-27,282
"E54000043",2022-08-28,255
"E54000043",2022-08-29,247
"E54000043",2022-08-30,275
"E54000043",2022-08-31,274
"E54000056",2022-09-01,439
"E54000056",2022-09-02,449
"E54000056",2022-09-03,439
"E54000056",2022-09-04,429
"E54000056",2022-09-05,409
"E54000056",2022-09-06,420
"E54000056",2022-09-07,395
"E54000056",2022-09-08,422
"E54000056",2022-09-09,406
"E54000056",2022-09-10,338
"E54000056",2022-09-11,317
"E54000056",2022-09-12,384
"E54000056",2022-09-13,385
"E54000056",2022-09-14,395
"E54000056",2022-09-15,414
"E54000056",2022-09-16,368
"E54000056",2022-09-17,375
"E54000056",2022-09-18,379
"E54000056",2022-09-19,346
"E54000056",2022-09-20,347
"E54000056",2022-09-21,359
"E54000056",2022-09-22,363
"E54000056",2022-09-23,343
"E54000056",2022-09-24,346
"E54000056",2022-09-25,340
"E54000056",2022-09-26,320
"E54000056",2022-09-27,319
"E54000056",2022-09-28,361
"E54000056",2022-09-29,366
"E54000056",2022-09-30,346
"E54000022",2022-09-01,577
"E54000022",2022-09-02,590
"E54000022",2022-09-03,585
"E54000022",2022-09-04,555
"E54000022",2022-09-05,578
"E54000022",2022-09-06,574
"E54000022",2022-09-07,647
"E54000022",2022-09-08,647
"E54000022",2022-09-09,648
"E54000022",2022-09-10,733
"E54000022",2022-09-11,612
"E54000022",2022-09-12,649
"E54000022",2022-09-13,671
"E54000022",2022-09-14,667
"E54000022",2022-09-15,624
"E54000022",2022-09-16,655
"E54000022",2022-09-17,794
"E54000022",2022-09-18,697
"E54000022",2022-09-19,630
"E54000022",2022-09-20,647
"E54000022",2022-09-21,673
"E54000022",2022-09-22,648
"E54000022",2022-09-23,639
"E54000022",2022-09-24,631
"E54000022",2022-09-25,601
"E54000022",2022-09-26,608
"E54000022",2022-09-27,673
"E54000022",2022-09-28,642
"E54000022",2022-09-29,640
"E54000022",2022-09-30,658
"E54000023",2022-09-01,395
"E54000023",2022-09-02,404
"E54000023",2022-09-03,217
"E54000023",2022-09-04,279
"E54000023",2022-09-05,367
"E54000023",2022-09-06,400
"E54000023",2022-09-07,410
"E54000023",2022-09-08,423
"E54000023",2022-09-09,402
"E54000023",2022-09-10,326
"E54000023",2022-09-11,290
"E54000023",2022-09-12,376
"E54000023",2022-09-13,417
"E54000023",2022-09-14,404
"E54000023",2022-09-15,394
"E54000023",2022-09-16,379
"E54000023",2022-09-17,328
"E54000023",2022-09-18,279
"E54000023",2022-09-19,279
"E54000023",2022-09-20,365
"E54000023",2022-09-21,357
"E54000023",2022-09-22,369
"E54000023",2022-09-23,419
"E54000023",2022-09-24,312
"E54000023",2022-09-25,251
"E54000023",2022-09-26,355
"E54000023",2022-09-27,388
"E54000023",2022-09-28,413
"E54000023",2022-09-29,397
"E54000023",2022-09-30,350
"E54000024",2022-09-01,220
"E54000024",2022-09-02,245
"E54000024",2022-09-03,195
"E54000024",2022-09-04,211
"E54000024",2022-09-05,378
"E54000024",2022-09-06,394
"E54000024",2022-09-07,364
"E54000024",2022-09-08,415
"E54000024",2022-09-09,406
"E54000024",2022-09-10,327
"E54000024",2022-09-11,326
"E54000024",2022-09-12,407
"E54000024",2022-09-13,430
"E54000024",2022-09-14,428
"E54000024",2022-09-15,448
"E54000024",2022-09-16,475
"E54000024",2022-09-17,355
"E54000024",2022-09-18,328
"E54000024",2022-09-19,300
"E54000024",2022-09-20,358
"E54000024",2022-09-21,368
"E54000024",2022-09-22,386
"E54000024",2022-09-23,418
"E54000024",2022-09-24,347
"E54000024",2022-09-25,360
"E54000024",2022-09-26,401
"E54000024",2022-09-27,349
"E54000024",2022-09-28,419
"E54000024",2022-09-29,397
"E54000024",2022-09-30,415
"E54000025",2022-09-01,425
"E54000025",2022-09-02,440
"E54000025",2022-09-03,343
"E54000025",2022-09-04,295
"E54000025",2022-09-05,372
"E54000025",2022-09-06,419
"E54000025",2022-09-07,420
"E54000025",2022-09-08,396
"E54000025",2022-09-09,427
"E54000025",2022-09-10,342
"E54000025",2022-09-11,309
"E54000025",2022-09-12,425
"E54000025",2022-09-13,465
"E54000025",2022-09-14,469
"E54000025",2022-09-15,448
"E54000025",2022-09-16,473
"E54000025",2022-09-17,386
"E54000025",2022-09-18,320
"E54000025",2022-09-19,342
"E54000025",2022-09-20,440
"E54000025",2022-09-21,492
"E54000025",2022-09-22,518
"E54000025",2022-09-23,503
"E54000025",2022-09-24,368
"E54000025",2022-09-25,302
"E54000025",2022-09-26,415
"E54000025",2022-09-27,471
"E54000025",2022-09-28,479
"E54000025",2022-09-29,431
"E54000025",2022-09-30,437
"E54000026",2022-09-01,110
"E54000026",2022-09-02,139
"E54000026",2022-09-03,204
"E54000026",2022-09-04,194
"E54000026",2022-09-05,186
"E54000026",2022-09-06,241
"E54000026",2022-09-07,155
"E54000026",2022-09-08,155
"E54000026",2022-09-09,142
"E54000026",2022-09-10,161
"E54000026",2022-09-11,174
"E54000026",2022-09-12,86
"E54000026",2022-09-13,171
"E54000026",2022-09-14,174
"E54000026",2022-09-15,174
"E54000026",2022-09-16,150
"E54000026",2022-09-17,184
"E54000026",2022-09-18,124
"E54000026",2022-09-19,104
"E54000026",2022-09-20,105
"E54000026",2022-09-21,127
"E54000026",2022-09-22,79
"E54000026",2022-09-23,100
"E54000026",2022-09-24,147
"E54000026",2022-09-25,66
"E54000026",2022-09-26,103
"E54000026",2022-09-27,100
"E54000026",2022-09-28,102
"E54000026",2022-09-29,133
"E54000026",2022-09-30,129
"E54000027",2022-09-01,396
"E54000027",2022-09-02,334
"E54000027",2022-09-03,357
"E54000027",2022-09-04,258
"E54000027",2022-09-05,498
"E54000027",2022-09-06,570
"E54000027",2022-09-07,583
"E54000027",2022-09-08,538
"E54000027",2022-09-09,549
"E54000027",2022-09-10,422
"E54000027",2022-09-11,396
"E54000027",2022-09-12,422
"E54000027",2022-09-13,414
"E54000027",2022-09-14,460
"E54000027",2022-09-15,393
"E54000027",2022-09-16,528
"E54000027",2022-09-17,351
"E54000027",2022-09-18,372
"E54000027",2022-09-19,441
"E54000027",2022-09-20,500
"E54000027",2022-09-21,563
"E54000027",2022-09-22,585
"E54000027",2022-09-23,615
"E54000027",2022-09-24,459
"E54000027",2022-09-25,411
"E54000027",2022-09-26,523
"E54000027",2022-09-27,568
"E54000027",2022-09-28,595
"E54000027",2022-09-29,582
"E54000027",2022-09-30,614
"E54000028",2022-09-01,603
"E54000028",2022-09-02,581
"E54000028",2022-09-03,560
"E54000028",2022-09-04,452
"E54000028",2022-09-05,495
"E54000028",2022-09-06,501
"E54000028",2022-09-07,550
"E54000028",2022-09-08,557
"E54000028",2022-09-09,574
"E54000028",2022-09-10,594
"E54000028",2022-09-11,437
"E54000028",2022-09-12,445
"E54000028",2022-09-13,536
"E54000028",2022-09-14,550
"E54000028",2022-09-15,578
"E54000028",2022-09-16,589
"E54000028",2022-09-17,635
"E54000028",2022-09-18,473
"E54000028",2022-09-19,482
"E54000028",2022-09-20,471
"E54000028",2022-09-21,520
"E54000028",2022-09-22,510
"E54000028",2022-09-23,558
"E54000028",2022-09-24,569
"E54000028",2022-09-25,481
"E54000028",2022-09-26,407
"E54000028",2022-09-27,418
"E54000028",2022-09-28,496
"E54000028",2022-09-29,443
"E54000028",2022-09-30,466
"E54000029",2022-09-01,514
"E54000029",2022-09-02,555
"E54000029",2022-09-03,471
"E54000029",2022-09-04,379
"E54000029",2022-09-05,409
"E54000029",2022-09-06,528
"E54000029",2022-09-07,524
"E54000029",2022-09-08,498
"E54000029",2022-09-09,512
"E54000029",2022-09-10,396
"E54000029",2022-09-11,366
"E54000029",2022-09-12,433
"E54000029",2022-09-13,536
"E54000029",2022-09-14,590
"E54000029",2022-09-15,580
"E54000029",2022-09-16,597
"E54000029",2022-09-17,538
"E54000029",2022-09-18,431
"E54000029",2022-09-19,405
"E54000029",2022-09-20,488
"E54000029",2022-09-21,607
"E54000029",2022-09-22,609
"E54000029",2022-09-23,560
"E54000029",2022-09-24,511
"E54000029",2022-09-25,420
"E54000029",2022-09-26,448
"E54000029",2022-09-27,558
"E54000029",2022-09-28,518
"E54000029",2022-09-29,583
"E54000029",2022-09-30,595
"E54000030",2022-09-01,591
"E54000030",2022-09-02,568
"E54000030",2022-09-03,475
"E54000030",2022-09-04,438
"E54000030",2022-09-05,551
"E54000030",2022-09-06,593
"E54000030",2022-09-07,652
"E54000030",2022-09-08,705
"E54000030",2022-09-09,697
"E54000030",2022-09-10,596
"E54000030",2022-09-11,555
"E54000030",2022-09-12,699
"E54000030",2022-09-13,736
"E54000030",2022-09-14,725
"E54000030",2022-09-15,745
"E54000030",2022-09-16,733
"E54000030",2022-09-17,564
"E54000030",2022-09-18,509
"E54000030",2022-09-19,513
"E54000030",2022-09-20,650
"E54000030",2022-09-21,688
"E54000030",2022-09-22,679
"E54000030",2022-09-23,630
"E54000030",2022-09-24,538
"E54000030",2022-09-25,535
"E54000030",2022-09-26,667
"E54000030",2022-09-27,707
"E54000030",2022-09-28,683
"E54000030",2022-09-29,660
"E54000030",2022-09-30,659
"E54000031",2022-09-01,503
"E54000031",2022-09-02,481
"E54000031",2022-09-03,383
"E54000031",2022-09-04,403
"E54000031",2022-09-05,482
"E54000031",2022-09-06,484
"E54000031",2022-09-07,459
"E54000031",2022-09-08,464
"E54000031",2022-09-09,465
"E54000031",2022-09-10,398
"E54000031",2022-09-11,345
"E54000031",2022-09-12,428
"E54000031",2022-09-13,438
"E54000031",2022-09-14,450
"E54000031",2022-09-15,475
"E54000031",2022-09-16,446
"E54000031",2022-09-17,406
"E54000031",2022-09-18,371
"E54000031",2022-09-19,403
"E54000031",2022-09-20,433
"E54000031",2022-09-21,481
"E54000031",2022-09-22,478
"E54000031",2022-09-23,461
"E54000031",2022-09-24,419
"E54000031",2022-09-25,392
"E54000031",2022-09-26,535
"E54000031",2022-09-27,508
"E54000031",2022-09-28,513
"E54000031",2022-09-29,519
"E54000031",2022-09-30,490
"E54000010",2022-09-01,0
"E54000010",2022-09-02,0
"E54000010",2022-09-03,0
"E54000010",2022-09-04,0
"E54000010",2022-09-05,254
"E54000010",2022-09-06,246
"E54000010",2022-09-07,304
"E54000010",2022-09-08,272
"E54000010",2022-09-09,286
"E54000010",2022-09-10,231
"E54000010",2022-09-11,185
"E54000010",2022-09-12,233
"E54000010",2022-09-13,267
"E54000010",2022-09-14,258
"E54000010",2022-09-15,280
"E54000010",2022-09-16,271
"E54000010",2022-09-17,238
"E54000010",2022-09-18,219
"E54000010",2022-09-19,195
"E54000010",2022-09-20,257
"E54000010",2022-09-21,294
"E54000010",2022-09-22,303
"E54000010",2022-09-23,308
"E54000010",2022-09-24,247
"E54000010",2022-09-25,199
"E54000010",2022-09-26,229
"E54000010",2022-09-27,286
"E54000010",2022-09-28,300
"E54000010",2022-09-29,303
"E54000010",2022-09-30,301
"E54000011",2022-09-01,243
"E54000011",2022-09-02,232
"E54000011",2022-09-03,246
"E54000011",2022-09-04,188
"E54000011",2022-09-05,163
"E54000011",2022-09-06,227
"E54000011",2022-09-07,213
"E54000011",2022-09-08,235
"E54000011",2022-09-09,246
"E54000011",2022-09-10,279
"E54000011",2022-09-11,206
"E54000011",2022-09-12,169
"E54000011",2022-09-13,218
"E54000011",2022-09-14,238
"E54000011",2022-09-15,248
"E54000011",2022-09-16,246
"E54000011",2022-09-17,277
"E54000011",2022-09-18,199
"E54000011",2022-09-19,166
"E54000011",2022-09-20,188
"E54000011",2022-09-21,216
"E54000011",2022-09-22,235
"E54000011",2022-09-23,245
"E54000011",2022-09-24,270
"E54000011",2022-09-25,199
"E54000011",2022-09-26,162
"E54000011",2022-09-27,223
"E54000011",2022-09-28,237
"E54000011",2022-09-29,242
"E54000011",2022-09-30,225
"E54000058",2022-09-01,498
"E54000058",2022-09-02,532
"E54000058",2022-09-03,389
"E54000058",2022-09-04,314
"E54000058",2022-09-05,426
"E54000058",2022-09-06,506
"E54000058",2022-09-07,510
"E54000058",2022-09-08,483
"E54000058",2022-09-09,585
"E54000058",2022-09-10,397
"E54000058",2022-09-11,558
"E54000058",2022-09-12,471
"E54000058",2022-09-13,466
"E54000058",2022-09-14,463
"E54000058",2022-09-15,509
"E54000058",2022-09-16,514
"E54000058",2022-09-17,419
"E54000058",2022-09-18,337
"E54000058",2022-09-19,313
"E54000058",2022-09-20,437
"E54000058",2022-09-21,416
"E54000058",2022-09-22,512
"E54000058",2022-09-23,530
"E54000058",2022-09-24,423
"E54000058",2022-09-25,376
"E54000058",2022-09-26,447
"E54000058",2022-09-27,503
"E54000058",2022-09-28,536
"E54000058",2022-09-29,533
"E54000058",2022-09-30,522
"E54000013",2022-09-01,0
"E54000013",2022-09-02,0
"E54000013",2022-09-03,0
"E54000013",2022-09-04,0
"E54000013",2022-09-05,0
"E54000013",2022-09-06,0
"E54000013",2022-09-07,0
"E54000013",2022-09-08,0
"E54000013",2022-09-09,0
"E54000013",2022-09-10,0
"E54000013",2022-09-11,0
"E54000013",2022-09-12,0
"E54000013",2022-09-13,0
"E54000013",2022-09-14,0
"E54000013",2022-09-15,0
"E54000013",2022-09-16,0
"E54000013",2022-09-17,0
"E54000013",2022-09-18,0
"E54000013",2022-09-19,0
"E54000013",2022-09-20,0
"E54000013",2022-09-21,0
"E54000013",2022-09-22,0
"E54000013",2022-09-23,0
"E54000013",2022-09-24,0
"E54000013",2022-09-25,0
"E54000013",2022-09-26,0
"E54000013",2022-09-27,0
"E54000013",2022-09-28,0
"E54000013",2022-09-29,0
"E54000013",2022-09-30,0
"E54000060",2022-09-01,613
"E54000060",2022-09-02,581
"E54000060",2022-09-03,641
"E54000060",2022-09-04,422
"E54000060",2022-09-05,374
"E54000060",2022-09-06,522
"E54000060",2022-09-07,592
"E54000060",2022-09-08,611
"E54000060",2022-09-09,604
"E54000060",2022-09-10,578
"E54000060",2022-09-11,436
"E54000060",2022-09-12,387
"E54000060",2022-09-13,544
"E54000060",2022-09-14,597
"E54000060",2022-09-15,639
"E54000060",2022-09-16,608
"E54000060",2022-09-17,616
"E54000060",2022-09-18,449
"E54000060",2022-09-19,399
"E54000060",2022-09-20,421
"E54000060",2022-09-21,559
"E54000060",2022-09-22,620
