"nhs_trust22_code","total_attendances","attendances_over_4hours","total_emergency_admissions","emergency_admissions_over_4hours","pct_attendance_over_4hours","pct_emergency_admissions_over_4hours","date"
"RTP",9044,2584,3824,1037,0.29,0.27,"January 2023"
"RDR",10633,193,1,1,0.02,1,"January 2023"
"RHM",11715,4052,4984,560,0.35,0.11,"January 2023"
"RYR",25829,9489,7736,2672,0.37,0.35,"January 2023"
"RJ8",0,0,78,0,NA,0,"January 2023"
"RBD",6726,1725,1647,200,0.26,0.12,"January 2023"
"RDY",0,0,8,0,NA,0,"January 2023"
"RTQ",5362,17,16,0,0,0,"January 2023"
"RTE",10973,4377,3904,1041,0.4,0.27,"January 2023"
"RN3",9255,2240,3429,493,0.24,0.14,"January 2023"
"RVJ",7342,2060,4725,866,0.28,0.18,"January 2023"
"REF",14100,3246,3162,1107,0.23,0.35,"January 2023"
"RH8",12955,4925,5361,1160,0.38,0.22,"January 2023"
"RD1",7035,2989,3695,795,0.42,0.22,"January 2023"
"RNZ",5863,1426,1981,440,0.24,0.22,"January 2023"
"RH5",13873,3082,3120,597,0.22,0.19,"January 2023"
"RYF",1833,193,0,0,0.11,NA,"January 2023"
"RA9",7831,3131,2839,692,0.4,0.24,"January 2023"
"RA7",14726,5383,5739,2061,0.37,0.36,"January 2023"
"R0D",11468,NA,5665,1293,NA,0.23,"January 2023"
"RK9",11263,NA,3210,1275,NA,0.4,"January 2023"
"RA4",5018,1595,1854,219,0.32,0.12,"January 2023"
"RC9",20963,NA,6325,86,NA,0.01,"February 2023"
"RGT",14693,NA,3099,1066,NA,0.34,"February 2023"
"RWH",13285,5004,2551,231,0.38,0.09,"February 2023"
"RDE",22250,6159,5351,1257,0.28,0.23,"February 2023"
"RY4",1089,47,0,0,0.04,NA,"February 2023"
"RGP",6973,2365,1802,851,0.34,0.47,"February 2023"
"RAJ",28734,10219,8526,2702,0.36,0.32,"February 2023"
"RD8",11921,2881,1933,582,0.24,0.3,"February 2023"
"RM1",17215,3974,3630,1343,0.23,0.37,"February 2023"
"RGN",15092,5516,4205,1213,0.37,0.29,"February 2023"
"RQW",9229,4536,2312,429,0.49,0.19,"February 2023"
"RCX",6401,2605,2690,1100,0.41,0.41,"February 2023"
"RWG",13701,4250,3455,1117,0.31,0.32,"February 2023"
"RGR",6887,NA,2443,885,NA,0.36,"February 2023"
"RF4",25683,11399,4028,1595,0.44,0.4,"February 2023"
"R1H",39378,13452,5905,3362,0.34,0.57,"February 2023"
"RYX",8352,203,0,0,0.02,NA,"February 2023"
"RQM",26535,NA,2674,861,NA,0.32,"February 2023"
"RJ6",15584,4346,1347,821,0.28,0.61,"February 2023"
"RVR",11713,3002,1955,962,0.26,0.49,"February 2023"
"RJ1",16156,4149,3866,89,0.26,0.02,"February 2023"
"RQX",9576,2476,1736,289,0.26,0.17,"February 2023"
"RY9",4565,1,0,0,0,NA,"February 2023"
"RYJ",20376,NA,3718,1292,NA,0.35,"February 2023"
"RJZ",21827,8567,3591,2155,0.39,0.6,"February 2023"
"RAX",8951,3262,2418,594,0.36,0.25,"February 2023"
"RJ2",23576,8132,4272,1796,0.34,0.42,"February 2023"
"R1K",24097,6624,7043,1443,0.27,0.2,"February 2023"
"RP6",5526,58,195,0,0.01,0,"February 2023"
"RAT",1879,93,0,0,0.05,NA,"February 2023"
"RAP",15194,5346,1744,1004,0.35,0.58,"February 2023"
"RAL",23019,8193,3432,1745,0.36,0.51,"February 2023"
"RAN",0,0,30,0,NA,0,"February 2023"
"RJ7",10951,2577,2888,1225,0.24,0.42,"February 2023"
"RAS",11294,4077,2011,513,0.36,0.26,"February 2023"
"RRV",11823,3826,1560,400,0.32,0.26,"February 2023"
"RKE",7891,3043,924,535,0.39,0.58,"February 2023"
"RQ3",4788,1098,938,0,0.23,0,"February 2023"
"RFS",7356,2566,2914,719,0.35,0.25,"February 2023"
"RY8",7682,4,0,0,0,NA,"February 2023"
"RLT",6928,1832,1765,456,0.26,0.26,"February 2023"
"RNQ",8082,NA,1983,1057,NA,0.53,"February 2023"
"RY5",6806,255,0,0,0.04,NA,"February 2023"
"RNS",10664,3281,3026,865,0.31,0.29,"February 2023"
"RX1",16538,NA,7358,1454,NA,0.2,"February 2023"
"RXK",23574,6282,3311,1602,0.27,0.48,"February 2023"
"RK5",13679,3665,3549,895,0.27,0.25,"February 2023"
"R1D",2550,2,4,0,0,0,"February 2023"
"RJC",6763,2213,2327,271,0.33,0.12,"February 2023"
"RNA",14575,3420,4805,584,0.23,0.12,"February 2023"
"RL1",0,0,24,0,NA,0,"February 2023"
"RL4",18501,4248,6327,919,0.23,0.15,"February 2023"
"RXW",10781,5040,4407,1089,0.47,0.25,"February 2023"
"RWD",16098,6727,4573,1713,0.42,0.37,"February 2023"
"RRK",25121,13160,13300,4383,0.52,0.33,"February 2023"
"RKB",20661,5698,4770,959,0.28,0.2,"February 2023"
"RTG",25686,10300,5482,1626,0.4,0.3,"February 2023"
"RWE",20020,9138,7356,2396,0.46,0.33,"February 2023"
"RJE",19602,6496,7374,1421,0.33,0.19,"February 2023"
"RBK",10190,2249,3591,780,0.22,0.22,"February 2023"
"RWP",15541,5437,4327,1184,0.35,0.27,"February 2023"
"RLQ",5234,2349,1891,397,0.45,0.21,"February 2023"
"RCF",5227,2337,1856,223,0.45,0.12,"February 2023"
"RFF",7405,2964,2781,400,0.4,0.14,"February 2023"
"RAE",10432,2825,4048,1028,0.27,0.25,"February 2023"
"RWY",12748,4142,3621,1059,0.32,0.29,"February 2023"
"RXP",21110,5594,4290,1568,0.26,0.37,"February 2023"
"RP5",14090,4370,4019,1318,0.31,0.33,"February 2023"
"RR7",8014,2275,2222,874,0.28,0.39,"February 2023"
"RCD",4699,899,1472,183,0.19,0.12,"February 2023"
"RWA",9074,5133,4694,1243,0.57,0.26,"February 2023"
"RV9",781,4,0,0,0.01,NA,"February 2023"
"RR8",25895,7192,4338,1874,0.28,0.43,"February 2023"
"RXF",19320,NA,4261,1608,NA,0.38,"February 2023"
"RNN",9406,2591,2791,699,0.28,0.25,"February 2023"
"RVW",13241,NA,3820,126,NA,0.03,"February 2023"
"RJL",11697,5175,4466,1422,0.44,0.32,"February 2023"
"RTF",17396,1335,5608,12,0.08,0,"February 2023"
"RCU",4931,561,1034,1,0.11,0,"February 2023"
"RHQ",17631,4566,5765,1192,0.26,0.21,"February 2023"
"RTR",13497,3791,4105,1084,0.28,0.26,"February 2023"
"R0B",17488,4393,4923,786,0.25,0.16,"February 2023"
"RXG",0,0,134,0,NA,0,"February 2023"
"RTD",18441,4658,5499,619,0.25,0.11,"February 2023"
"RFR",6840,NA,3078,665,NA,0.22,"February 2023"
"RCB",16739,5012,4866,1577,0.3,0.32,"February 2023"
"RBS",5016,1105,1161,0,0.22,0,"February 2023"
"RXL",17554,3465,3567,1320,0.2,0.37,"February 2023"
"RMC",9361,3372,2763,849,0.36,0.31,"February 2023"
"RY2",3232,125,0,0,0.04,NA,"February 2023"
"RJR",6191,2541,2348,1021,0.41,0.43,"February 2023"
"RJN",3610,1544,903,551,0.43,0.61,"February 2023"
"RXR",15155,3638,4820,1058,0.24,0.22,"February 2023"
"RXN",13481,3278,4143,1506,0.24,0.36,"February 2023"
"RBQ",0,0,145,0,NA,0,"February 2023"
"REM",23844,7446,6369,3066,0.31,0.48,"February 2023"
"REP",1274,177,106,0,0.14,0,"February 2023"
"R0A",34661,14092,6490,3212,0.41,0.49,"February 2023"
"RW4",11008,254,108,0,0.02,0,"February 2023"
"RBT",8378,3263,2961,955,0.39,0.32,"February 2023"
"RM3",27365,9987,7366,1860,0.36,0.25,"February 2023"
"RVY",9149,2303,1807,653,0.25,0.36,"February 2023"
"RBN",12322,4893,4935,236,0.4,0.05,"February 2023"
"RWJ",7981,3067,3103,1050,0.38,0.34,"February 2023"
"RMP",9446,3354,2443,444,0.36,0.18,"February 2023"
"RBV",0,0,557,0,NA,0,"February 2023"
"RET",0,0,149,0,NA,0,"February 2023"
"RTX",9749,1970,3226,595,0.2,0.18,"February 2023"
"RWW",9045,3154,2524,1157,0.35,0.46,"February 2023"
"RY7",3920,116,0,0,0.03,NA,"February 2023"
"RBL",9562,3370,3228,977,0.35,0.3,"February 2023"
"RRF",10642,3619,2310,1386,0.34,0.6,"February 2023"
"RTK",8216,3694,3376,563,0.45,0.17,"February 2023"
"RWX",1302,13,39,0,0.01,0,"February 2023"
"RXQ",12229,3324,4926,673,0.27,0.14,"February 2023"
"RN7",13860,3005,2990,648,0.22,0.22,"February 2023"
"RVV",21602,7060,5183,1442,0.33,0.28,"February 2023"
"RXC",11259,3426,3456,160,0.3,0.05,"February 2023"
"RDU",18746,NA,6040,2226,NA,0.37,"February 2023"
"RN5",10661,3859,3466,891,0.36,0.26,"February 2023"
"R1F",5141,1432,1285,698,0.28,0.54,"February 2023"
"RYY",8143,27,0,0,0,NA,"February 2023"
"RWF",17712,2023,6276,393,0.11,0.06,"February 2023"
"RPA",14516,3898,3001,1067,0.27,0.36,"February 2023"
"RNU",3537,209,0,0,0.06,NA,"February 2023"
"RTH",13517,5339,7084,986,0.39,0.14,"February 2023"
"RHU",12929,NA,5564,1328,NA,0.24,"February 2023"
"RPC",1287,12,459,0,0.01,0,"February 2023"
"RHW",13392,3835,3168,699,0.29,0.22,"February 2023"
"RA2",5827,2167,2838,326,0.37,0.11,"February 2023"
"RW1",2144,50,149,0,0.02,0,"February 2023"
"RTP",8977,2842,3552,1089,0.32,0.31,"February 2023"
"RDR",10242,269,0,0,0.03,NA,"February 2023"
"RHM",11401,3581,4328,291,0.31,0.07,"February 2023"
"RYR",25731,9223,7715,2328,0.36,0.3,"February 2023"
"RJ8",0,0,70,0,NA,0,"February 2023"
"RBD",6636,1835,1547,248,0.28,0.16,"February 2023"
"RDY",0,0,1,0,NA,0,"February 2023"
"RTQ",5223,21,25,0,0,0,"February 2023"
"RTE",10711,4318,3778,1003,0.4,0.27,"February 2023"
"RN3",9018,2320,3147,456,0.26,0.14,"February 2023"
"RVJ",7272,1477,4581,453,0.2,0.1,"February 2023"
"REF",14418,3465,2941,1086,0.24,0.37,"February 2023"
"RH8",13384,5249,5148,1126,0.39,0.22,"February 2023"
"RD1",7191,3718,3474,930,0.52,0.27,"February 2023"
"RNZ",5619,1577,1904,428,0.28,0.22,"February 2023"
"RH5",13625,3083,2961,603,0.23,0.2,"February 2023"
"RYF",1388,90,0,0,0.06,NA,"February 2023"
"RA9",7654,3298,2798,663,0.43,0.24,"February 2023"
"RA7",14831,5651,5305,1723,0.38,0.32,"February 2023"
"R0D",11498,NA,5095,1184,NA,0.23,"February 2023"
"RK9",10969,NA,3126,1245,NA,0.4,"February 2023"
"RA4",5040,1753,1775,186,0.35,0.1,"February 2023"
"RC9",24666,NA,7114,114,NA,0.02,"March 2023"
"RGT",16373,NA,3284,1105,NA,0.34,"March 2023"
"RWH",15281,5674,2997,350,0.37,0.12,"March 2023"
"RDE",25220,7891,5991,1758,0.31,0.29,"March 2023"
"RY4",1171,73,0,0,0.06,NA,"March 2023"
"RGP",8187,2735,2151,925,0.33,0.43,"March 2023"
"RAJ",33294,12231,9627,2875,0.37,0.3,"March 2023"
"RD8",13498,2821,2142,647,0.21,0.3,"March 2023"
"RM1",19474,4672,4076,1536,0.24,0.38,"March 2023"
"RGN",17471,6408,4568,1397,0.37,0.31,"March 2023"
"RQW",10412,5036,2641,570,0.48,0.22,"March 2023"
"RCX",7341,2763,2974,1248,0.38,0.42,"March 2023"
"RWG",15736,5021,3858,1252,0.32,0.32,"March 2023"
"RGR",7525,NA,2651,1045,NA,0.39,"March 2023"
"RF4",28884,12627,4880,1560,0.44,0.32,"March 2023"
"R1H",43202,13775,6518,3950,0.32,0.61,"March 2023"
"RYX",9527,208,0,0,0.02,NA,"March 2023"
"RQM",29676,NA,3021,1047,NA,0.35,"March 2023"
"RJ6",17527,4326,1626,796,0.25,0.49,"March 2023"
"RVR",13528,3559,2037,910,0.26,0.45,"March 2023"
"RJ1",18048,4504,4610,94,0.25,0.02,"March 2023"
"RQX",10587,2023,1974,174,0.19,0.09,"March 2023"
"RY9",5040,11,0,0,0,NA,"March 2023"
"RYJ",18696,NA,4012,1379,NA,0.34,"March 2023"
"RJZ",24451,9592,4079,2545,0.39,0.62,"March 2023"
"RAX",10299,3968,2729,607,0.39,0.22,"March 2023"
"RJ2",26409,8976,4907,1935,0.34,0.39,"March 2023"
"R1K",26718,6721,8149,1326,0.25,0.16,"March 2023"
"RP6",6084,57,206,0,0.01,0,"March 2023"
"RAT",2295,87,0,0,0.04,NA,"March 2023"
"RAP",17802,6421,1869,1105,0.36,0.59,"March 2023"
"RAL",25724,8574,4250,1792,0.33,0.42,"March 2023"
"RAN",0,0,31,0,NA,0,"March 2023"
"RJ7",12686,2750,3373,1057,0.22,0.31,"March 2023"
"RAS",12145,3848,2163,584,0.32,0.27,"March 2023"
"RRV",13135,4498,1612,521,0.34,0.32,"March 2023"
"RKE",8762,3022,1085,574,0.34,0.53,"March 2023"
"RQ3",5101,1100,1027,0,0.22,0,"March 2023"
"RFS",8255,3471,3287,1049,0.42,0.32,"March 2023"
"RY8",8340,3,0,0,0,NA,"March 2023"
"RLT",8144,2144,970,648,0.26,0.67,"March 2023"
"RNQ",9525,NA,2241,1381,NA,0.62,"March 2023"
"RY5",7886,301,0,0,0.04,NA,"March 2023"
"RNS",11853,3977,3264,1059,0.34,0.32,"March 2023"
"RX1",18785,NA,7691,1485,NA,0.19,"March 2023"
"RXK",26056,7271,3506,1732,0.28,0.49,"March 2023"
"RK5",15456,4106,3829,1216,0.27,0.32,"March 2023"
"R1D",3056,3,10,0,0,0,"March 2023"
"RJC",7600,2423,2642,428,0.32,0.16,"March 2023"
"RNA",15694,4399,5287,651,0.28,0.12,"March 2023"
"RL1",0,0,15,0,NA,0,"March 2023"
"RL4",20223,4872,6945,1093,0.24,0.16,"March 2023"
"RXW",12244,5626,4771,1261,0.46,0.26,"March 2023"
"RWD",18084,7771,5124,1814,0.43,0.35,"March 2023"
"RRK",32017,15723,15286,4927,0.49,0.32,"March 2023"
"RKB",22126,5415,5195,1033,0.24,0.2,"March 2023"
"RTG",28713,11280,6477,1786,0.39,0.28,"March 2023"
"RWE",22183,9795,8728,2667,0.44,0.31,"March 2023"
"RJE",22475,7352,8547,1832,0.33,0.21,"March 2023"
"RBK",12254,3183,4067,1316,0.26,0.32,"March 2023"
"RWP",17621,6284,4648,1410,0.36,0.3,"March 2023"
"RLQ",5976,2705,2139,362,0.45,0.17,"March 2023"
"RCF",5880,2536,2086,403,0.43,0.19,"March 2023"
"RFF",8104,2931,3163,378,0.36,0.12,"March 2023"
"RAE",11801,3301,4526,1130,0.28,0.25,"March 2023"
"RWY",14376,4895,3935,1307,0.34,0.33,"March 2023"
"RXP",23514,6680,4818,2024,0.28,0.42,"March 2023"
"RP5",15915,5488,4392,1416,0.34,0.32,"March 2023"
"RR7",8797,2395,2528,990,0.27,0.39,"March 2023"
"RCD",5450,1172,1689,291,0.22,0.17,"March 2023"
"RWA",10439,5751,5242,1343,0.55,0.26,"March 2023"
"RV9",927,1,0,0,0,NA,"March 2023"
"RR8",29006,7669,4819,2123,0.26,0.44,"March 2023"
"RXF",22013,NA,4807,2083,NA,0.43,"March 2023"
"RNN",10740,3394,3089,1089,0.32,0.35,"March 2023"
"RVW",15210,NA,4453,118,NA,0.03,"March 2023"
"RJL",13569,5898,5102,1543,0.43,0.3,"March 2023"
"RTF",20502,2193,6033,68,0.11,0.01,"March 2023"
"RCU",5463,594,1140,4,0.11,0,"March 2023"
"RHQ",18992,4638,6276,1157,0.24,0.18,"March 2023"
"RTR",15498,4535,4574,1228,0.29,0.27,"March 2023"
"R0B",20150,5513,5591,1166,0.27,0.21,"March 2023"
"RXG",0,0,137,0,NA,0,"March 2023"
"RTD",20247,4979,6382,738,0.25,0.12,"March 2023"
"RFR",7782,NA,3632,606,NA,0.17,"March 2023"
"RCB",19085,5753,5728,1912,0.3,0.33,"March 2023"
"RBS",6049,1350,1312,12,0.22,0.01,"March 2023"
"RXL",20128,3932,4116,1504,0.2,0.37,"March 2023"
"RMC",10889,3779,3045,998,0.35,0.33,"March 2023"
"RY2",3481,66,0,0,0.02,NA,"March 2023"
"RJR",6760,2917,2633,1232,0.43,0.47,"March 2023"
"RJN",4150,1891,1038,661,0.46,0.64,"March 2023"
"RXR",17710,4700,5457,1473,0.27,0.27,"March 2023"
"RXN",15949,4184,4817,1442,0.26,0.3,"March 2023"
"RBQ",0,0,151,0,NA,0,"March 2023"
"REM",26150,8292,6859,3733,0.32,0.54,"March 2023"
"REP",1413,224,124,0,0.16,0,"March 2023"
"R0A",41665,15437,6260,3155,0.37,0.5,"March 2023"
"RW4",12501,280,110,0,0.02,0,"March 2023"
"RBT",9721,3884,3456,1074,0.4,0.31,"March 2023"
"RM3",32099,12136,8489,2193,0.38,0.26,"March 2023"
"RVY",10466,2757,2035,766,0.26,0.38,"March 2023"
"RBN",14642,5294,5713,230,0.36,0.04,"March 2023"
"RWJ",9403,3837,3535,1237,0.41,0.35,"March 2023"
"RMP",10703,4069,2763,691,0.38,0.25,"March 2023"
"RBV",0,0,655,0,NA,0,"March 2023"
"RET",0,0,191,0,NA,0,"March 2023"
"RTX",11630,2969,3675,1030,0.26,0.28,"March 2023"
"RWW",10454,3494,2546,1269,0.33,0.5,"March 2023"
"RY7",4591,213,0,0,0.05,NA,"March 2023"
"RBL",10873,3796,3583,790,0.35,0.22,"March 2023"
"RRF",12807,4312,2927,1485,0.34,0.51,"March 2023"
"RTK",9759,4527,3820,733,0.46,0.19,"March 2023"
"RWX",1323,10,45,0,0.01,0,"March 2023"
"RXQ",14437,4336,5365,673,0.3,0.13,"March 2023"
"RN7",15857,3357,3278,343,0.21,0.1,"March 2023"
"RVV",24574,8085,5626,1711,0.33,0.3,"March 2023"
"RXC",12667,3899,3735,327,0.31,0.09,"March 2023"
"RDU",21586,NA,6875,2282,NA,0.33,"March 2023"
"RN5",12398,4384,5115,1080,0.35,0.21,"March 2023"
"R1F",5779,1433,1482,736,0.25,0.5,"March 2023"
"RYY",9198,44,0,0,0,NA,"March 2023"
"RWF",20460,3014,6987,759,0.15,0.11,"March 2023"
"RPA",16746,4095,3334,1209,0.24,0.36,"March 2023"
"RNU",3410,212,0,0,0.06,NA,"March 2023"
"RTH",14937,5271,8105,1078,0.35,0.13,"March 2023"
"RHU",14594,NA,6222,1780,NA,0.29,"March 2023"
"RPC",1439,6,552,0,0,0,"March 2023"
"RHW",15253,4283,3293,637,0.28,0.19,"March 2023"
"RA2",6863,2635,3321,485,0.38,0.15,"March 2023"
"RW1",2456,16,197,0,0.01,0,"March 2023"
"RTP",10256,3404,3935,1229,0.33,0.31,"March 2023"
"RDR",11463,175,1,0,0.02,0,"March 2023"
"RHM",12492,3945,4837,445,0.32,0.09,"March 2023"
"RYR",29480,10562,9377,2752,0.36,0.29,"March 2023"
"RJ8",0,0,89,0,NA,0,"March 2023"
"RBD",7631,1991,1876,194,0.26,0.1,"March 2023"
"RDY",0,0,3,0,NA,0,"March 2023"
"RTQ",5793,15,22,0,0,0,"March 2023"
"RTE",12490,5130,4340,1126,0.41,0.26,"March 2023"
"RN3",10302,2333,3476,469,0.23,0.13,"March 2023"
"RVJ",8303,1798,5206,699,0.22,0.13,"March 2023"
"REF",16164,3733,3252,1140,0.23,0.35,"March 2023"
"RH8",14885,5970,5619,1268,0.4,0.23,"March 2023"
"RD1",7830,3758,3728,877,0.48,0.24,"March 2023"
"RNZ",6217,1688,2103,428,0.27,0.2,"March 2023"
"RH5",15292,3286,3506,507,0.21,0.14,"March 2023"
"RYF",2026,170,0,0,0.08,NA,"March 2023"
"RA9",8764,3718,3102,776,0.42,0.25,"March 2023"
"RA7",16625,5507,6048,1799,0.33,0.3,"March 2023"
"R0D",13223,NA,6228,1178,NA,0.19,"March 2023"
"RK9",12433,NA,3402,1365,NA,0.4,"March 2023"
"RA4",5486,1615,2055,203,0.29,0.1,"March 2023"
"RC9",21854,NA,6332,93,NA,0.01,"April 2023"
"RGT",14739,NA,2931,908,NA,0.31,"April 2023"
"RWH",13813,4698,2952,216,0.34,0.07,"April 2023"
"RDE",23848,5921,5470,1032,0.25,0.19,"April 2023"
"RY4",922,29,0,0,0.03,NA,"April 2023"
"RGP",7796,2118,1897,635,0.27,0.33,"April 2023"
"RAJ",30449,9510,9008,2218,0.31,0.25,"April 2023"
"RD8",12485,3105,2115,711,0.25,0.34,"April 2023"
"RM1",18627,3968,3997,1275,0.21,0.32,"April 2023"
"RGN",15804,5239,4069,1079,0.33,0.27,"April 2023"
"RQW",9664,4366,2352,352,0.45,0.15,"April 2023"
"RCX",6953,2436,2678,924,0.35,0.35,"April 2023"
"RWG",14755,4217,3926,957,0.29,0.24,"April 2023"
"RGR",6892,NA,2485,511,NA,0.21,"April 2023"
"RF4",26058,10366,4903,1438,0.4,0.29,"April 2023"
"R1H",38759,10383,6002,3010,0.27,0.5,"April 2023"
"RYX",8696,147,0,0,0.02,NA,"April 2023"
"RQM",26389,NA,2907,667,NA,0.23,"April 2023"
"RJ6",16513,3940,1475,802,0.24,0.54,"April 2023"
"RVR",12215,3010,1915,841,0.25,0.44,"April 2023"
"RJ1",16337,3467,4237,67,0.21,0.02,"April 2023"
"RQX",9890,1631,1735,193,0.16,0.11,"April 2023"
"RY9",4932,6,0,0,0,NA,"April 2023"
"RYJ",20985,NA,3793,1036,NA,0.27,"April 2023"
"RJZ",22926,8044,3947,2018,0.35,0.51,"April 2023"
"RAX",9137,3186,2345,635,0.35,0.27,"April 2023"
"RJ2",23903,7465,4464,1630,0.31,0.37,"April 2023"
"R1K",24604,6267,7200,1129,0.25,0.16,"April 2023"
"RP6",6018,199,227,0,0.03,0,"April 2023"
"RAT",1864,20,0,0,0.01,NA,"April 2023"
"RAP",15357,4888,1793,968,0.32,0.54,"April 2023"
"RAL",23475,7278,4346,1579,0.31,0.36,"April 2023"
"RAN",0,0,24,0,NA,0,"April 2023"
"RJ7",11371,1873,2973,779,0.16,0.26,"April 2023"
"RAS",11185,2817,2028,560,0.25,0.28,"April 2023"
"RRV",11884,3646,1563,287,0.31,0.18,"April 2023"
"RKE",7988,2552,992,435,0.32,0.44,"April 2023"
"RQ3",4477,663,970,0,0.15,0,"April 2023"
"RFS",7917,2538,3054,782,0.32,0.26,"April 2023"
"RYG",0,0,58,0,NA,0,"April 2023"
"RY8",8593,3,0,0,0,NA,"April 2023"
"RLT",7740,1925,957,620,0.25,0.65,"April 2023"
"RNQ",8635,NA,2053,1201,NA,0.58,"April 2023"
"RY5",7841,235,0,0,0.03,NA,"April 2023"
"RNS",10654,3349,2843,1049,0.31,0.37,"April 2023"
"RX1",17094,NA,7075,1226,NA,0.17,"April 2023"
"RXK",24586,6181,3202,1007,0.25,0.31,"April 2023"
"RK5",14570,3559,3440,769,0.24,0.22,"April 2023"
"R1D",2843,5,1,0,0,0,"April 2023"
"RJC",6906,1155,2416,120,0.17,0.05,"April 2023"
"RNA",14668,3737,4888,562,0.25,0.11,"April 2023"
"RL1",0,0,22,0,NA,0,"April 2023"
"RL4",19228,3855,6492,552,0.2,0.09,"April 2023"
"RXW",12256,5607,4530,1116,0.46,0.25,"April 2023"
"RWD",17406,7050,4775,1552,0.41,0.33,"April 2023"
"RRK",29850,13798,13816,4308,0.46,0.31,"April 2023"
"RKB",19874,4643,4647,680,0.23,0.15,"April 2023"
"RTG",27311,9098,5999,1003,0.33,0.17,"April 2023"
"RWE",20285,8416,7931,2285,0.41,0.29,"April 2023"
"RJE",21240,6361,7959,1736,0.3,0.22,"April 2023"
"RBK",11386,2578,3554,687,0.23,0.19,"April 2023"
"RWP",16463,5429,4223,1321,0.33,0.31,"April 2023"
"RLQ",5478,2211,2057,223,0.4,0.11,"April 2023"
"RCF",5667,2392,1833,405,0.42,0.22,"April 2023"
"RFF",7904,1958,2853,156,0.25,0.05,"April 2023"
"RAE",10762,2685,3919,920,0.25,0.23,"April 2023"
"RWY",13762,3865,3561,824,0.28,0.23,"April 2023"
"RXP",22135,5994,4443,1807,0.27,0.41,"April 2023"
"RP5",15280,4863,4688,1076,0.32,0.23,"April 2023"
"RR7",8678,2243,2374,853,0.26,0.36,"April 2023"
"RCD",5361,880,1550,93,0.16,0.06,"April 2023"
"RWA",10062,4579,4894,1090,0.46,0.22,"April 2023"
"RV9",979,0,0,0,0,NA,"April 2023"
"RR8",26456,6218,4536,1623,0.24,0.36,"April 2023"
"RXF",20734,NA,4873,969,NA,0.2,"April 2023"
"RNN",10636,3165,2810,1023,0.3,0.36,"April 2023"
"RVW",14589,NA,3815,193,NA,0.05,"April 2023"
"RJL",13133,5083,4619,1336,0.39,0.29,"April 2023"
"RTF",20198,1463,5919,8,0.07,0,"April 2023"
"RCU",4699,366,895,3,0.08,0,"April 2023"
"RHQ",17632,4165,5843,820,0.24,0.14,"April 2023"
"RTR",14786,4071,4225,1068,0.28,0.25,"April 2023"
"R0B",19000,4925,5068,688,0.26,0.14,"April 2023"
"RXG",0,0,136,0,NA,0,"April 2023"
"RTD",18475,4154,5734,415,0.22,0.07,"April 2023"
"RFR",7603,NA,3338,444,NA,0.13,"April 2023"
"RCB",19716,5325,5073,1556,0.27,0.31,"April 2023"
"RBS",5063,806,1154,25,0.16,0.02,"April 2023"
"RXL",19342,3653,3854,1374,0.19,0.36,"April 2023"
"RMC",10218,3178,2679,873,0.31,0.33,"April 2023"
"RY2",3378,109,0,0,0.03,NA,"April 2023"
"RJR",6644,3014,2440,985,0.45,0.4,"April 2023"
"RJN",3938,1669,883,534,0.42,0.6,"April 2023"
"RXR",16705,4312,4720,1488,0.26,0.32,"April 2023"
"RXN",14954,3991,4361,1286,0.27,0.29,"April 2023"
"RBQ",0,0,124,0,NA,0,"April 2023"
"REM",24648,7302,6393,2856,0.3,0.45,"April 2023"
"REP",1241,137,101,0,0.11,0,"April 2023"
"R0A",38567,10670,6145,2353,0.28,0.38,"April 2023"
"RW4",11270,235,67,0,0.02,0,"April 2023"
"RBT",9189,3436,3230,727,0.37,0.23,"April 2023"
"RM3",29386,9937,7865,2117,0.34,0.27,"April 2023"
"RVY",10060,2211,1924,507,0.22,0.26,"April 2023"
"RBN",13565,4623,5282,262,0.34,0.05,"April 2023"
"RWJ",8732,2963,3392,702,0.34,0.21,"April 2023"
"RMP",10085,2939,2216,180,0.29,0.08,"April 2023"
"RBV",0,0,585,0,NA,0,"April 2023"
"RET",0,0,138,0,NA,0,"April 2023"
"RTX",11265,3025,3312,1017,0.27,0.31,"April 2023"
"RWW",10260,3008,2174,1207,0.29,0.56,"April 2023"
"RY7",4378,255,0,0,0.06,NA,"April 2023"
"RBL",10321,3797,3360,904,0.37,0.27,"April 2023"
"RRF",12100,3831,2775,1393,0.32,0.5,"April 2023"
"RTK",8802,3416,3391,490,0.39,0.14,"April 2023"
"RWX",1223,9,36,0,0.01,0,"April 2023"
"RXQ",12877,3708,4953,585,0.29,0.12,"April 2023"
"RN7",14058,2935,3026,471,0.21,0.16,"April 2023"
"RVV",22459,6590,5582,1541,0.29,0.28,"April 2023"
"RXC",12450,3308,3536,136,0.27,0.04,"April 2023"
"RDU",20064,NA,5397,1339,NA,0.25,"April 2023"
"RN5",11505,3891,4802,1010,0.34,0.21,"April 2023"
"R1F",5810,1669,1310,848,0.29,0.65,"April 2023"
"RYY",8675,30,0,0,0,NA,"April 2023"
"RWF",18807,2012,6542,419,0.11,0.06,"April 2023"
"RPA",14843,3345,2964,892,0.23,0.3,"April 2023"
"RNU",2830,163,0,0,0.06,NA,"April 2023"
"RTH",13902,4087,7436,560,0.29,0.08,"April 2023"
"RHU",14017,NA,5491,1520,NA,0.28,"April 2023"
"RPC",1334,2,548,0,0,0,"April 2023"
