"hb19_code","date","year","month","specialty","waits_over_18_weeks_count","waits_over_18_weeks_percent"
"S08000021",2013-11-01,2013,"Nov","All Specialties",2346,0.0867507303183818
"S08000022",2013-11-01,2013,"Nov","All Specialties",577,0.0838906658912477
"S08000023",2013-11-01,2013,"Nov","All Specialties",583,0.0568947008880647
"S08000024",2013-11-01,2013,"Nov","All Specialties",2382,0.154374594944912
"S08000025",2013-11-01,2013,"Nov","All Specialties",9,0.0256410256410255
"S08000026",2013-11-01,2013,"Nov","All Specialties",18,0.0337078651685393
"S08000027",2013-11-01,2013,"Nov","All Specialties",773,0.075282430853136
"S08000028",2013-11-01,2013,"Nov","All Specialties",34,0.0620437956204379
"SB0801",2013-11-01,2013,"Nov","All Specialties",0,0
"S08000015",2013-12-01,2013,"Dec","All Specialties",438,0.0714635340186
"S08000016",2013-12-01,2013,"Dec","All Specialties",221,0.0802177858439199
"S08000017",2013-12-01,2013,"Dec","All Specialties",148,0.0699432892249529
"S08000018",2013-12-01,2013,"Dec","All Specialties",553,0.0783508075942191
"S08000019",2013-12-01,2013,"Dec","All Specialties",995,0.190175840978593
"S08000020",2013-12-01,2013,"Dec","All Specialties",688,0.102947777944037
"S08000021",2013-12-01,2013,"Dec","All Specialties",2426,0.0891911764705884
"S08000022",2013-12-01,2013,"Dec","All Specialties",540,0.0876338851022396
"S08000023",2013-12-01,2013,"Dec","All Specialties",564,0.0633779076300708
"S08000024",2013-12-01,2013,"Dec","All Specialties",1594,0.128021845634889
"S08000025",2013-12-01,2013,"Dec","All Specialties",4,0.0196078431372549
"S08000026",2013-12-01,2013,"Dec","All Specialties",12,0.0293398533007335
"S08000027",2013-12-01,2013,"Dec","All Specialties",592,0.0624472573839663
"S08000028",2013-12-01,2013,"Dec","All Specialties",26,0.0658227848101266
"SB0801",2013-12-01,2013,"Dec","All Specialties",0,0
"S08000015",2014-01-01,2014,"Jan","All Specialties",673,0.0966676242459065
"S08000016",2014-01-01,2014,"Jan","All Specialties",294,0.0995260663507109
"S08000017",2014-01-01,2014,"Jan","All Specialties",169,0.067789811472122
"S08000018",2014-01-01,2014,"Jan","All Specialties",678,0.0891401525111752
"S08000019",2014-01-01,2014,"Jan","All Specialties",1165,0.17726719415703
"S08000020",2014-01-01,2014,"Jan","All Specialties",874,0.116022832868711
"S08000021",2014-01-01,2014,"Jan","All Specialties",2599,0.0899090185768153
"S08000022",2014-01-01,2014,"Jan","All Specialties",659,0.0974996301227992
"S08000023",2014-01-01,2014,"Jan","All Specialties",652,0.0663883514917016
"S08000024",2014-01-01,2014,"Jan","All Specialties",2174,0.145573858309897
"S08000025",2014-01-01,2014,"Jan","All Specialties",15,0.0522648083623691
"S08000026",2014-01-01,2014,"Jan","All Specialties",14,0.0282828282828282
"S08000027",2014-01-01,2014,"Jan","All Specialties",859,0.0795665061133753
"S08000028",2014-01-01,2014,"Jan","All Specialties",42,0.0851926977687628
"SB0801",2014-01-01,2014,"Jan","All Specialties",0,0
"S08000015",2014-02-01,2014,"Feb","All Specialties",622,0.0959876543209875
"S08000016",2014-02-01,2014,"Feb","All Specialties",292,0.100068540095956
"S08000017",2014-02-01,2014,"Feb","All Specialties",192,0.0777957860615883
"S08000018",2014-02-01,2014,"Feb","All Specialties",576,0.0862662872547553
"S08000019",2014-02-01,2014,"Feb","All Specialties",1165,0.210516805204192
"S08000020",2014-02-01,2014,"Feb","All Specialties",867,0.124354561101549
"S08000021",2014-02-01,2014,"Feb","All Specialties",2338,0.0894756984309224
"S08000022",2014-02-01,2014,"Feb","All Specialties",602,0.0917263446594544
"S08000023",2014-02-01,2014,"Feb","All Specialties",538,0.057124654916118
"S08000024",2014-02-01,2014,"Feb","All Specialties",2135,0.152543583881109
"S08000025",2014-02-01,2014,"Feb","All Specialties",27,0.074792243767313
"S08000026",2014-02-01,2014,"Feb","All Specialties",31,0.048062015503876
"S08000027",2014-02-01,2014,"Feb","All Specialties",935,0.0930070625683876
"S08000028",2014-02-01,2014,"Feb","All Specialties",46,0.0881226053639849
"SB0801",2014-02-01,2014,"Feb","All Specialties",0,0
"S08000015",2014-03-01,2014,"Mar","All Specialties",645,0.0949087698646263
"S08000016",2014-03-01,2014,"Mar","All Specialties",290,0.0992131371878208
"S08000017",2014-03-01,2014,"Mar","All Specialties",204,0.0860759493670886
"S08000018",2014-03-01,2014,"Mar","All Specialties",530,0.0771133420631458
"S08000019",2014-03-01,2014,"Mar","All Specialties",1168,0.192168476472524
"S08000020",2014-03-01,2014,"Mar","All Specialties",751,0.11039247390857
"S08000021",2014-03-01,2014,"Mar","All Specialties",2729,0.0964004380232436
"S08000022",2014-03-01,2014,"Mar","All Specialties",1085,0.170142700329308
"S08000023",2014-03-01,2014,"Mar","All Specialties",621,0.0594656707842571
"S08000024",2014-03-01,2014,"Mar","All Specialties",2217,0.147662181963501
"S08000025",2014-03-01,2014,"Mar","All Specialties",9,0.0266272189349113
"S08000026",2014-03-01,2014,"Mar","All Specialties",18,0.0384615384615384
"S08000027",2014-03-01,2014,"Mar","All Specialties",863,0.0855980956159492
"S08000028",2014-03-01,2014,"Mar","All Specialties",102,0.179577464788732
"SB0801",2014-03-01,2014,"Mar","All Specialties",0,0
"S08000015",2014-04-01,2014,"Apr","All Specialties",562,0.0871047737135773
"S08000016",2014-04-01,2014,"Apr","All Specialties",292,0.0960210457086483
"S08000017",2014-04-01,2014,"Apr","All Specialties",180,0.0778210116731518
"S08000018",2014-04-01,2014,"Apr","All Specialties",583,0.0879734419797797
"S08000019",2014-04-01,2014,"Apr","All Specialties",1077,0.182976554536188
"S08000020",2014-04-01,2014,"Apr","All Specialties",811,0.117502173283106
"S08000021",2014-04-01,2014,"Apr","All Specialties",2535,0.093649562229857
"S08000022",2014-04-01,2014,"Apr","All Specialties",1103,0.174249605055292
"S08000023",2014-04-01,2014,"Apr","All Specialties",593,0.0636402661515346
"S08000024",2014-04-01,2014,"Apr","All Specialties",2044,0.140038366675802
"S08000025",2014-04-01,2014,"Apr","All Specialties",9,0.038793103448276
"S08000026",2014-04-01,2014,"Apr","All Specialties",23,0.0491452991452992
"S08000027",2014-04-01,2014,"Apr","All Specialties",805,0.0814942296011338
"S08000028",2014-04-01,2014,"Apr","All Specialties",63,0.117100371747212
"SB0801",2014-04-01,2014,"Apr","All Specialties",0,0
"S08000015",2014-05-01,2014,"May","All Specialties",561,0.0823546682325308
"S08000016",2014-05-01,2014,"May","All Specialties",281,0.0943903258313741
"S08000017",2014-05-01,2014,"May","All Specialties",206,0.0811023622047244
"S08000018",2014-05-01,2014,"May","All Specialties",557,0.0813851548801873
"S08000019",2014-05-01,2014,"May","All Specialties",973,0.151227852036058
"S08000020",2014-05-01,2014,"May","All Specialties",891,0.116531519748888
"S08000021",2014-05-01,2014,"May","All Specialties",2359,0.0823098394975575
"S08000022",2014-05-01,2014,"May","All Specialties",1229,0.193543307086614
"S08000023",2014-05-01,2014,"May","All Specialties",544,0.0521322472448492
"S08000024",2014-05-01,2014,"May","All Specialties",2003,0.135842658528315
"S08000025",2014-05-01,2014,"May","All Specialties",20,0.0549450549450551
"S08000026",2014-05-01,2014,"May","All Specialties",32,0.0591497227356749
"S08000027",2014-05-01,2014,"May","All Specialties",744,0.0740445859872613
"S08000028",2014-05-01,2014,"May","All Specialties",55,0.0918196994991652
"SB0801",2014-05-01,2014,"May","All Specialties",0,0
"S08000015",2014-06-01,2014,"Jun","All Specialties",626,0.0810880829015543
"S08000016",2014-06-01,2014,"Jun","All Specialties",282,0.0980869565217393
"S08000017",2014-06-01,2014,"Jun","All Specialties",157,0.062699680511182
"S08000018",2014-06-01,2014,"Jun","All Specialties",590,0.0840216462546285
"S08000019",2014-06-01,2014,"Jun","All Specialties",794,0.129000812347685
"S08000020",2014-06-01,2014,"Jun","All Specialties",771,0.107621440536013
"S08000021",2014-06-01,2014,"Jun","All Specialties",2272,0.0764468371467024
"S08000022",2014-06-01,2014,"Jun","All Specialties",1365,0.212253148810449
"S08000023",2014-06-01,2014,"Jun","All Specialties",547,0.053199766582377
"S08000024",2014-06-01,2014,"Jun","All Specialties",2164,0.141050710467996
"S08000025",2014-06-01,2014,"Jun","All Specialties",16,0.0565371024734982
"S08000026",2014-06-01,2014,"Jun","All Specialties",15,0.0314465408805031
"S08000027",2014-06-01,2014,"Jun","All Specialties",695,0.0653256885045586
"S08000028",2014-06-01,2014,"Jun","All Specialties",33,0.0643274853801172
"SB0801",2014-06-01,2014,"Jun","All Specialties",0,0
"S08000015",2014-07-01,2014,"Jul","All Specialties",710,0.100014086491055
"S08000016",2014-07-01,2014,"Jul","All Specialties",260,0.0841423948220065
"S08000017",2014-07-01,2014,"Jul","All Specialties",172,0.0671350507416081
"S08000018",2014-07-01,2014,"Jul","All Specialties",649,0.0931133428981348
"S08000019",2014-07-01,2014,"Jul","All Specialties",696,0.121148825065274
"S08000020",2014-07-01,2014,"Jul","All Specialties",740,0.112308392775839
"S08000021",2014-07-01,2014,"Jul","All Specialties",2203,0.0772142581753179
"S08000022",2014-07-01,2014,"Jul","All Specialties",1460,0.238562091503268
"S08000023",2014-07-01,2014,"Jul","All Specialties",607,0.063955326098409
"S08000024",2014-07-01,2014,"Jul","All Specialties",2090,0.13899049012436
"S08000025",2014-07-01,2014,"Jul","All Specialties",22,0.0514018691588783
"S08000026",2014-07-01,2014,"Jul","All Specialties",30,0.0542495479204339
"S08000027",2014-07-01,2014,"Jul","All Specialties",634,0.0660141607663473
"S08000028",2014-07-01,2014,"Jul","All Specialties",44,0.0726072607260726
"SB0801",2014-07-01,2014,"Jul","All Specialties",0,0
"S08000015",2014-08-01,2014,"Aug","All Specialties",934,0.137859778597786
"S08000016",2014-08-01,2014,"Aug","All Specialties",273,0.0962962962962963
"S08000017",2014-08-01,2014,"Aug","All Specialties",192,0.0814249363867684
"S08000018",2014-08-01,2014,"Aug","All Specialties",629,0.0992739898989901
"S08000019",2014-08-01,2014,"Aug","All Specialties",773,0.129502429217624
"S08000020",2014-08-01,2014,"Aug","All Specialties",755,0.118673373153097
"S08000021",2014-08-01,2014,"Aug","All Specialties",2289,0.0799176035193073
"S08000022",2014-08-01,2014,"Aug","All Specialties",1217,0.218648939992814
"S08000023",2014-08-01,2014,"Aug","All Specialties",718,0.0702200488997556
"S08000024",2014-08-01,2014,"Aug","All Specialties",2044,0.139837175891086
"S08000025",2014-08-01,2014,"Aug","All Specialties",32,0.0651731160896132
"S08000026",2014-08-01,2014,"Aug","All Specialties",33,0.055
"S08000027",2014-08-01,2014,"Aug","All Specialties",783,0.0781905332534453
"S08000028",2014-08-01,2014,"Aug","All Specialties",28,0.0554455445544556
"SB0801",2014-08-01,2014,"Aug","All Specialties",0,0
"S08000015",2014-09-01,2014,"Sep","All Specialties",1040,0.139991923542872
"S08000016",2014-09-01,2014,"Sep","All Specialties",260,0.0938289426199929
"S08000017",2014-09-01,2014,"Sep","All Specialties",247,0.0939878234398782
"S08000018",2014-09-01,2014,"Sep","All Specialties",789,0.108230452674897
"S08000019",2014-09-01,2014,"Sep","All Specialties",776,0.124239513288505
"S08000020",2014-09-01,2014,"Sep","All Specialties",677,0.0981443896781675
"S08000021",2014-09-01,2014,"Sep","All Specialties",2478,0.0809010773751224
"S08000022",2014-09-01,2014,"Sep","All Specialties",1298,0.221086697325839
"S08000023",2014-09-01,2014,"Sep","All Specialties",671,0.0655529503712389
"S08000024",2014-09-01,2014,"Sep","All Specialties",2163,0.138849659776608
"S08000025",2014-09-01,2014,"Sep","All Specialties",49,0.097609561752988
"S08000026",2014-09-01,2014,"Sep","All Specialties",21,0.0548302872062664
"S08000027",2014-09-01,2014,"Sep","All Specialties",954,0.0842458495231369
"S08000028",2014-09-01,2014,"Sep","All Specialties",42,0.0752688172043012
"SB0801",2014-09-01,2014,"Sep","All Specialties",0,0
"S08000015",2014-10-01,2014,"Oct","All Specialties",1142,0.146522966384398
"S08000016",2014-10-01,2014,"Oct","All Specialties",301,0.099471249173827
"S08000017",2014-10-01,2014,"Oct","All Specialties",231,0.088302752293578
"S08000018",2014-10-01,2014,"Oct","All Specialties",777,0.117513611615245
"S08000019",2014-10-01,2014,"Oct","All Specialties",725,0.124763379796937
"S08000020",2014-10-01,2014,"Oct","All Specialties",812,0.119834710743802
"S08000021",2014-10-01,2014,"Oct","All Specialties",2615,0.0833572407637628
"S08000022",2014-10-01,2014,"Oct","All Specialties",1363,0.243784653908067
"S08000023",2014-10-01,2014,"Oct","All Specialties",745,0.0704891664301256
"S08000024",2014-10-01,2014,"Oct","All Specialties",2014,0.126738405386697
"S08000025",2014-10-01,2014,"Oct","All Specialties",30,0.0714285714285714
"S08000026",2014-10-01,2014,"Oct","All Specialties",33,0.0580985915492955
"S08000027",2014-10-01,2014,"Oct","All Specialties",980,0.0949244478884154
"S08000028",2014-10-01,2014,"Oct","All Specialties",27,0.0557851239669419
"SB0801",2014-10-01,2014,"Oct","All Specialties",0,0
"S08000015",2014-11-01,2014,"Nov","All Specialties",1335,0.187447346251053
"S08000016",2014-11-01,2014,"Nov","All Specialties",293,0.0996598639455784
"S08000017",2014-11-01,2014,"Nov","All Specialties",219,0.088807785888078
"S08000018",2014-11-01,2014,"Nov","All Specialties",906,0.132243468106846
"S08000019",2014-11-01,2014,"Nov","All Specialties",766,0.13138936535163
"S08000020",2014-11-01,2014,"Nov","All Specialties",1212,0.163761653830564
"S08000021",2014-11-01,2014,"Nov","All Specialties",2589,0.0889690721649484
"S08000022",2014-11-01,2014,"Nov","All Specialties",1413,0.2453125
"S08000023",2014-11-01,2014,"Nov","All Specialties",780,0.0787163184983348
"S08000024",2014-11-01,2014,"Nov","All Specialties",2137,0.140786613083866
"S08000025",2014-11-01,2014,"Nov","All Specialties",32,0.0583941605839416
"S08000026",2014-11-01,2014,"Nov","All Specialties",25,0.0497017892644136
"S08000027",2014-11-01,2014,"Nov","All Specialties",1066,0.106995884773663
"S08000028",2014-11-01,2014,"Nov","All Specialties",34,0.0675944333996025
"SB0801",2014-11-01,2014,"Nov","All Specialties",0,0
"S08000015",2014-12-01,2014,"Dec","All Specialties",1132,0.172141119221411
"S08000016",2014-12-01,2014,"Dec","All Specialties",256,0.0919870643190799
"S08000017",2014-12-01,2014,"Dec","All Specialties",201,0.091239219246482
"S08000018",2014-12-01,2014,"Dec","All Specialties",917,0.133381818181818
"S08000019",2014-12-01,2014,"Dec","All Specialties",565,0.10317750182615
"S08000020",2014-12-01,2014,"Dec","All Specialties",938,0.151461327305022
"S08000021",2014-12-01,2014,"Dec","All Specialties",2466,0.0851842896127672
"S08000022",2014-12-01,2014,"Dec","All Specialties",1210,0.222795065365494
"S08000023",2014-12-01,2014,"Dec","All Specialties",713,0.0737942454978265
"S08000024",2014-12-01,2014,"Dec","All Specialties",1873,0.136875182695118
"S08000025",2014-12-01,2014,"Dec","All Specialties",8,0.0216216216216216
"S08000026",2014-12-01,2014,"Dec","All Specialties",30,0.0671140939597317
"S08000027",2014-12-01,2014,"Dec","All Specialties",970,0.0973504616619831
"S08000028",2014-12-01,2014,"Dec","All Specialties",20,0.0597014925373134
"SB0801",2014-12-01,2014,"Dec","All Specialties",0,0
"S08000015",2015-01-01,2015,"Jan","All Specialties",1606,0.220150788211103
"S08000016",2015-01-01,2015,"Jan","All Specialties",296,0.0994957983193278
"S08000017",2015-01-01,2015,"Jan","All Specialties",221,0.0942832764505119
"S08000018",2015-01-01,2015,"Jan","All Specialties",974,0.141837774865298
"S08000019",2015-01-01,2015,"Jan","All Specialties",697,0.118800068177944
"S08000020",2015-01-01,2015,"Jan","All Specialties",1102,0.155891922478427
"S08000021",2015-01-01,2015,"Jan","All Specialties",2425,0.0849833537760644
"S08000022",2015-01-01,2015,"Jan","All Specialties",1368,0.256708575717771
"S08000023",2015-01-01,2015,"Jan","All Specialties",740,0.0740518362853996
"S08000024",2015-01-01,2015,"Jan","All Specialties",2103,0.148653424754365
"S08000025",2015-01-01,2015,"Jan","All Specialties",22,0.0520094562647752
"S08000026",2015-01-01,2015,"Jan","All Specialties",53,0.130864197530864
"S08000027",2015-01-01,2015,"Jan","All Specialties",1179,0.12015898899307
"S08000028",2015-01-01,2015,"Jan","All Specialties",33,0.0726872246696035
"SB0801",2015-01-01,2015,"Jan","All Specialties",0,0
"S08000015",2015-02-01,2015,"Feb","All Specialties",1535,0.222302679217958
"S08000016",2015-02-01,2015,"Feb","All Specialties",287,0.100314575323314
"S08000017",2015-02-01,2015,"Feb","All Specialties",231,0.100609756097561
"S08000018",2015-02-01,2015,"Feb","All Specialties",945,0.146239554317549
"S08000019",2015-02-01,2015,"Feb","All Specialties",610,0.10274549435742
"S08000020",2015-02-01,2015,"Feb","All Specialties",1124,0.15893665158371
"S08000021",2015-02-01,2015,"Feb","All Specialties",2216,0.0835879446267586
"S08000022",2015-02-01,2015,"Feb","All Specialties",1402,0.258480825958702
"S08000023",2015-02-01,2015,"Feb","All Specialties",746,0.077984528538574
"S08000024",2015-02-01,2015,"Feb","All Specialties",2027,0.142565761710508
"S08000025",2015-02-01,2015,"Feb","All Specialties",45,0.103686635944701
"S08000026",2015-02-01,2015,"Feb","All Specialties",69,0.135559921414538
"S08000027",2015-02-01,2015,"Feb","All Specialties",1216,0.125025704297759
"S08000028",2015-02-01,2015,"Feb","All Specialties",47,0.0893536121673004
"SB0801",2015-02-01,2015,"Feb","All Specialties",0,0
"S08000015",2015-03-01,2015,"Mar","All Specialties",1732,0.216067864271457
"S08000016",2015-03-01,2015,"Mar","All Specialties",301,0.0988830486202366
"S08000017",2015-03-01,2015,"Mar","All Specialties",263,0.096125730994152
"S08000018",2015-03-01,2015,"Mar","All Specialties",985,0.13712933314771
"S08000019",2015-03-01,2015,"Mar","All Specialties",636,0.10220151052547
"S08000020",2015-03-01,2015,"Mar","All Specialties",1265,0.163415579382509
"S08000021",2015-03-01,2015,"Mar","All Specialties",2646,0.0870337477797514
"S08000022",2015-03-01,2015,"Mar","All Specialties",1429,0.241018721538202
"S08000023",2015-03-01,2015,"Mar","All Specialties",835,0.0769940064545874
"S08000024",2015-03-01,2015,"Mar","All Specialties",1861,0.120165299928973
"S08000025",2015-03-01,2015,"Mar","All Specialties",19,0.0344827586206895
"S08000026",2015-03-01,2015,"Mar","All Specialties",38,0.0818965517241379
"S08000027",2015-03-01,2015,"Mar","All Specialties",1368,0.130758937105716
"S08000028",2015-03-01,2015,"Mar","All Specialties",40,0.0764818355640535
"SB0801",2015-03-01,2015,"Mar","All Specialties",0,0
"S08000015",2015-04-01,2015,"Apr","All Specialties",1391,0.208545727136432
"S08000016",2015-04-01,2015,"Apr","All Specialties",278,0.0939824205544286
"S08000017",2015-04-01,2015,"Apr","All Specialties",197,0.0824612808706572
"S08000018",2015-04-01,2015,"Apr","All Specialties",770,0.118043844856661
"S08000019",2015-04-01,2015,"Apr","All Specialties",476,0.080952380952381
"S08000020",2015-04-01,2015,"Apr","All Specialties",1293,0.179458709229702
"S08000021",2015-04-01,2015,"Apr","All Specialties",2542,0.0956250235112663
"S08000022",2015-04-01,2015,"Apr","All Specialties",1206,0.217610970768676
"S08000023",2015-04-01,2015,"Apr","All Specialties",790,0.0811838454424005
"S08000024",2015-04-01,2015,"Apr","All Specialties",2001,0.13850626427632
"S08000025",2015-04-01,2015,"Apr","All Specialties",19,0.0392561983471075
"S08000026",2015-04-01,2015,"Apr","All Specialties",73,0.154334038054968
"S08000027",2015-04-01,2015,"Apr","All Specialties",1236,0.12892458537603
"S08000028",2015-04-01,2015,"Apr","All Specialties",31,0.0731132075471695
"SB0801",2015-04-01,2015,"Apr","All Specialties",0,0
"S08000015",2015-05-01,2015,"May","All Specialties",1237,0.17643702752817
"S08000016",2015-05-01,2015,"May","All Specialties",260,0.0973053892215567
"S08000017",2015-05-01,2015,"May","All Specialties",197,0.082392304475115
"S08000018",2015-05-01,2015,"May","All Specialties",721,0.10626381724392
"S08000019",2015-05-01,2015,"May","All Specialties",372,0.0630936227951152
"S08000020",2015-05-01,2015,"May","All Specialties",1312,0.178892827924734
"S08000021",2015-05-01,2015,"May","All Specialties",2330,0.0853855174435649
"S08000022",2015-05-01,2015,"May","All Specialties",1285,0.222126188418323
"S08000023",2015-05-01,2015,"May","All Specialties",829,0.0819089022823831
"S08000024",2015-05-01,2015,"May","All Specialties",1849,0.129608860227113
"S08000025",2015-05-01,2015,"May","All Specialties",14,0.0319634703196349
"S08000026",2015-05-01,2015,"May","All Specialties",20,0.0375234521575984
"S08000027",2015-05-01,2015,"May","All Specialties",1195,0.122388365424007
"S08000028",2015-05-01,2015,"May","All Specialties",29,0.0562015503875968
"SB0801",2015-05-01,2015,"May","All Specialties",0,0
"S08000015",2015-06-01,2015,"Jun","All Specialties",1433,0.197518952446589
"S08000016",2015-06-01,2015,"Jun","All Specialties",268,0.0953058321479374
"S08000017",2015-06-01,2015,"Jun","All Specialties",261,0.102999210734018
"S08000018",2015-06-01,2015,"Jun","All Specialties",685,0.0937585546126471
"S08000019",2015-06-01,2015,"Jun","All Specialties",389,0.0610675039246468
"S08000020",2015-06-01,2015,"Jun","All Specialties",1371,0.177659712323442
"S08000021",2015-06-01,2015,"Jun","All Specialties",2698,0.0893140889830508
"S08000022",2015-06-01,2015,"Jun","All Specialties",1366,0.216894252143538
"S08000023",2015-06-01,2015,"Jun","All Specialties",812,0.0764883195177091
"S08000024",2015-06-01,2015,"Jun","All Specialties",2265,0.141033623910336
"S08000025",2015-06-01,2015,"Jun","All Specialties",20,0.0510204081632653
"S08000026",2015-06-01,2015,"Jun","All Specialties",30,0.0524475524475524
"S08000027",2015-06-01,2015,"Jun","All Specialties",1206,0.114312796208531
"S08000028",2015-06-01,2015,"Jun","All Specialties",35,0.0675675675675675
"SB0801",2015-06-01,2015,"Jun","All Specialties",0,0
"S08000015",2015-07-01,2015,"Jul","All Specialties",1481,0.210429099175902
"S08000016",2015-07-01,2015,"Jul","All Specialties",256,0.0936014625228521
"S08000017",2015-07-01,2015,"Jul","All Specialties",297,0.107803992740472
"S08000018",2015-07-01,2015,"Jul","All Specialties",709,0.103037349222497
"S08000019",2015-07-01,2015,"Jul","All Specialties",399,0.06751269035533
"S08000020",2015-07-01,2015,"Jul","All Specialties",1297,0.185710194730813
"S08000021",2015-07-01,2015,"Jul","All Specialties",2701,0.0981147153910422
"S08000022",2015-07-01,2015,"Jul","All Specialties",1110,0.182475752096005
"S08000023",2015-07-01,2015,"Jul","All Specialties",857,0.0883596247035776
"S08000024",2015-07-01,2015,"Jul","All Specialties",1941,0.127378921118257
"S08000025",2015-07-01,2015,"Jul","All Specialties",25,0.0588235294117648
"S08000026",2015-07-01,2015,"Jul","All Specialties",30,0.0649350649350651
"S08000027",2015-07-01,2015,"Jul","All Specialties",1182,0.114801864801865
"S08000028",2015-07-01,2015,"Jul","All Specialties",29,0.061181434599156
"SB0801",2015-07-01,2015,"Jul","All Specialties",0,0
"S08000015",2015-08-01,2015,"Aug","All Specialties",1491,0.218557607739666
"S08000016",2015-08-01,2015,"Aug","All Specialties",273,0.0989130434782609
"S08000017",2015-08-01,2015,"Aug","All Specialties",276,0.102335928809789
"S08000018",2015-08-01,2015,"Aug","All Specialties",682,0.110840240533073
"S08000019",2015-08-01,2015,"Aug","All Specialties",412,0.0641045588921736
"S08000020",2015-08-01,2015,"Aug","All Specialties",1473,0.204327923429047
"S08000021",2015-08-01,2015,"Aug","All Specialties",2292,0.0787845455795408
"S08000022",2015-08-01,2015,"Aug","All Specialties",1082,0.189127774864534
"S08000023",2015-08-01,2015,"Aug","All Specialties",920,0.0907208362094468
"S08000024",2015-08-01,2015,"Aug","All Specialties",2201,0.148395361380798
"S08000025",2015-08-01,2015,"Aug","All Specialties",26,0.0670103092783504
"S08000026",2015-08-01,2015,"Aug","All Specialties",28,0.0434108527131783
"S08000027",2015-08-01,2015,"Aug","All Specialties",1422,0.129815592477634
"S08000028",2015-08-01,2015,"Aug","All Specialties",43,0.0851485148514852
"SB0801",2015-08-01,2015,"Aug","All Specialties",0,0
"S08000015",2015-09-01,2015,"Sep","All Specialties",1864,0.243915205443601
"S08000016",2015-09-01,2015,"Sep","All Specialties",295,0.0983333333333334
"S08000017",2015-09-01,2015,"Sep","All Specialties",259,0.0967139656460044
"S08000018",2015-09-01,2015,"Sep","All Specialties",949,0.133398931684003
"S08000019",2015-09-01,2015,"Sep","All Specialties",473,0.0664792691496836
"S08000020",2015-09-01,2015,"Sep","All Specialties",1725,0.235881307261042
"S08000021",2015-09-01,2015,"Sep","All Specialties",2325,0.0776656867985036
"S08000022",2015-09-01,2015,"Sep","All Specialties",1143,0.188800792864222
"S08000023",2015-09-01,2015,"Sep","All Specialties",954,0.0927113702623906
"S08000024",2015-09-01,2015,"Sep","All Specialties",2449,0.150531686028643
"S08000025",2015-09-01,2015,"Sep","All Specialties",18,0.0416666666666665
"S08000026",2015-09-01,2015,"Sep","All Specialties",39,0.0807453416149068
"S08000027",2015-09-01,2015,"Sep","All Specialties",1641,0.135575016523463
"S08000028",2015-09-01,2015,"Sep","All Specialties",33,0.0658682634730541
"SB0801",2015-09-01,2015,"Sep","All Specialties",0,0
"S08000015",2015-10-01,2015,"Oct","All Specialties",1866,0.289841565703635
"S08000016",2015-10-01,2015,"Oct","All Specialties",273,0.0968085106382981
"S08000017",2015-10-01,2015,"Oct","All Specialties",265,0.107417916497771
"S08000018",2015-10-01,2015,"Oct","All Specialties",759,0.121595642422301
"S08000019",2015-10-01,2015,"Oct","All Specialties",442,0.0679999999999999
"S08000020",2015-10-01,2015,"Oct","All Specialties",2130,0.278394981048229
"S08000021",2015-10-01,2015,"Oct","All Specialties",2399,0.0802046070007689
"S08000022",2015-10-01,2015,"Oct","All Specialties",963,0.17579408543264
"S08000023",2015-10-01,2015,"Oct","All Specialties",994,0.0994895405865279
"S08000024",2015-10-01,2015,"Oct","All Specialties",2604,0.160285608765235
"S08000025",2015-10-01,2015,"Oct","All Specialties",23,0.0543735224586288
"S08000026",2015-10-01,2015,"Oct","All Specialties",29,0.0595482546201233
"S08000027",2015-10-01,2015,"Oct","All Specialties",1558,0.14221816522136
"S08000028",2015-10-01,2015,"Oct","All Specialties",55,0.108910891089109
"SB0801",2015-10-01,2015,"Oct","All Specialties",0,0
"S08000015",2015-11-01,2015,"Nov","All Specialties",1936,0.245001265502404
"S08000016",2015-11-01,2015,"Nov","All Specialties",283,0.100425833924769
"S08000017",2015-11-01,2015,"Nov","All Specialties",273,0.098698481561822
"S08000018",2015-11-01,2015,"Nov","All Specialties",916,0.128129808364806
"S08000019",2015-11-01,2015,"Nov","All Specialties",572,0.0890133831310304
"S08000020",2015-11-01,2015,"Nov","All Specialties",1971,0.249651678277391
"S08000021",2015-11-01,2015,"Nov","All Specialties",2317,0.0741986101770903
"S08000022",2015-11-01,2015,"Nov","All Specialties",1194,0.202544529262087
"S08000023",2015-11-01,2015,"Nov","All Specialties",1197,0.109255202628697
"S08000024",2015-11-01,2015,"Nov","All Specialties",2749,0.174550765127945
"S08000025",2015-11-01,2015,"Nov","All Specialties",28,0.0597014925373134
"S08000026",2015-11-01,2015,"Nov","All Specialties",41,0.104060913705584
"S08000027",2015-11-01,2015,"Nov","All Specialties",1842,0.15899870522227
"S08000028",2015-11-01,2015,"Nov","All Specialties",46,0.0833333333333335
"SB0801",2015-11-01,2015,"Nov","All Specialties",0,0
"S08000015",2015-12-01,2015,"Dec","All Specialties",1526,0.226982002082404
"S08000016",2015-12-01,2015,"Dec","All Specialties",267,0.099182763744428
"S08000017",2015-12-01,2015,"Dec","All Specialties",219,0.09267879813796
"S08000018",2015-12-01,2015,"Dec","All Specialties",758,0.114311566882823
"S08000019",2015-12-01,2015,"Dec","All Specialties",628,0.10325550805656
"S08000020",2015-12-01,2015,"Dec","All Specialties",1445,0.19606512890095
