"hb19_code","date","year","month","specialty","waits_over_18_weeks_count","waits_over_18_weeks_percent"
"S08000022",2018-01-01,2018,"Jan","All Specialties",1563,0.209292983395822
"S08000023",2018-01-01,2018,"Jan","All Specialties",1746,0.17781851512374
"S08000024",2018-01-01,2018,"Jan","All Specialties",3594,0.247622984704423
"S08000025",2018-01-01,2018,"Jan","All Specialties",17,0.0220779220779219
"S08000026",2018-01-01,2018,"Jan","All Specialties",22,0.0645161290322579
"S08000027",2018-01-01,2018,"Jan","All Specialties",1909,0.249412072119153
"S08000028",2018-01-01,2018,"Jan","All Specialties",57,0.107750472589792
"SB0801",2018-01-01,2018,"Jan","All Specialties",2,0.0129032258064515
"S08000015",2018-02-01,2018,"Feb","All Specialties",1407,0.219878105954055
"S08000016",2018-02-01,2018,"Feb","All Specialties",435,0.143092105263158
"S08000017",2018-02-01,2018,"Feb","All Specialties",302,0.137899543378995
"S08000019",2018-02-01,2018,"Feb","All Specialties",994,0.173200906081199
"S08000020",2018-02-01,2018,"Feb","All Specialties",2292,0.339706536238328
"S08000021",2018-02-01,2018,"Feb","All Specialties",2676,0.106537144677124
"S08000022",2018-02-01,2018,"Feb","All Specialties",1305,0.186561829878485
"S08000023",2018-02-01,2018,"Feb","All Specialties",1786,0.184752249922416
"S08000024",2018-02-01,2018,"Feb","All Specialties",3216,0.254853791901101
"S08000025",2018-02-01,2018,"Feb","All Specialties",57,0.0725190839694656
"S08000026",2018-02-01,2018,"Feb","All Specialties",59,0.141148325358852
"S08000028",2018-02-01,2018,"Feb","All Specialties",38,0.0701107011070112
"S08000029",2018-02-01,2018,"Feb","All Specialties",1123,0.208078562164165
"S08000030",2018-02-01,2018,"Feb","All Specialties",1989,0.282970550576184
"SB0801",2018-02-01,2018,"Feb","All Specialties",1,0.00523560209424079
"S08000015",2018-03-01,2018,"Mar","All Specialties",1418,0.213618559807171
"S08000016",2018-03-01,2018,"Mar","All Specialties",365,0.132969034608379
"S08000017",2018-03-01,2018,"Mar","All Specialties",392,0.158833063209076
"S08000019",2018-03-01,2018,"Mar","All Specialties",1072,0.166407947842285
"S08000020",2018-03-01,2018,"Mar","All Specialties",2487,0.344985434873075
"S08000021",2018-03-01,2018,"Mar","All Specialties",2760,0.106584282680054
"S08000022",2018-03-01,2018,"Mar","All Specialties",1379,0.183304532766184
"S08000023",2018-03-01,2018,"Mar","All Specialties",1879,0.178629147257344
"S08000024",2018-03-01,2018,"Mar","All Specialties",3009,0.253988351481388
"S08000025",2018-03-01,2018,"Mar","All Specialties",11,0.0113519091847265
"S08000026",2018-03-01,2018,"Mar","All Specialties",76,0.182254196642686
"S08000028",2018-03-01,2018,"Mar","All Specialties",49,0.0834752981260648
"S08000029",2018-03-01,2018,"Mar","All Specialties",1104,0.209408194233687
"S08000030",2018-03-01,2018,"Mar","All Specialties",2130,0.280669389906443
"SB0801",2018-03-01,2018,"Mar","All Specialties",2,0.0103626943005182
"S08000015",2018-04-01,2018,"Apr","All Specialties",1353,0.214727820980797
"S08000016",2018-04-01,2018,"Apr","All Specialties",251,0.0998806207719857
"S08000017",2018-04-01,2018,"Apr","All Specialties",358,0.152730375426621
"S08000019",2018-04-01,2018,"Apr","All Specialties",1014,0.1648244473342
"S08000020",2018-04-01,2018,"Apr","All Specialties",2251,0.33824192336589
"S08000021",2018-04-01,2018,"Apr","All Specialties",2792,0.117468865701784
"S08000022",2018-04-01,2018,"Apr","All Specialties",1499,0.202649722860619
"S08000023",2018-04-01,2018,"Apr","All Specialties",1186,0.13910391742904
"S08000024",2018-04-01,2018,"Apr","All Specialties",3590,0.285011114639568
"S08000025",2018-04-01,2018,"Apr","All Specialties",35,0.04375
"S08000026",2018-04-01,2018,"Apr","All Specialties",60,0.148514851485149
"S08000028",2018-04-01,2018,"Apr","All Specialties",20,0.0373134328358208
"S08000029",2018-04-01,2018,"Apr","All Specialties",1218,0.228389274329646
"S08000030",2018-04-01,2018,"Apr","All Specialties",1570,0.232076866223208
"SB0801",2018-04-01,2018,"Apr","All Specialties",0,0
"S08000015",2018-05-01,2018,"May","All Specialties",1341,0.183975854026615
"S08000016",2018-05-01,2018,"May","All Specialties",265,0.0891955570514981
"S08000017",2018-05-01,2018,"May","All Specialties",273,0.10748031496063
"S08000019",2018-05-01,2018,"May","All Specialties",1062,0.149115417017692
"S08000020",2018-05-01,2018,"May","All Specialties",2397,0.313210505684046
"S08000021",2018-05-01,2018,"May","All Specialties",3274,0.117150320249043
"S08000022",2018-05-01,2018,"May","All Specialties",1501,0.179309520965237
"S08000023",2018-05-01,2018,"May","All Specialties",1339,0.124976666044428
"S08000024",2018-05-01,2018,"May","All Specialties",3723,0.259967879338035
"S08000025",2018-05-01,2018,"May","All Specialties",65,0.0625601539942252
"S08000026",2018-05-01,2018,"May","All Specialties",40,0.103359173126615
"S08000028",2018-05-01,2018,"May","All Specialties",44,0.0714285714285714
"S08000029",2018-05-01,2018,"May","All Specialties",1254,0.198574821852732
"S08000030",2018-05-01,2018,"May","All Specialties",1744,0.218793125078409
"SB0801",2018-05-01,2018,"May","All Specialties",2,0.0121951219512196
"S08000015",2018-06-01,2018,"Jun","All Specialties",1174,0.182496502409451
"S08000016",2018-06-01,2018,"Jun","All Specialties",255,0.0942350332594236
"S08000017",2018-06-01,2018,"Jun","All Specialties",209,0.0892018779342725
"S08000019",2018-06-01,2018,"Jun","All Specialties",946,0.148859166011015
"S08000020",2018-06-01,2018,"Jun","All Specialties",2253,0.331226109967657
"S08000021",2018-06-01,2018,"Jun","All Specialties",3233,0.11948848726762
"S08000022",2018-06-01,2018,"Jun","All Specialties",1328,0.173821989528796
"S08000023",2018-06-01,2018,"Jun","All Specialties",997,0.101786625829505
"S08000024",2018-06-01,2018,"Jun","All Specialties",3417,0.249835490239087
"S08000025",2018-06-01,2018,"Jun","All Specialties",64,0.07710843373494
"S08000026",2018-06-01,2018,"Jun","All Specialties",50,0.144927536231884
"S08000028",2018-06-01,2018,"Jun","All Specialties",27,0.0516252390057361
"S08000029",2018-06-01,2018,"Jun","All Specialties",1137,0.196712802768166
"S08000030",2018-06-01,2018,"Jun","All Specialties",1699,0.228176201987644
"SB0801",2018-06-01,2018,"Jun","All Specialties",6,0.036144578313253
"S08000015",2018-07-01,2018,"Jul","All Specialties",1233,0.188936561446522
"S08000016",2018-07-01,2018,"Jul","All Specialties",246,0.0998781973203411
"S08000017",2018-07-01,2018,"Jul","All Specialties",239,0.109834558823529
"S08000019",2018-07-01,2018,"Jul","All Specialties",749,0.13605812897366
"S08000020",2018-07-01,2018,"Jul","All Specialties",1892,0.305309020493787
"S08000021",2018-07-01,2018,"Jul","All Specialties",2878,0.12155256155763
"S08000022",2018-07-01,2018,"Jul","All Specialties",1188,0.163007683863886
"S08000023",2018-07-01,2018,"Jul","All Specialties",976,0.102553325627824
"S08000024",2018-07-01,2018,"Jul","All Specialties",3458,0.261731759006963
"S08000025",2018-07-01,2018,"Jul","All Specialties",49,0.0498981670061101
"S08000026",2018-07-01,2018,"Jul","All Specialties",37,0.106628242074928
"S08000028",2018-07-01,2018,"Jul","All Specialties",41,0.088937093275488
"S08000029",2018-07-01,2018,"Jul","All Specialties",1016,0.186217008797654
"S08000030",2018-07-01,2018,"Jul","All Specialties",1274,0.208578912901113
"SB0801",2018-07-01,2018,"Jul","All Specialties",3,0.0145631067961163
"S08000015",2018-08-01,2018,"Aug","All Specialties",1371,0.18572202655107
"S08000016",2018-08-01,2018,"Aug","All Specialties",256,0.100274187230709
"S08000017",2018-08-01,2018,"Aug","All Specialties",218,0.0895645028759244
"S08000019",2018-08-01,2018,"Aug","All Specialties",1011,0.148197009674582
"S08000020",2018-08-01,2018,"Aug","All Specialties",2413,0.342609683373562
"S08000021",2018-08-01,2018,"Aug","All Specialties",3239,0.115045819421752
"S08000022",2018-08-01,2018,"Aug","All Specialties",1420,0.184152509402153
"S08000023",2018-08-01,2018,"Aug","All Specialties",1321,0.121908453303802
"S08000024",2018-08-01,2018,"Aug","All Specialties",3740,0.26693312397402
"S08000025",2018-08-01,2018,"Aug","All Specialties",47,0.0545243619489559
"S08000026",2018-08-01,2018,"Aug","All Specialties",48,0.122762148337596
"S08000028",2018-08-01,2018,"Aug","All Specialties",67,0.127134724857685
"S08000029",2018-08-01,2018,"Aug","All Specialties",1139,0.190851206434316
"S08000030",2018-08-01,2018,"Aug","All Specialties",1649,0.21783355350066
"SB0801",2018-08-01,2018,"Aug","All Specialties",6,0.0236220472440943
"S08000015",2018-09-01,2018,"Sep","All Specialties",1358,0.198190309398716
"S08000016",2018-09-01,2018,"Sep","All Specialties",244,0.100287710645294
"S08000017",2018-09-01,2018,"Sep","All Specialties",206,0.0944954128440368
"S08000019",2018-09-01,2018,"Sep","All Specialties",1063,0.176519428761209
"S08000020",2018-09-01,2018,"Sep","All Specialties",2252,0.355822404803286
"S08000021",2018-09-01,2018,"Sep","All Specialties",2957,0.116454001260239
"S08000022",2018-09-01,2018,"Sep","All Specialties",1538,0.209965870307167
"S08000023",2018-09-01,2018,"Sep","All Specialties",1353,0.134506412168208
"S08000024",2018-09-01,2018,"Sep","All Specialties",3586,0.297445255474452
"S08000025",2018-09-01,2018,"Sep","All Specialties",89,0.09508547008547
"S08000026",2018-09-01,2018,"Sep","All Specialties",80,0.233918128654971
"S08000028",2018-09-01,2018,"Sep","All Specialties",72,0.12565445026178
"S08000029",2018-09-01,2018,"Sep","All Specialties",1134,0.203883495145631
"S08000030",2018-09-01,2018,"Sep","All Specialties",1597,0.230613718411552
"SB0801",2018-09-01,2018,"Sep","All Specialties",9,0.0463917525773196
"S08000015",2018-10-01,2018,"Oct","All Specialties",1657,0.223556395035078
"S08000016",2018-10-01,2018,"Oct","All Specialties",263,0.098501872659176
"S08000017",2018-10-01,2018,"Oct","All Specialties",247,0.0977443609022557
"S08000019",2018-10-01,2018,"Oct","All Specialties",1364,0.192655367231638
"S08000020",2018-10-01,2018,"Oct","All Specialties",2645,0.353562357973533
"S08000021",2018-10-01,2018,"Oct","All Specialties",5200,0.178780169153545
"S08000022",2018-10-01,2018,"Oct","All Specialties",1501,0.199813631522897
"S08000023",2018-10-01,2018,"Oct","All Specialties",1671,0.149050040139149
"S08000024",2018-10-01,2018,"Oct","All Specialties",4201,0.301082204543826
"S08000025",2018-10-01,2018,"Oct","All Specialties",39,0.0390390390390393
"S08000026",2018-10-01,2018,"Oct","All Specialties",52,0.112068965517241
"S08000028",2018-10-01,2018,"Oct","All Specialties",91,0.134615384615385
"S08000029",2018-10-01,2018,"Oct","All Specialties",1290,0.221269296740995
"S08000030",2018-10-01,2018,"Oct","All Specialties",1660,0.230908332174155
"SB0801",2018-10-01,2018,"Oct","All Specialties",16,0.0909090909090909
"S08000015",2018-11-01,2018,"Nov","All Specialties",1638,0.214650766609881
"S08000016",2018-11-01,2018,"Nov","All Specialties",202,0.0752047654504839
"S08000017",2018-11-01,2018,"Nov","All Specialties",277,0.104964001515726
"S08000019",2018-11-01,2018,"Nov","All Specialties",1280,0.180637877504939
"S08000020",2018-11-01,2018,"Nov","All Specialties",2685,0.368211738891936
"S08000021",2018-11-01,2018,"Nov","All Specialties",5262,0.185556104097609
"S08000022",2018-11-01,2018,"Nov","All Specialties",1700,0.200329955220363
"S08000023",2018-11-01,2018,"Nov","All Specialties",2004,0.170306790175916
"S08000024",2018-11-01,2018,"Nov","All Specialties",4345,0.292435051823933
"S08000025",2018-11-01,2018,"Nov","All Specialties",47,0.0562200956937799
"S08000026",2018-11-01,2018,"Nov","All Specialties",92,0.180039138943249
"S08000028",2018-11-01,2018,"Nov","All Specialties",59,0.0951612903225807
"S08000029",2018-11-01,2018,"Nov","All Specialties",1280,0.214801141131062
"S08000030",2018-11-01,2018,"Nov","All Specialties",1940,0.246099200811874
"SB0801",2018-11-01,2018,"Nov","All Specialties",20,0.116959064327485
"S08000015",2018-12-01,2018,"Dec","All Specialties",1319,0.223067816675123
"S08000016",2018-12-01,2018,"Dec","All Specialties",196,0.0957966764418375
"S08000017",2018-12-01,2018,"Dec","All Specialties",191,0.100738396624473
"S08000019",2018-12-01,2018,"Dec","All Specialties",1060,0.174428171795294
"S08000020",2018-12-01,2018,"Dec","All Specialties",2091,0.341890124264225
"S08000021",2018-12-01,2018,"Dec","All Specialties",4042,0.174164081351258
"S08000022",2018-12-01,2018,"Dec","All Specialties",1337,0.204810049019608
"S08000023",2018-12-01,2018,"Dec","All Specialties",1540,0.157689944706123
"S08000024",2018-12-01,2018,"Dec","All Specialties",3158,0.278975265017668
"S08000025",2018-12-01,2018,"Dec","All Specialties",36,0.0542168674698796
"S08000026",2018-12-01,2018,"Dec","All Specialties",119,0.259825327510917
"S08000028",2018-12-01,2018,"Dec","All Specialties",39,0.0904872389791184
"S08000029",2018-12-01,2018,"Dec","All Specialties",919,0.196409489207096
"S08000030",2018-12-01,2018,"Dec","All Specialties",1449,0.238518518518518
"SB0801",2018-12-01,2018,"Dec","All Specialties",20,0.170940170940171
"S08000015",2019-01-01,2019,"Jan","All Specialties",1672,0.229512697323267
"S08000016",2019-01-01,2019,"Jan","All Specialties",256,0.0985373364126252
"S08000017",2019-01-01,2019,"Jan","All Specialties",237,0.100936967632027
"S08000019",2019-01-01,2019,"Jan","All Specialties",1382,0.18620317973592
"S08000020",2019-01-01,2019,"Jan","All Specialties",2653,0.373819923911512
"S08000021",2019-01-01,2019,"Jan","All Specialties",5635,0.202799971208522
"S08000022",2019-01-01,2019,"Jan","All Specialties",1501,0.197370151216305
"S08000023",2019-01-01,2019,"Jan","All Specialties",1973,0.165645201914197
"S08000024",2019-01-01,2019,"Jan","All Specialties",4062,0.296388179496534
"S08000025",2019-01-01,2019,"Jan","All Specialties",46,0.0585241730279898
"S08000026",2019-01-01,2019,"Jan","All Specialties",39,0.117469879518072
"S08000028",2019-01-01,2019,"Jan","All Specialties",58,0.103756708407871
"S08000029",2019-01-01,2019,"Jan","All Specialties",1396,0.231240682458175
"S08000030",2019-01-01,2019,"Jan","All Specialties",1850,0.247856377277599
"SB0801",2019-01-01,2019,"Jan","All Specialties",22,0.134146341463415
"S08000015",2019-02-01,2019,"Feb","All Specialties",1515,0.228541258108312
"S08000016",2019-02-01,2019,"Feb","All Specialties",258,0.100428182172051
"S08000017",2019-02-01,2019,"Feb","All Specialties",320,0.146386093321135
"S08000019",2019-02-01,2019,"Feb","All Specialties",1128,0.163005780346821
"S08000020",2019-02-01,2019,"Feb","All Specialties",2684,0.381846635367762
"S08000021",2019-02-01,2019,"Feb","All Specialties",4958,0.195960633967037
"S08000022",2019-02-01,2019,"Feb","All Specialties",1464,0.202517637294232
"S08000023",2019-02-01,2019,"Feb","All Specialties",2034,0.177921623512946
"S08000024",2019-02-01,2019,"Feb","All Specialties",3547,0.287392643007616
"S08000025",2019-02-01,2019,"Feb","All Specialties",127,0.154313487241798
"S08000026",2019-02-01,2019,"Feb","All Specialties",71,0.167848699763594
"S08000028",2019-02-01,2019,"Feb","All Specialties",57,0.104014598540146
"S08000029",2019-02-01,2019,"Feb","All Specialties",1249,0.223195139385275
"S08000030",2019-02-01,2019,"Feb","All Specialties",1750,0.25979809976247
"SB0801",2019-02-01,2019,"Feb","All Specialties",18,0.117647058823529
"S08000015",2019-03-01,2019,"Mar","All Specialties",1788,0.243364638628011
"S08000016",2019-03-01,2019,"Mar","All Specialties",268,0.098856510512726
"S08000017",2019-03-01,2019,"Mar","All Specialties",284,0.124343257443082
"S08000019",2019-03-01,2019,"Mar","All Specialties",1125,0.161452353616533
"S08000020",2019-03-01,2019,"Mar","All Specialties",2908,0.383438818565401
"S08000021",2019-03-01,2019,"Mar","All Specialties",5873,0.215562488530006
"S08000022",2019-03-01,2019,"Mar","All Specialties",1575,0.196924231057764
"S08000023",2019-03-01,2019,"Mar","All Specialties",1786,0.155480107948115
"S08000024",2019-03-01,2019,"Mar","All Specialties",3884,0.290544584081388
"S08000025",2019-03-01,2019,"Mar","All Specialties",74,0.0918114143920596
"S08000026",2019-03-01,2019,"Mar","All Specialties",117,0.233532934131736
"S08000028",2019-03-01,2019,"Mar","All Specialties",36,0.0762711864406781
"S08000029",2019-03-01,2019,"Mar","All Specialties",1432,0.230670103092783
"S08000030",2019-03-01,2019,"Mar","All Specialties",2142,0.287246882124179
"SB0801",2019-03-01,2019,"Mar","All Specialties",34,0.202380952380952
"S08000015",2019-04-01,2019,"Apr","All Specialties",1706,0.238501328114078
"S08000016",2019-04-01,2019,"Apr","All Specialties",217,0.0919881305637982
"S08000017",2019-04-01,2019,"Apr","All Specialties",244,0.110009017132552
"S08000019",2019-04-01,2019,"Apr","All Specialties",975,0.165002538500592
"S08000020",2019-04-01,2019,"Apr","All Specialties",2665,0.356045424181697
"S08000022",2019-04-01,2019,"Apr","All Specialties",1405,0.197859456414589
"S08000024",2019-04-01,2019,"Apr","All Specialties",3276,0.266189973185992
"S08000025",2019-04-01,2019,"Apr","All Specialties",59,0.0728395061728396
"S08000026",2019-04-01,2019,"Apr","All Specialties",69,0.185483870967742
"S08000028",2019-04-01,2019,"Apr","All Specialties",61,0.0979133226324238
"S08000029",2019-04-01,2019,"Apr","All Specialties",1075,0.191009239516702
"S08000030",2019-04-01,2019,"Apr","All Specialties",1751,0.253364201996817
"S08000031",2019-04-01,2019,"Apr","All Specialties",5417,0.2193383811799
"S08000032",2019-04-01,2019,"Apr","All Specialties",1250,0.122645211930926
"SB0801",2019-04-01,2019,"Apr","All Specialties",24,0.132596685082873
"S08000015",2019-05-01,2019,"May","All Specialties",1599,0.199053902651562
"S08000016",2019-05-01,2019,"May","All Specialties",255,0.0945144551519644
"S08000017",2019-05-01,2019,"May","All Specialties",290,0.119735755573906
"S08000019",2019-05-01,2019,"May","All Specialties",1035,0.213622291021672
"S08000020",2019-05-01,2019,"May","All Specialties",2641,0.341479182829066
"S08000022",2019-05-01,2019,"May","All Specialties",1533,0.196010740314538
"S08000024",2019-05-01,2019,"May","All Specialties",3471,0.25072233458538
"S08000025",2019-05-01,2019,"May","All Specialties",38,0.0417124039517014
"S08000026",2019-05-01,2019,"May","All Specialties",104,0.171052631578947
"S08000028",2019-05-01,2019,"May","All Specialties",65,0.092460881934566
"S08000029",2019-05-01,2019,"May","All Specialties",1071,0.174146341463415
"S08000030",2019-05-01,2019,"May","All Specialties",1844,0.23526409798418
"S08000031",2019-05-01,2019,"May","All Specialties",5088,0.219546925566343
"S08000032",2019-05-01,2019,"May","All Specialties",1396,0.122800844475721
"SB0801",2019-05-01,2019,"May","All Specialties",22,0.131736526946108
"S08000015",2019-06-01,2019,"Jun","All Specialties",1508,0.213144876325088
"S08000016",2019-06-01,2019,"Jun","All Specialties",216,0.0994017487344685
"S08000017",2019-06-01,2019,"Jun","All Specialties",246,0.112482853223594
"S08000019",2019-06-01,2019,"Jun","All Specialties",973,0.204755892255892
"S08000020",2019-06-01,2019,"Jun","All Specialties",2065,0.293074084587
"S08000022",2019-06-01,2019,"Jun","All Specialties",1468,0.206121875877562
"S08000024",2019-06-01,2019,"Jun","All Specialties",3469,0.269206891199752
"S08000025",2019-06-01,2019,"Jun","All Specialties",29,0.052158273381295
"S08000026",2019-06-01,2019,"Jun","All Specialties",50,0.106609808102345
"S08000028",2019-06-01,2019,"Jun","All Specialties",36,0.0608108108108109
"S08000029",2019-06-01,2019,"Jun","All Specialties",958,0.165715274174018
"S08000030",2019-06-01,2019,"Jun","All Specialties",1751,0.24343111358265
"S08000031",2019-06-01,2019,"Jun","All Specialties",4916,0.218897497550984
"S08000032",2019-06-01,2019,"Jun","All Specialties",1355,0.122215206999188
"SB0801",2019-06-01,2019,"Jun","All Specialties",13,0.076923076923077
"S08000015",2019-07-01,2019,"Jul","All Specialties",1531,0.207031778228533
"S08000016",2019-07-01,2019,"Jul","All Specialties",219,0.0936297563061136
"S08000017",2019-07-01,2019,"Jul","All Specialties",260,0.115401686640035
"S08000019",2019-07-01,2019,"Jul","All Specialties",1005,0.206960461285008
"S08000020",2019-07-01,2019,"Jul","All Specialties",1972,0.282481019911187
"S08000022",2019-07-01,2019,"Jul","All Specialties",1572,0.198334595003785
"S08000024",2019-07-01,2019,"Jul","All Specialties",3551,0.268709799470299
"S08000025",2019-07-01,2019,"Jul","All Specialties",55,0.0585106382978722
"S08000026",2019-07-01,2019,"Jul","All Specialties",54,0.119469026548673
"S08000028",2019-07-01,2019,"Jul","All Specialties",37,0.0610561056105613
"S08000029",2019-07-01,2019,"Jul","All Specialties",1012,0.171003717472119
"S08000030",2019-07-01,2019,"Jul","All Specialties",1847,0.26621504756414
"S08000031",2019-07-01,2019,"Jul","All Specialties",4789,0.223388375781323
"S08000032",2019-07-01,2019,"Jul","All Specialties",1142,0.109765474817378
"SB0801",2019-07-01,2019,"Jul","All Specialties",15,0.096153846153846
"S08000015",2019-08-01,2019,"Aug","All Specialties",1698,0.21710778672804
"S08000016",2019-08-01,2019,"Aug","All Specialties",243,0.10020618556701
"S08000017",2019-08-01,2019,"Aug","All Specialties",325,0.151585820895522
"S08000019",2019-08-01,2019,"Aug","All Specialties",1125,0.231196054254007
"S08000020",2019-08-01,2019,"Aug","All Specialties",2545,0.328981385729059
"S08000022",2019-08-01,2019,"Aug","All Specialties",1534,0.209134287661895
"S08000024",2019-08-01,2019,"Aug","All Specialties",3327,0.266266506602641
"S08000025",2019-08-01,2019,"Aug","All Specialties",79,0.0861504907306434
"S08000026",2019-08-01,2019,"Aug","All Specialties",49,0.098
"S08000028",2019-08-01,2019,"Aug","All Specialties",39,0.0755813953488372
"S08000029",2019-08-01,2019,"Aug","All Specialties",1090,0.180254671738052
"S08000030",2019-08-01,2019,"Aug","All Specialties",2116,0.286876355748373
"S08000031",2019-08-01,2019,"Aug","All Specialties",5417,0.233360616895705
"S08000032",2019-08-01,2019,"Aug","All Specialties",1465,0.125438821816936
"SB0801",2019-08-01,2019,"Aug","All Specialties",20,0.128205128205128
"S08000015",2019-09-01,2019,"Sep","All Specialties",1437,0.198617829993089
"S08000016",2019-09-01,2019,"Sep","All Specialties",253,0.0963442498095963
"S08000017",2019-09-01,2019,"Sep","All Specialties",344,0.147576147576148
"S08000019",2019-09-01,2019,"Sep","All Specialties",1225,0.239024390243902
"S08000020",2019-09-01,2019,"Sep","All Specialties",2836,0.345938033666748
"S08000022",2019-09-01,2019,"Sep","All Specialties",1791,0.222070675759454
"S08000024",2019-09-01,2019,"Sep","All Specialties",3481,0.285327868852459
"S08000025",2019-09-01,2019,"Sep","All Specialties",76,0.0776302349336058
"S08000026",2019-09-01,2019,"Sep","All Specialties",65,0.13265306122449
"S08000028",2019-09-01,2019,"Sep","All Specialties",30,0.0530035335689049
"S08000029",2019-09-01,2019,"Sep","All Specialties",1230,0.202369200394867
"S08000030",2019-09-01,2019,"Sep","All Specialties",2203,0.286066744578626
"S08000031",2019-09-01,2019,"Sep","All Specialties",5626,0.248081841432225
"S08000032",2019-09-01,2019,"Sep","All Specialties",1312,0.124904798172125
"SB0801",2019-09-01,2019,"Sep","All Specialties",13,0.0787878787878787
"S08000015",2019-10-01,2019,"Oct","All Specialties",1545,0.191997017522058
"S08000016",2019-10-01,2019,"Oct","All Specialties",246,0.100162866449512
"S08000017",2019-10-01,2019,"Oct","All Specialties",359,0.144292604501608
"S08000019",2019-10-01,2019,"Oct","All Specialties",1132,0.221743388834476
"S08000020",2019-10-01,2019,"Oct","All Specialties",2371,0.306409925045231
"S08000022",2019-10-01,2019,"Oct","All Specialties",1759,0.225022387105028
"S08000024",2019-10-01,2019,"Oct","All Specialties",3426,0.2648013603339
"S08000025",2019-10-01,2019,"Oct","All Specialties",80,0.0863930885529156
"S08000026",2019-10-01,2019,"Oct","All Specialties",64,0.120075046904315
"S08000028",2019-10-01,2019,"Oct","All Specialties",41,0.069609507640068
"S08000029",2019-10-01,2019,"Oct","All Specialties",1168,0.203981837233671
"S08000030",2019-10-01,2019,"Oct","All Specialties",2196,0.286123778501629
"S08000031",2019-10-01,2019,"Oct","All Specialties",6166,0.240511760346374
"S08000032",2019-10-01,2019,"Oct","All Specialties",1287,0.123169681309216
"SB0801",2019-10-01,2019,"Oct","All Specialties",22,0.120218579234973
"S08000015",2019-11-01,2019,"Nov","All Specialties",1548,0.19391206313416
"S08000016",2019-11-01,2019,"Nov","All Specialties",344,0.135113904163394
"S08000017",2019-11-01,2019,"Nov","All Specialties",399,0.169715014887282
"S08000019",2019-11-01,2019,"Nov","All Specialties",1312,0.248484848484849
"S08000020",2019-11-01,2019,"Nov","All Specialties",2502,0.322132097334878
"S08000022",2019-11-01,2019,"Nov","All Specialties",1591,0.210282844303463
"S08000024",2019-11-01,2019,"Nov","All Specialties",3520,0.285923158151247
"S08000025",2019-11-01,2019,"Nov","All Specialties",55,0.0523809523809524
"S08000026",2019-11-01,2019,"Nov","All Specialties",69,0.131679389312977
"S08000028",2019-11-01,2019,"Nov","All Specialties",61,0.0963665086887836
"S08000029",2019-11-01,2019,"Nov","All Specialties",1191,0.191233140655106
"S08000030",2019-11-01,2019,"Nov","All Specialties",2265,0.298458294900514
"S08000031",2019-11-01,2019,"Nov","All Specialties",6111,0.250512421087153
"S08000032",2019-11-01,2019,"Nov","All Specialties",1376,0.119237435008665
"SB0801",2019-11-01,2019,"Nov","All Specialties",9,0.0629370629370629
"S08000015",2019-12-01,2019,"Dec","All Specialties",1144,0.17964824120603
"S08000016",2019-12-01,2019,"Dec","All Specialties",212,0.0946006247211066
"S08000017",2019-12-01,2019,"Dec","All Specialties",319,0.158391261171797
"S08000019",2019-12-01,2019,"Dec","All Specialties",1274,0.247811709784089
"S08000020",2019-12-01,2019,"Dec","All Specialties",1696,0.254234747414181
"S08000022",2019-12-01,2019,"Dec","All Specialties",1546,0.234811664641555
"S08000024",2019-12-01,2019,"Dec","All Specialties",2877,0.259985541297668
"S08000025",2019-12-01,2019,"Dec","All Specialties",22,0.0277078085642316
"S08000026",2019-12-01,2019,"Dec","All Specialties",58,0.134570765661253
"S08000028",2019-12-01,2019,"Dec","All Specialties",29,0.0625
"S08000029",2019-12-01,2019,"Dec","All Specialties",961,0.180029973772949
"S08000030",2019-12-01,2019,"Dec","All Specialties",1872,0.275496688741722
"S08000031",2019-12-01,2019,"Dec","All Specialties",4789,0.22900726855394
"S08000032",2019-12-01,2019,"Dec","All Specialties",955,0.1030983482673
"SB0801",2019-12-01,2019,"Dec","All Specialties",6,0.046875
"S08000015",2020-01-01,2020,"Jan","All Specialties",1481,0.20962491153574
"S08000016",2020-01-01,2020,"Jan","All Specialties",255,0.0987606506584043
"S08000017",2020-01-01,2020,"Jan","All Specialties",438,0.176399516713653
"S08000019",2020-01-01,2020,"Jan","All Specialties",1390,0.250811981234211
"S08000020",2020-01-01,2020,"Jan","All Specialties",2198,0.272907871864912
"S08000022",2020-01-01,2020,"Jan","All Specialties",1685,0.219429613230889
"S08000024",2020-01-01,2020,"Jan","All Specialties",3760,0.302908241359864
"S08000025",2020-01-01,2020,"Jan","All Specialties",30,0.0318809776833155
"S08000026",2020-01-01,2020,"Jan","All Specialties",63,0.138766519823788
"S08000028",2020-01-01,2020,"Jan","All Specialties",40,0.0770712909441233
"S08000029",2020-01-01,2020,"Jan","All Specialties",1256,0.21035002512142
"S08000030",2020-01-01,2020,"Jan","All Specialties",2361,0.304527279762672
"S08000031",2020-01-01,2020,"Jan","All Specialties",5783,0.245208616010855
"S08000032",2020-01-01,2020,"Jan","All Specialties",1170,0.110953058321479
"SB0801",2020-01-01,2020,"Jan","All Specialties",17,0.109677419354839
"S08000015",2020-02-01,2020,"Feb","All Specialties",1392,0.203419552827707
"S08000016",2020-02-01,2020,"Feb","All Specialties",218,0.0996343692870201
"S08000017",2020-02-01,2020,"Feb","All Specialties",380,0.170633138751684
