"stp20_nhs_code","date","year","month","completed","incomplete","new"
"QMJ",2021-10-01,2021,"Oct",44049,257269,55183
"QMM",2021-10-01,2021,"Oct",20601,138628,28518
"QNC",2021-10-01,2021,"Oct",16492,98419,19114
"QNQ",2021-10-01,2021,"Oct",10809,63283,14401
"QNX",2021-10-01,2021,"Oct",41644,218183,48571
"QOC",2021-10-01,2021,"Oct",11547,66932,11327
"QOP",2021-10-01,2021,"Oct",76251,492698,91726
"QOQ",2021-10-01,2021,"Oct",44362,193307,50601
"QOX",2021-10-01,2021,"Oct",20542,107116,24957
"QPM",2021-10-01,2021,"Oct",11862,63751,16813
"QR1",2021-10-01,2021,"Oct",9650,76621,17017
"QRL",2021-10-01,2021,"Oct",41225,195819,46796
"QRV",2021-10-01,2021,"Oct",50831,241396,63875
"QSL",2021-10-01,2021,"Oct",9145,56879,12107
"QT1",2021-10-01,2021,"Oct",27278,132163,30964
"QT6",2021-10-01,2021,"Oct",9931,49109,13373
"QU9",2021-10-01,2021,"Oct",32687,176359,39223
"QUA",2021-10-01,2021,"Oct",38412,203408,48816
"QUE",2021-10-01,2021,"Oct",24299,139500,29656
"QUY",2021-10-01,2021,"Oct",23267,131429,26824
"QVV",2021-10-01,2021,"Oct",14941,89937,18969
"QWE",2021-10-01,2021,"Oct",38978,160563,47991
"QWO",2021-10-01,2021,"Oct",51620,270455,65870
"QWU",2021-10-01,2021,"Oct",18438,113319,24532
"QXU",2021-10-01,2021,"Oct",26656,113577,31318
"QYG",2021-10-01,2021,"Oct",69770,347121,81949
"QE1",2021-11-01,2021,"Nov",40150,194888,47000
"QF7",2021-11-01,2021,"Nov",46368,184593,45018
"QGH",2021-11-01,2021,"Nov",13566,96076,17855
"QH8",2021-11-01,2021,"Nov",30117,147410,44157
"QHG",2021-11-01,2021,"Nov",18698,116138,27923
"QHL",2021-11-01,2021,"Nov",31672,259777,40565
"QHM",2021-11-01,2021,"Nov",96268,376237,116501
"QJ2",2021-11-01,2021,"Nov",23185,131953,28183
"QJG",2021-11-01,2021,"Nov",22756,107021,26528
"QJK",2021-11-01,2021,"Nov",32845,204689,40128
"QJM",2021-11-01,2021,"Nov",10242,66007,12889
"QK1",2021-11-01,2021,"Nov",19594,132322,20874
"QKK",2021-11-01,2021,"Nov",60288,249318,72311
"QKS",2021-11-01,2021,"Nov",39180,198015,43110
"QM7",2021-11-01,2021,"Nov",25287,133526,29994
"QMF",2021-11-01,2021,"Nov",39446,215617,52076
"QMJ",2021-11-01,2021,"Nov",50378,258682,60290
"QMM",2021-11-01,2021,"Nov",23957,137943,30067
"QNC",2021-11-01,2021,"Nov",19371,98975,21198
"QNQ",2021-11-01,2021,"Nov",12471,63168,15143
"QNX",2021-11-01,2021,"Nov",46995,221393,52032
"QOC",2021-11-01,2021,"Nov",12742,67711,12835
"QOP",2021-11-01,2021,"Nov",81978,498413,99146
"QOQ",2021-11-01,2021,"Nov",50744,192857,53578
"QOX",2021-11-01,2021,"Nov",22529,106547,25859
"QPM",2021-11-01,2021,"Nov",13216,64257,18310
"QR1",2021-11-01,2021,"Nov",11030,76580,17833
"QRL",2021-11-01,2021,"Nov",46496,197527,51119
"QRV",2021-11-01,2021,"Nov",55208,245234,67538
"QSL",2021-11-01,2021,"Nov",11419,56291,12734
"QT1",2021-11-01,2021,"Nov",30437,131664,33148
"QT6",2021-11-01,2021,"Nov",11859,49105,13760
"QU9",2021-11-01,2021,"Nov",34501,182396,43090
"QUA",2021-11-01,2021,"Nov",44525,199139,51760
"QUE",2021-11-01,2021,"Nov",28572,139525,32107
"QUY",2021-11-01,2021,"Nov",25557,131604,27436
"QVV",2021-11-01,2021,"Nov",16248,89083,19995
"QWE",2021-11-01,2021,"Nov",42823,162153,51098
"QWO",2021-11-01,2021,"Nov",57640,269716,69720
"QWU",2021-11-01,2021,"Nov",20407,111373,24818
"QXU",2021-11-01,2021,"Nov",29778,113939,32618
"QYG",2021-11-01,2021,"Nov",76757,347127,86122
"QE1",2021-12-01,2021,"Dec",32598,196041,39111
"QF7",2021-12-01,2021,"Dec",40845,194596,45399
"QGH",2021-12-01,2021,"Dec",11237,97090,15083
"QH8",2021-12-01,2021,"Dec",25042,150253,38406
"QHG",2021-12-01,2021,"Dec",15792,117612,23503
"QHL",2021-12-01,2021,"Dec",26436,258033,34365
"QHM",2021-12-01,2021,"Dec",79178,380373,95088
"QJ2",2021-12-01,2021,"Dec",19634,134977,24534
"QJG",2021-12-01,2021,"Dec",18148,108373,22415
"QJK",2021-12-01,2021,"Dec",27556,204375,34417
"QJM",2021-12-01,2021,"Dec",8140,68691,11710
"QK1",2021-12-01,2021,"Dec",16299,134361,17258
"QKK",2021-12-01,2021,"Dec",48505,255149,61874
"QKS",2021-12-01,2021,"Dec",31401,199646,37665
"QM7",2021-12-01,2021,"Dec",18384,135598,26167
"QMF",2021-12-01,2021,"Dec",31096,219729,43816
"QMJ",2021-12-01,2021,"Dec",39842,263322,49220
"QMM",2021-12-01,2021,"Dec",19541,139980,25436
"QNC",2021-12-01,2021,"Dec",15568,100091,17024
"QNQ",2021-12-01,2021,"Dec",10180,63458,12703
"QNX",2021-12-01,2021,"Dec",37675,222886,43180
"QOC",2021-12-01,2021,"Dec",10302,67849,10392
"QOP",2021-12-01,2021,"Dec",67309,503671,78541
"QOQ",2021-12-01,2021,"Dec",40939,195783,46076
"QOX",2021-12-01,2021,"Dec",19304,105702,21710
"QPM",2021-12-01,2021,"Dec",10684,65680,14949
"QR1",2021-12-01,2021,"Dec",9390,75634,14643
"QRL",2021-12-01,2021,"Dec",39490,198658,42778
"QRV",2021-12-01,2021,"Dec",47253,247004,55122
"QSL",2021-12-01,2021,"Dec",9226,56931,10723
"QT1",2021-12-01,2021,"Dec",25617,133958,30141
"QT6",2021-12-01,2021,"Dec",10052,49670,12374
"QU9",2021-12-01,2021,"Dec",28758,186896,38385
"QUA",2021-12-01,2021,"Dec",37979,203299,43915
"QUE",2021-12-01,2021,"Dec",24171,140291,27383
"QUY",2021-12-01,2021,"Dec",20082,132198,22879
"QVV",2021-12-01,2021,"Dec",13403,89785,17076
"QWE",2021-12-01,2021,"Dec",33977,166087,42851
"QWO",2021-12-01,2021,"Dec",49329,270123,60297
"QWU",2021-12-01,2021,"Dec",17392,115304,21574
"QXU",2021-12-01,2021,"Dec",23938,115214,27467
"QYG",2021-12-01,2021,"Dec",63353,352901,74124
"QE1",2022-01-01,2022,"Jan",32276,192054,41035
"QF7",2022-01-01,2022,"Jan",41834,197582,47142
"QGH",2022-01-01,2022,"Jan",12379,96600,16401
"QH8",2022-01-01,2022,"Jan",24925,152813,41200
"QHG",2022-01-01,2022,"Jan",15201,119125,24448
"QHL",2022-01-01,2022,"Jan",30029,245746,37031
"QHM",2022-01-01,2022,"Jan",82560,383430,102746
"QJ2",2022-01-01,2022,"Jan",20421,136816,26587
"QJG",2022-01-01,2022,"Jan",20371,109760,24681
"QJK",2022-01-01,2022,"Jan",30255,205869,34629
"QJM",2022-01-01,2022,"Jan",8920,70326,11675
"QK1",2022-01-01,2022,"Jan",18067,136878,19797
"QKK",2022-01-01,2022,"Jan",49248,262200,66058
"QKS",2022-01-01,2022,"Jan",33553,201907,40251
"QM7",2022-01-01,2022,"Jan",19445,142753,27880
"QMF",2022-01-01,2022,"Jan",32602,222061,46056
"QMJ",2022-01-01,2022,"Jan",43333,264669,54097
"QMM",2022-01-01,2022,"Jan",21363,140398,26464
"QNC",2022-01-01,2022,"Jan",15591,97393,18108
"QNQ",2022-01-01,2022,"Jan",10539,63969,13331
"QNX",2022-01-01,2022,"Jan",42631,219085,45818
"QOC",2022-01-01,2022,"Jan",10811,68428,10886
"QOP",2022-01-01,2022,"Jan",71261,515059,83615
"QOQ",2022-01-01,2022,"Jan",43989,198350,48456
"QOX",2022-01-01,2022,"Jan",19931,108596,23030
"QPM",2022-01-01,2022,"Jan",11011,66462,16289
"QR1",2022-01-01,2022,"Jan",11099,75997,16413
"QRL",2022-01-01,2022,"Jan",41181,197529,44605
"QRV",2022-01-01,2022,"Jan",52170,248808,59457
"QSL",2022-01-01,2022,"Jan",9560,57700,11937
"QT1",2022-01-01,2022,"Jan",26659,137541,30296
"QT6",2022-01-01,2022,"Jan",10679,48866,12755
"QU9",2022-01-01,2022,"Jan",31342,180248,39355
"QUA",2022-01-01,2022,"Jan",39039,206791,46255
"QUE",2022-01-01,2022,"Jan",23956,140313,27032
"QUY",2022-01-01,2022,"Jan",22169,134589,25241
"QVV",2022-01-01,2022,"Jan",14330,89861,18325
"QWE",2022-01-01,2022,"Jan",38523,165813,46294
"QWO",2022-01-01,2022,"Jan",49341,265483,62310
"QWU",2022-01-01,2022,"Jan",17487,115634,22656
"QXU",2022-01-01,2022,"Jan",25320,114389,28257
"QYG",2022-01-01,2022,"Jan",67204,366545,78933
"QE1",2022-02-01,2022,"Feb",33903,193085,42298
"QF7",2022-02-01,2022,"Feb",41879,203134,48394
"QGH",2022-02-01,2022,"Feb",12195,96370,16014
"QH8",2022-02-01,2022,"Feb",25965,161106,39328
"QHG",2022-02-01,2022,"Feb",18041,120424,24523
"QHL",2022-02-01,2022,"Feb",30102,229823,38086
"QHM",2022-02-01,2022,"Feb",85034,390294,106789
"QJ2",2022-02-01,2022,"Feb",21054,138213,26569
"QJG",2022-02-01,2022,"Feb",19838,111441,25112
"QJK",2022-02-01,2022,"Feb",28996,207495,35378
"QJM",2022-02-01,2022,"Feb",8930,73006,12566
"QK1",2022-02-01,2022,"Feb",18364,139343,19797
"QKK",2022-02-01,2022,"Feb",53170,270420,67228
"QKS",2022-02-01,2022,"Feb",35607,203825,40194
"QM7",2022-02-01,2022,"Feb",20759,145462,27960
"QMF",2022-02-01,2022,"Feb",33329,224649,47009
"QMJ",2022-02-01,2022,"Feb",43816,267542,54932
"QMM",2022-02-01,2022,"Feb",22245,141429,28036
"QNC",2022-02-01,2022,"Feb",15048,100263,18629
"QNQ",2022-02-01,2022,"Feb",10575,64844,13739
"QNX",2022-02-01,2022,"Feb",42532,220074,47875
"QOC",2022-02-01,2022,"Feb",11021,70148,11833
"QOP",2022-02-01,2022,"Feb",73299,521553,88359
"QOQ",2022-02-01,2022,"Feb",43962,201464,49476
"QOX",2022-02-01,2022,"Feb",20129,108495,22725
"QPM",2022-02-01,2022,"Feb",11497,68546,16257
"QR1",2022-02-01,2022,"Feb",10447,74836,15732
"QRL",2022-02-01,2022,"Feb",40197,198998,45279
"QRV",2022-02-01,2022,"Feb",50886,253608,60137
"QSL",2022-02-01,2022,"Feb",9693,59185,11439
"QT1",2022-02-01,2022,"Feb",27703,135901,32056
"QT6",2022-02-01,2022,"Feb",10128,49997,12755
"QU9",2022-02-01,2022,"Feb",30877,180669,39313
"QUA",2022-02-01,2022,"Feb",40655,211473,47913
"QUE",2022-02-01,2022,"Feb",24417,140783,28256
"QUY",2022-02-01,2022,"Feb",22069,136721,25346
"QVV",2022-02-01,2022,"Feb",13609,92264,18690
"QWE",2022-02-01,2022,"Feb",37946,168640,47153
"QWO",2022-02-01,2022,"Feb",50592,261280,63572
"QWU",2022-02-01,2022,"Feb",17494,117396,22477
"QXU",2022-02-01,2022,"Feb",24788,117526,29547
"QYG",2022-02-01,2022,"Feb",69733,373579,82759
"QE1",2022-03-01,2022,"Mar",44947,225115,53354
"QF7",2022-03-01,2022,"Mar",48977,209051,58117
"QGH",2022-03-01,2022,"Mar",13204,97811,17949
"QH8",2022-03-01,2022,"Mar",29317,170555,47566
"QHG",2022-03-01,2022,"Mar",18967,124129,28434
"QHL",2022-03-01,2022,"Mar",33632,237717,44702
"QHM",2022-03-01,2022,"Mar",99796,404180,124768
"QJ2",2022-03-01,2022,"Mar",22832,141535,29360
"QJG",2022-03-01,2022,"Mar",22780,112806,28602
"QJK",2022-03-01,2022,"Mar",32058,211837,40956
"QJM",2022-03-01,2022,"Mar",10551,77057,14881
"QK1",2022-03-01,2022,"Mar",20750,143819,23769
"QKK",2022-03-01,2022,"Mar",62030,271536,75364
"QKS",2022-03-01,2022,"Mar",39778,207396,45308
"QM7",2022-03-01,2022,"Mar",24410,153801,32748
"QMF",2022-03-01,2022,"Mar",37920,229274,54206
"QMJ",2022-03-01,2022,"Mar",49184,269693,63817
"QMM",2022-03-01,2022,"Mar",25079,142643,31402
"QNC",2022-03-01,2022,"Mar",18154,103676,21146
"QNQ",2022-03-01,2022,"Mar",11527,67502,15940
"QNX",2022-03-01,2022,"Mar",47620,224635,55124
"QOC",2022-03-01,2022,"Mar",12464,71991,13692
"QOP",2022-03-01,2022,"Mar",82673,527930,101925
"QOQ",2022-03-01,2022,"Mar",51642,206739,58278
"QOX",2022-03-01,2022,"Mar",22766,113043,27333
"QPM",2022-03-01,2022,"Mar",13880,74186,20024
"QR1",2022-03-01,2022,"Mar",11317,75883,16470
"QRL",2022-03-01,2022,"Mar",46892,199909,52296
"QRV",2022-03-01,2022,"Mar",57981,255005,68530
"QSL",2022-03-01,2022,"Mar",10746,60404,12902
"QT1",2022-03-01,2022,"Mar",32699,142277,35521
"QT6",2022-03-01,2022,"Mar",11034,52660,14519
"QU9",2022-03-01,2022,"Mar",34349,180820,43598
"QUA",2022-03-01,2022,"Mar",46868,215585,56277
"QUE",2022-03-01,2022,"Mar",28410,148002,33079
"QUY",2022-03-01,2022,"Mar",25176,140135,28211
"QVV",2022-03-01,2022,"Mar",15552,93753,21579
"QWE",2022-03-01,2022,"Mar",43672,172585,54657
"QWO",2022-03-01,2022,"Mar",57267,267232,71743
"QWU",2022-03-01,2022,"Mar",19783,119215,25713
"QXU",2022-03-01,2022,"Mar",28478,120403,33183
"QYG",2022-03-01,2022,"Mar",77384,383204,93431
"QE1",2022-04-01,2022,"Apr",36312,230327,45604
"QF7",2022-04-01,2022,"Apr",39244,215716,47749
"QGH",2022-04-01,2022,"Apr",10553,104017,15349
"QH8",2022-04-01,2022,"Apr",25847,179437,46426
"QHG",2022-04-01,2022,"Apr",16343,124646,23663
"QHL",2022-04-01,2022,"Apr",27024,240682,37072
"QHM",2022-04-01,2022,"Apr",74305,359165,93768
"QJ2",2022-04-01,2022,"Apr",19250,143628,25544
"QJG",2022-04-01,2022,"Apr",18104,116140,23555
"QJK",2022-04-01,2022,"Apr",28458,215766,35915
"QJM",2022-04-01,2022,"Apr",9399,76334,12195
"QK1",2022-04-01,2022,"Apr",16938,148000,19897
"QKK",2022-04-01,2022,"Apr",49976,275345,64492
"QKS",2022-04-01,2022,"Apr",33167,212884,37708
"QM7",2022-04-01,2022,"Apr",19881,158514,27343
"QMF",2022-04-01,2022,"Apr",30707,237763,45878
"QMJ",2022-04-01,2022,"Apr",41507,272962,53932
"QMM",2022-04-01,2022,"Apr",19080,145329,26262
"QNC",2022-04-01,2022,"Apr",15333,103915,17812
"QNQ",2022-04-01,2022,"Apr",9110,71606,13501
"QNX",2022-04-01,2022,"Apr",37831,229393,46513
"QOC",2022-04-01,2022,"Apr",9817,74814,11477
"QOP",2022-04-01,2022,"Apr",70122,533791,81738
"QOQ",2022-04-01,2022,"Apr",41987,210970,47795
"QOX",2022-04-01,2022,"Apr",19482,113914,22488
"QPM",2022-04-01,2022,"Apr",12346,73648,16169
"QR1",2022-04-01,2022,"Apr",9238,77310,15758
"QRL",2022-04-01,2022,"Apr",39203,203866,43382
"QRV",2022-04-01,2022,"Apr",46693,265496,57022
"QSL",2022-04-01,2022,"Apr",8787,61452,11155
"QT1",2022-04-01,2022,"Apr",23727,143532,29886
"QT6",2022-04-01,2022,"Apr",10111,53466,12609
"QU9",2022-04-01,2022,"Apr",29293,183137,37349
"QUA",2022-04-01,2022,"Apr",36181,223349,45481
"QUE",2022-04-01,2022,"Apr",24405,151465,28890
"QUY",2022-04-01,2022,"Apr",20893,142940,26457
"QVV",2022-04-01,2022,"Apr",13609,98948,19896
"QWE",2022-04-01,2022,"Apr",34838,177489,44950
"QWO",2022-04-01,2022,"Apr",49050,267393,61891
"QWU",2022-04-01,2022,"Apr",16576,124108,22236
"QXU",2022-04-01,2022,"Apr",22164,122809,27096
"QYG",2022-04-01,2022,"Apr",63171,395053,76703
"QE1",2022-05-01,2022,"May",40331,217666,50355
"QF7",2022-05-01,2022,"May",44835,222431,55005
"QGH",2022-05-01,2022,"May",13238,106447,18619
"QH8",2022-05-01,2022,"May",29666,185470,53670
"QHG",2022-05-01,2022,"May",19590,125920,27557
"QHL",2022-05-01,2022,"May",31686,244333,41404
"QHM",2022-05-01,2022,"May",96191,422240,120611
"QJ2",2022-05-01,2022,"May",21737,147990,29532
"QJG",2022-05-01,2022,"May",21753,120545,28351
"QJK",2022-05-01,2022,"May",33680,219953,41977
"QJM",2022-05-01,2022,"May",11060,77674,13991
"QK1",2022-05-01,2022,"May",20492,147813,23571
"QKK",2022-05-01,2022,"May",59761,279235,74036
"QKS",2022-05-01,2022,"May",39508,214235,44140
"QM7",2022-05-01,2022,"May",24571,164718,32497
"QMF",2022-05-01,2022,"May",36746,241428,52076
"QMJ",2022-05-01,2022,"May",48698,274563,61574
"QMM",2022-05-01,2022,"May",23990,149566,31849
"QNC",2022-05-01,2022,"May",17592,106782,21448
"QNQ",2022-05-01,2022,"May",10125,74930,16054
"QNX",2022-05-01,2022,"May",44910,237998,55046
"QOC",2022-05-01,2022,"May",12092,75738,12182
"QOP",2022-05-01,2022,"May",82644,538489,96054
"QOQ",2022-05-01,2022,"May",48928,216638,54656
"QOX",2022-05-01,2022,"May",23182,117568,27228
"QPM",2022-05-01,2022,"May",14656,75548,19057
"QR1",2022-05-01,2022,"May",10904,77167,16197
"QRL",2022-05-01,2022,"May",47100,207506,51475
"QRV",2022-05-01,2022,"May",55969,272228,66453
"QSL",2022-05-01,2022,"May",10936,62309,13383
"QT1",2022-05-01,2022,"May",28930,147890,34763
"QT6",2022-05-01,2022,"May",11418,54519,14536
"QU9",2022-05-01,2022,"May",33667,184001,41686
"QUA",2022-05-01,2022,"May",42199,229292,52420
"QUE",2022-05-01,2022,"May",29046,154276,33740
"QUY",2022-05-01,2022,"May",24604,145719,30759
"QVV",2022-05-01,2022,"May",17372,112475,25791
"QWE",2022-05-01,2022,"May",42785,181858,52938
"QWO",2022-05-01,2022,"May",57312,271428,70922
"QWU",2022-05-01,2022,"May",19485,124966,25575
"QXU",2022-05-01,2022,"May",13635,55006,16494
"QYG",2022-05-01,2022,"May",76249,404462,88834
"QE1",2022-06-01,2022,"Jun",38879,225009,46902
"QF7",2022-06-01,2022,"Jun",41053,229208,49271
"QGH",2022-06-01,2022,"Jun",12641,107281,16660
"QH8",2022-06-01,2022,"Jun",26741,188357,45790
"QHG",2022-06-01,2022,"Jun",17505,129452,24709
"QHL",2022-06-01,2022,"Jun",29386,248405,37627
"QHM",2022-06-01,2022,"Jun",91560,427009,111510
"QJ2",2022-06-01,2022,"Jun",21174,150565,27723
"QJG",2022-06-01,2022,"Jun",20059,124546,26587
"QJK",2022-06-01,2022,"Jun",31844,222302,37947
"QJM",2022-06-01,2022,"Jun",10071,78390,12549
"QK1",2022-06-01,2022,"Jun",19686,147081,21475
"QKK",2022-06-01,2022,"Jun",55935,279219,67603
"QKS",2022-06-01,2022,"Jun",38695,212697,43158
"QM7",2022-06-01,2022,"Jun",23299,165205,29450
"QMF",2022-06-01,2022,"Jun",34987,244473,50056
"QMJ",2022-06-01,2022,"Jun",43939,277530,56896
"QMM",2022-06-01,2022,"Jun",22600,152507,29194
"QNC",2022-06-01,2022,"Jun",16813,107283,20352
"QNQ",2022-06-01,2022,"Jun",9117,75748,12341
"QNX",2022-06-01,2022,"Jun",42269,244357,50846
"QOC",2022-06-01,2022,"Jun",11240,76403,11774
"QOP",2022-06-01,2022,"Jun",79254,552063,89215
"QOQ",2022-06-01,2022,"Jun",44876,220008,50088
"QOX",2022-06-01,2022,"Jun",20991,122112,24903
"QPM",2022-06-01,2022,"Jun",14129,77585,18664
"QR1",2022-06-01,2022,"Jun",10321,79152,16239
"QRL",2022-06-01,2022,"Jun",44834,209793,47127
"QRV",2022-06-01,2022,"Jun",51311,276161,58733
"QSL",2022-06-01,2022,"Jun",10087,63524,12178
"QT1",2022-06-01,2022,"Jun",27176,150036,31811
"QT6",2022-06-01,2022,"Jun",10638,55628,12966
"QU9",2022-06-01,2022,"Jun",31128,186957,40819
"QUA",2022-06-01,2022,"Jun",40442,235217,49186
"QUE",2022-06-01,2022,"Jun",26068,155898,30775
"QUY",2022-06-01,2022,"Jun",22396,151128,29340
"QVV",2022-06-01,2022,"Jun",16908,112297,22802
"QWE",2022-06-01,2022,"Jun",39464,184578,48404
"QWO",2022-06-01,2022,"Jun",54892,276490,66541
"QWU",2022-06-01,2022,"Jun",17828,128757,24139
"QXU",2022-06-01,2022,"Jun",11849,57120,15513
"QYG",2022-06-01,2022,"Jun",71005,409591,82647
"QE1",2022-07-01,2022,"Jul",38287,226572,47723
"QF7",2022-07-01,2022,"Jul",41096,232341,48586
"QGH",2022-07-01,2022,"Jul",11903,108971,16597
"QH8",2022-07-01,2022,"Jul",27967,196980,47988
"QHG",2022-07-01,2022,"Jul",18256,134703,25457
"QHL",2022-07-01,2022,"Jul",44825,321697,52271
"QHM",2022-07-01,2022,"Jul",89375,435390,109904
"QJ2",2022-07-01,2022,"Jul",21822,155598,28937
"QJG",2022-07-01,2022,"Jul",19847,128958,26939
"QJK",2022-07-01,2022,"Jul",32718,225921,39591
"QJM",2022-07-01,2022,"Jul",9529,80134,12869
"QK1",2022-07-01,2022,"Jul",19273,147227,20720
"QKK",2022-07-01,2022,"Jul",54128,280876,66367
"QKS",2022-07-01,2022,"Jul",41216,217868,46008
"QM7",2022-07-01,2022,"Jul",21553,168184,30261
"QMF",2022-07-01,2022,"Jul",35539,246428,49002
"QMJ",2022-07-01,2022,"Jul",44180,280955,57194
"QMM",2022-07-01,2022,"Jul",21750,158721,30199
"QNC",2022-07-01,2022,"Jul",16131,108800,20609
"QNQ",2022-07-01,2022,"Jul",241,865,232
"QNX",2022-07-01,2022,"Jul",40296,252341,49919
"QOC",2022-07-01,2022,"Jul",11333,77872,11584
"QOP",2022-07-01,2022,"Jul",75479,569572,92259
"QOQ",2022-07-01,2022,"Jul",45161,224228,50710
"QOX",2022-07-01,2022,"Jul",19712,126375,24492
"QPM",2022-07-01,2022,"Jul",13969,79852,18197
"QR1",2022-07-01,2022,"Jul",10274,81961,17137
"QRL",2022-07-01,2022,"Jul",43779,213423,47561
"QRV",2022-07-01,2022,"Jul",51272,283113,61929
"QSL",2022-07-01,2022,"Jul",9915,63021,12567
"QT1",2022-07-01,2022,"Jul",27177,150409,30512
"QT6",2022-07-01,2022,"Jul",10525,57062,13302
"QU9",2022-07-01,2022,"Jul",31002,186108,40096
"QUA",2022-07-01,2022,"Jul",24814,169382,33508
"QUE",2022-07-01,2022,"Jul",25131,160464,30427
"QUY",2022-07-01,2022,"Jul",21859,155935,29986
"QVV",2022-07-01,2022,"Jul",16355,113228,23501
"QWE",2022-07-01,2022,"Jul",39402,187962,48010
"QWO",2022-07-01,2022,"Jul",53778,279694,67547
"QWU",2022-07-01,2022,"Jul",18037,131419,24316
"QXU",2022-07-01,2022,"Jul",15880,95342,19885
"QYG",2022-07-01,2022,"Jul",69699,416049,82363
"QE1",2022-08-01,2022,"Aug",39097,232541,48088
"QF7",2022-08-01,2022,"Aug",42280,236780,49466
"QGH",2022-08-01,2022,"Aug",12627,110862,17184
"QH8",2022-08-01,2022,"Aug",27512,187798,47103
"QHG",2022-08-01,2022,"Aug",18841,138090,25650
"QHL",2022-08-01,2022,"Aug",50584,323742,56249
"QHM",2022-08-01,2022,"Aug",92370,443862,113970
"QJ2",2022-08-01,2022,"Aug",21482,158194,29537
"QJG",2022-08-01,2022,"Aug",20830,128913,26984
"QJK",2022-08-01,2022,"Aug",34894,219787,38703
"QJM",2022-08-01,2022,"Aug",10281,81714,13010
"QK1",2022-08-01,2022,"Aug",21269,149698,22845
"QKK",2022-08-01,2022,"Aug",55937,288825,69717
"QKS",2022-08-01,2022,"Aug",40782,220575,47200
"QM7",2022-08-01,2022,"Aug",22721,175227,32941
"QMF",2022-08-01,2022,"Aug",35800,249081,48923
"QMJ",2022-08-01,2022,"Aug",44276,278087,57259
"QMM",2022-08-01,2022,"Aug",22855,160187,29574
"QNC",2022-08-01,2022,"Aug",18008,106413,20934
"QNQ",2022-08-01,2022,"Aug",336,948,254
"QNX",2022-08-01,2022,"Aug",43823,260680,52844
"QOC",2022-08-01,2022,"Aug",11206,79049,12114
"QOP",2022-08-01,2022,"Aug",78062,580045,91634
"QOQ",2022-08-01,2022,"Aug",47633,228151,51931
"QOX",2022-08-01,2022,"Aug",20510,128221,24279
"QPM",2022-08-01,2022,"Aug",14116,80413,17968
"QR1",2022-08-01,2022,"Aug",10583,83425,17816
"QRL",2022-08-01,2022,"Aug",44251,218203,48611
"QRV",2022-08-01,2022,"Aug",52431,289990,63087
"QSL",2022-08-01,2022,"Aug",10240,63432,12560
"QT1",2022-08-01,2022,"Aug",27166,154528,32406
"QT6",2022-08-01,2022,"Aug",11237,58218,13840
"QU9",2022-08-01,2022,"Aug",31778,187358,41244
"QUA",2022-08-01,2022,"Aug",25459,174016,33449
"QUE",2022-08-01,2022,"Aug",26183,163791,31106
"QUY",2022-08-01,2022,"Aug",26790,158638,32540
"QVV",2022-08-01,2022,"Aug",17012,113344,22911
"QWE",2022-08-01,2022,"Aug",39462,190565,48507
"QWO",2022-08-01,2022,"Aug",56425,284288,69978
"QWU",2022-08-01,2022,"Aug",19213,132463,25045
"QXU",2022-08-01,2022,"Aug",22696,154267,30329
"QYG",2022-08-01,2022,"Aug",72874,426061,85145
"QE1",2022-09-01,2022,"Sep",41742,232999,48966
"QF7",2022-09-01,2022,"Sep",44184,238348,48793
"QGH",2022-09-01,2022,"Sep",13144,112033,16213
"QH8",2022-09-01,2022,"Sep",30269,192519,48053
"QHG",2022-09-01,2022,"Sep",18472,141246,25769
"QHL",2022-09-01,2022,"Sep",49584,327545,56791
"QHM",2022-09-01,2022,"Sep",96322,443607,113409
"QJ2",2022-09-01,2022,"Sep",21398,160005,29180
"QJG",2022-09-01,2022,"Sep",20735,131363,26897
"QJK",2022-09-01,2022,"Sep",35630,221417,39010
"QJM",2022-09-01,2022,"Sep",10441,82552,12323
"QK1",2022-09-01,2022,"Sep",20973,148890,22086
"QKK",2022-09-01,2022,"Sep",58372,286174,69683
"QKS",2022-09-01,2022,"Sep",43120,220712,45119
"QM7",2022-09-01,2022,"Sep",24702,176056,31057
"QMF",2022-09-01,2022,"Sep",37271,249030,49079
"QMJ",2022-09-01,2022,"Sep",45296,278025,56859
"QMM",2022-09-01,2022,"Sep",23257,161224,28234
"QNC",2022-09-01,2022,"Sep",17610,106437,20962
"QNQ",2022-09-01,2022,"Sep",329,858,193
"QNX",2022-09-01,2022,"Sep",45372,261340,50295
"QOC",2022-09-01,2022,"Sep",12005,78790,11530
"QOP",2022-09-01,2022,"Sep",69248,588699,85451
"QOQ",2022-09-01,2022,"Sep",48266,226666,50232
"QOX",2022-09-01,2022,"Sep",21463,129992,25177
"QPM",2022-09-01,2022,"Sep",14443,80629,17619
"QR1",2022-09-01,2022,"Sep",11224,83929,17840
"QRL",2022-09-01,2022,"Sep",46153,219481,48401
"QRV",2022-09-01,2022,"Sep",54999,294570,62145
"QSL",2022-09-01,2022,"Sep",10468,64370,12645
"QT1",2022-09-01,2022,"Sep",29057,157737,33417
"QT6",2022-09-01,2022,"Sep",11239,59263,13814
"QU9",2022-09-01,2022,"Sep",31946,190669,41019
"QUA",2022-09-01,2022,"Sep",26258,177447,33280
"QUE",2022-09-01,2022,"Sep",27163,166754,31773
"QUY",2022-09-01,2022,"Sep",26354,158011,30597
"QVV",2022-09-01,2022,"Sep",16668,111661,22209
